,liver,brain,lung
1389376_at,4.798515864,6.952318041,6.019853981
1389377_at,10.66937422,8.573018588,7.669896811
1389378_at,5.950740259,5.397880328,6.809543499
1389379_at,5.83548278,5.35558677,6.711493848
1389380_at,9.101009697,5.569513892,5.931551996
1389381_at,9.630954229,8.900867324,8.387026199
1389382_at,6.906062389,7.309452292,7.127179224
1389383_at,10.23199191,7.609068345,8.067459896
1389384_at,7.95223732,7.950161015,7.305509037
1389385_at,7.486110147,7.743130996,7.851552023
1389386_at,7.286518284,7.117083881,7.031593118
1389387_at,9.398726912,8.064441693,8.56683107
1389388_at,7.567173397,7.137020113,8.814598954
1389389_at,7.882254497,6.103892872,6.510504709
1389390_at,8.540160358,7.817572946,7.597727511
1389391_at,7.336890803,7.719555932,7.525135985
1389392_at,6.228280045,8.287952862,6.478655361
1389393_at,10.02241107,8.100561382,9.674524819
1389394_at,9.008226223,6.272076758,10.16981471
1389395_at,5.962594351,7.070928614,8.366411192
1389396_at,4.885915169,5.418214431,6.62872381
1389397_at,9.503458242,8.691757071,9.794595067
1389398_at,3.930552175,5.382604707,5.23049062
1389399_at,6.035813128,5.433450382,6.439874173
1389400_at,7.209404232,7.708886967,7.794352106
1389401_at,6.023140288,6.607569345,6.816461674
1389402_at,4.99196425,4.325062307,5.722848116
1389403_at,7.023591654,4.893313094,5.198825759
1389404_at,4.442410639,4.194725736,4.788757103
1389405_at,8.452900716,8.849478595,7.840716965
1389406_at,8.261354621,7.569829371,7.944046592
1389407_at,8.705393031,7.368588405,8.088915733
1389408_at,4.772549169,4.821871693,7.395793736
1389409_at,5.550290143,6.32668678,8.828480117
1389410_s_at,5.725219639,8.71589401,5.948278694
1389411_at,5.610833521,8.659985564,5.221145155
1389412_at,8.387661742,8.825066759,6.916678183
1389413_at,4.482933149,9.714063468,7.768679439
1389414_at,6.701773573,6.679526224,7.035681856
1389415_at,6.539902492,6.818388223,6.585998914
1389416_at,5.573559617,9.146584717,5.692777641
1389417_at,6.697140499,7.022785714,6.604169019
1389418_at,8.897615144,9.091506965,8.360862287
1389419_at,6.694553733,5.084452407,7.871717874
1389420_at,9.071024918,5.679155764,7.333360309
1389421_at,4.914364489,3.732934807,4.084880444
1389422_at,9.818963532,7.565124058,9.401021117
1389423_at,4.218051646,5.857038286,8.976716806
1389424_at,5.180639773,8.190187065,7.724574086
1389425_at,5.239829719,4.278358683,6.277318239
1389426_at,5.425140852,7.671429325,6.009398297
1389427_at,6.276860753,5.960282575,6.50205409
1389428_at,8.737927011,8.811910141,8.909344631
1389429_at,5.739022542,8.210089404,4.298130705
1389430_at,9.694846137,6.860477904,6.449443497
1389431_at,6.950305449,6.42004681,7.514991742
1389432_at,7.403137045,7.464235522,8.273862403
1389433_at,7.479797077,7.992867007,6.229095646
1389434_at,5.605966333,5.335414811,6.293096467
1389435_at,8.067209376,6.538011424,8.14702633
1389436_at,5.821835747,5.918514312,6.691561559
1389437_at,4.8190402,7.156876291,5.581066712
1389438_at,5.181018196,6.960686218,8.102264354
1389439_at,6.453520977,6.473251737,6.835450857
1389440_at,4.116389615,3.618088091,4.652943791
1389441_at,5.469382057,6.085821298,6.242099996
1389442_at,8.193510581,7.872005087,9.214241374
1389443_at,6.222518243,6.101640649,7.181405684
1389444_at,6.527610508,8.726159003,8.491492275
1389445_at,6.622593215,6.074620198,6.506579015
1389446_at,7.673776896,7.318378478,7.292785972
1389447_at,4.830118302,8.478753612,5.535572215
1389448_at,7.068976174,10.26010277,10.34877014
1389449_at,3.896934205,3.102033011,3.326316641
1389450_at,8.068751119,7.431303957,6.86690412
1389451_at,6.499639123,5.508298025,6.007127114
1389452_at,6.983221852,7.455790267,7.50909118
1389453_at,7.530053476,6.056443954,7.584681518
1389454_at,9.756935393,10.02343211,9.847747774
1389455_at,7.205924851,7.434951275,7.932882956
1389456_at,7.875007394,8.285753602,7.203455714
1389457_at,4.353672299,3.941787417,3.795859257
1389458_at,6.546310209,7.144086539,7.289380526
1389459_at,7.742318541,7.50500204,7.767987115
1389460_at,5.489198798,6.011875327,5.952213163
1389461_at,3.744628731,3.452841375,3.226325405
1389462_at,3.272430463,3.216656949,3.793232108
1389463_at,6.378555688,10.78887156,4.808350982
1389464_at,4.473015556,6.871037785,4.784905923
1389465_at,7.836423249,8.466558308,7.856856146
1389466_at,6.444595728,7.801475421,7.478166487
1389467_at,3.837676784,7.822718887,11.45813431
1389468_at,7.818472179,6.983394097,8.399425554
1389469_at,7.544261007,4.848179242,6.609883863
1389470_at,11.89164542,5.554803083,10.8662049
1389471_at,7.059959018,8.665788357,7.698973084
1389472_at,6.438239062,6.195998583,6.101136283
1389473_at,4.402420908,4.015360995,3.579686061
1389474_at,5.383825156,6.585204644,8.68612253
1389475_at,4.726393223,5.073810135,5.359676918
1389476_at,9.10677296,9.681044585,8.956778983
1389477_at,6.069210637,5.058723015,7.912608214
1389478_at,6.74885714,7.566319728,6.617293681
1389479_at,7.143939787,6.633067138,8.568516098
1389480_at,9.575628289,8.632356595,8.813853352
1389481_at,10.44371208,8.596674329,8.747262599
1389482_at,9.361141884,7.469556538,9.641812853
1389483_at,8.474303929,9.185562436,8.81267062
1389484_at,5.464048567,5.405977102,4.860743096
1389485_at,5.966273333,7.299671465,7.853790879
1389486_at,7.571725384,4.669938538,7.809111467
1389487_at,7.672790338,5.670751616,6.268189079
1389488_at,9.360774563,9.081040563,12.39324534
1389489_at,5.500622008,7.133993289,8.171931504
1389490_at,5.363183461,4.885472368,6.046164962
1389491_at,7.322305639,9.468328004,5.061600085
1389492_at,6.22491981,5.495739518,5.884261743
1389493_at,7.64663392,6.5708324,6.996301006
1389494_at,6.402577956,6.69976503,7.160576151
1389495_at,3.10131855,2.86635029,2.908943109
1389496_at,6.398271113,8.972158835,8.733658569
1389497_at,6.533336669,6.427346581,6.147541024
1389498_at,9.150031397,5.998711388,6.488270877
1389499_at,5.378813685,6.087115292,4.991030828
1389500_at,8.536030462,8.124817788,7.402985692
1389501_at,6.228480816,7.11986406,5.069632597
1389502_at,3.838797138,3.284524241,5.358591929
1389503_at,3.42557749,3.043119004,3.229104942
1389504_at,7.178205481,9.233121406,7.609118407
1389505_at,6.299069854,7.895800999,5.730532742
1389506_x_at,3.218320317,2.833387796,3.118808472
1389507_at,7.656764583,7.312157114,8.072757765
1389508_at,3.273294674,2.894884013,2.955175885
1389509_at,7.844960352,8.450516679,8.066096275
1389510_at,7.748681057,6.828971544,7.778776703
1389511_s_at,9.080701418,11.9005704,7.789107391
1389512_at,3.926509072,4.218135664,4.15598073
1389513_at,4.582874236,3.475398177,3.404990365
1389514_at,4.347205438,10.78444972,5.88113587
1389515_at,5.769640455,4.876779472,5.510283311
1389516_at,4.538678162,4.298899332,4.815452849
1389517_at,6.151508601,5.521492977,6.036577827
1389518_at,8.862013549,8.659394717,8.896614108
1389519_at,9.380512052,8.348173766,8.381660272
1389520_at,7.976388525,8.980706533,9.391079
1389521_at,8.774957505,9.035033168,9.390506443
1389522_at,7.406683692,7.800702115,6.914351026
1389523_at,7.9603285,6.852629591,7.28549748
1389524_at,8.853434852,8.466862465,8.846493117
1389525_at,9.658637824,8.333632628,9.195922558
1389526_at,9.091967018,9.864739144,9.353332103
1389527_at,7.431697736,5.780163675,8.46402334
1389528_s_at,7.788709528,8.495590065,10.0113614
1389529_at,7.194353922,9.20362049,7.763407434
1389530_at,7.482509538,7.273653896,7.12343946
1389531_at,9.089226602,9.573487034,9.501572332
1389532_at,5.209828449,8.828593308,9.878909757
1389533_at,4.895511934,5.494167852,6.098753486
1389534_at,9.580444542,10.13619889,10.02924861
1389535_at,8.328878249,8.00155689,7.901405863
1389536_at,7.115171116,6.511607669,6.504274402
1389537_at,6.022559466,6.136453936,6.356442307
1389538_at,7.701685157,7.201988781,9.503819663
1389539_at,5.654228121,8.609162082,7.882930571
1389540_at,7.564484044,9.306344957,8.559016554
1389541_at,6.459290773,8.074050764,8.046668511
1389542_at,3.481310129,3.348603611,3.716319886
1389543_at,6.575530425,6.979681806,4.916638776
1389544_at,10.61460284,10.49613406,10.51552984
1389545_at,8.757893268,8.405552867,8.881847921
1389546_at,8.050244913,7.940238387,10.6989393
1389547_at,8.297461019,7.903942421,8.506584251
1389548_at,10.77114599,8.379182549,6.475837741
1389549_at,9.289950827,8.880791676,7.955325789
1389550_at,3.819649655,10.36719859,6.083830191
1389551_at,10.33953917,7.92501129,7.921065641
1389552_at,8.259436641,8.582252643,8.409842992
1389553_at,6.822895345,4.270381739,8.605355884
1389554_at,8.818683738,7.638407753,9.619837206
1389555_at,5.405138518,5.240982542,7.362972696
1389556_at,6.971718275,10.58353314,8.169243746
1389557_at,8.799594032,7.19213042,7.703028472
1389558_at,8.089766971,8.163009832,8.208654499
1389559_at,8.595383018,8.285182283,8.569426154
1389560_at,8.266759176,7.605632838,9.055862623
1389561_at,7.566444264,7.383019538,7.278223719
1389562_at,6.536707137,7.65697697,8.135274169
1389563_at,7.867630769,8.13781854,8.235371528
1389564_at,9.848547652,9.188361405,9.920097025
1389565_at,4.74764139,5.482894808,6.810385399
1389566_at,4.402086059,4.028372919,6.147722812
1389567_at,7.646783569,7.530221782,7.091336369
1389568_at,5.751598522,6.192692502,7.932767639
1389569_at,8.222453768,7.893474796,8.23683851
1389570_at,6.971200353,6.969756239,7.726474506
1389571_at,8.408980216,6.744810916,7.851652737
1389572_at,6.081756931,7.128451499,4.678332623
1389573_at,6.562022531,7.915459691,5.530118773
1389574_at,7.774592871,7.493170561,8.238908114
1389575_at,9.093203167,9.551242966,9.550811069
1389576_at,8.113565152,7.542145719,8.25413268
1389577_at,8.139832286,7.876254455,8.160347304
1389578_at,6.874119206,6.835550602,6.82392992
1389579_at,3.20246628,3.450440334,4.245167924
1389580_at,5.990401273,6.629196443,7.47873915
1389581_at,9.747751127,6.78602995,9.524233076
1389582_at,6.569385813,6.271683826,6.280106927
1389583_at,5.163733907,6.046787074,5.15034529
1389584_at,3.589028976,10.27990146,5.686945161
1389585_at,8.26288508,7.48341976,6.996129475
1389586_at,8.870702055,10.90450992,11.54717578
1389587_at,8.043205047,7.302263073,7.394763279
1389588_at,6.955255152,6.148234766,7.482160788
1389589_at,6.073776913,7.086272425,7.121626074
1389590_at,8.990375742,8.22385541,8.574622475
1389591_at,6.799820139,6.245291184,6.685554873
1389592_at,7.399127971,7.109692313,7.533648571
1389593_at,4.699301488,5.3772272,5.140151379
1389594_at,6.48426813,8.143674605,7.201277685
1389595_at,7.361433838,7.169432685,6.781125985
1389596_at,8.495956386,7.979906433,7.805190814
1389597_at,4.992053156,9.693938018,3.076047367
1389598_at,5.83444927,6.582333665,7.321612516
1389599_at,5.880305963,5.361581384,5.483587356
1389600_at,6.289804106,11.76350882,4.467354601
1389601_at,8.834009799,8.3319377,9.562646986
1389602_at,7.205861816,8.941913612,8.422864047
1389603_at,4.587171325,3.784154589,3.840879998
1389604_at,5.316900615,4.898992855,6.757650489
1389605_at,4.854336123,8.766575423,4.511139394
1389606_at,5.635905746,6.003163048,6.038005778
1389607_at,5.575479951,5.459269066,5.187817621
1389608_at,7.904135962,8.130808774,7.527142743
1389609_at,8.068907381,7.256662631,6.327556606
1389610_at,5.691339036,6.261807147,6.436514582
1389611_at,4.263835176,7.772098129,8.547211325
1389612_at,8.96908151,5.818136976,7.025946153
1389613_at,6.943146433,10.0920586,9.618444382
1389614_at,6.971697075,6.386694573,7.601368894
1389615_at,9.839668895,7.790212398,8.522619459
1389616_at,5.16122916,8.439380512,6.402311125
1389617_at,7.204168692,5.873825701,10.2905175
1389618_at,5.033980002,6.683243143,7.317339422
1389619_at,4.433598007,5.171080177,4.925894958
1389620_at,6.620240347,6.584494974,7.16199175
1389621_at,7.80387172,7.499487638,7.666483341
1389622_at,10.9048706,6.639056375,7.067161366
1389623_at,9.646154316,8.375513047,10.00509782
1389624_s_at,8.151011713,8.547354404,8.119969446
1389625_at,6.986680589,6.940602249,5.805538446
1389626_at,5.139092446,6.41320888,5.320187522
1389627_at,6.840868841,6.643118458,6.688984369
1389628_at,5.670383093,5.743571111,5.649693755
1389629_at,8.532750978,8.479325439,8.798167082
1389630_at,5.212695621,4.245427286,4.329667433
1389631_at,6.183503231,5.743605609,6.125936097
1389632_at,8.062843818,4.568785087,6.746127189
1389633_at,7.55029315,6.850819666,7.452450018
1389634_at,7.993369932,7.231361434,7.317547229
1389635_at,7.280032271,8.013846577,7.905795444
1389636_at,7.110480107,6.999847901,7.458148289
1389637_at,4.247666429,10.21742213,3.462439533
1389638_at,5.29215094,5.062717785,5.276572903
1389639_at,7.609065738,6.114762149,7.19343583
1389640_at,7.791292355,6.968178227,6.43522911
1389641_at,4.894949021,5.816462599,5.24165184
1389642_at,8.005974291,7.491025747,7.695484236
1389643_at,6.71891256,6.383815223,6.953222542
1389644_at,6.268520154,6.501522034,6.903339957
1389645_at,10.93923749,4.587498728,7.4313275
1389646_at,5.883608144,6.555932911,7.038705521
1389647_at,8.665008343,9.258762193,9.044516532
1389648_at,8.39557352,4.180660145,7.284192459
1389649_at,10.65276728,5.414500857,7.881279788
1389650_at,3.639284732,4.576959055,3.849660447
1389651_at,4.060051654,7.651641768,9.687971459
1389652_at,7.93504107,9.855766107,8.524065224
1389653_at,4.562651896,7.40505709,5.743114231
1389654_at,9.355838679,7.577580412,8.409284777
1389655_at,7.460877871,7.081608015,6.980402227
1389656_at,6.070487075,6.370441866,8.547234861
1389657_at,6.990071202,5.7889164,7.011849183
1389658_at,8.667787908,8.060741074,8.203563082
1389659_at,6.705465356,4.002736158,8.10668442
1389660_at,6.826661902,4.758906106,5.362740532
1389661_at,7.317794611,7.050290878,7.084244021
1389662_at,3.992413608,4.705264561,5.281287551
1389663_at,4.375653896,3.826417152,6.354639855
1389664_at,6.035212021,6.462721423,6.369439578
1389665_at,7.671634928,9.416875435,7.078733977
1389666_at,4.286388097,5.657177931,4.62285033
1389667_at,7.894365543,7.603410771,7.023514243
1389668_at,4.353766048,4.035915089,5.288449005
1389669_at,4.107490633,4.007021362,4.018912365
1389670_at,5.054533016,4.364986994,4.336217198
1389671_at,6.014213447,6.398026185,5.452798656
1389672_at,7.601477335,7.802429093,7.017735583
1389673_at,3.787583795,3.607529827,4.371875817
1389674_at,6.129362404,6.022601827,6.277376064
1389675_at,4.126471795,4.631812514,4.481962711
1389676_at,7.810877373,6.215076652,6.888233957
1389677_at,5.498093461,4.830965887,7.194787805
1389678_at,5.830367364,4.555506019,5.617633944
1389679_at,7.020601629,8.251766951,8.030058092
1389680_at,8.247451357,6.820569254,6.655415586
1389681_at,7.073967454,4.270289281,6.670897145
1389682_at,8.02722526,6.706935404,6.993306383
1389683_at,7.15085113,7.456576031,7.496753439
1389684_at,8.357426157,8.941456429,9.344850063
1389685_at,8.133950652,8.473862609,8.573178019
1389686_at,7.212430916,6.855078193,8.274480088
1389687_at,6.243324863,9.691008052,6.835661101
1389688_at,4.464505188,3.7568364,6.579016349
1389689_at,5.651131191,4.931924138,5.265881854
1389690_at,5.165704739,3.626113925,8.651156989
1389691_at,5.501967552,5.428406123,4.883291911
1389692_at,6.379681291,7.186232573,6.776122938
1389693_at,4.906262363,5.002347069,4.743711711
1389694_at,7.223196793,4.24855601,4.108530402
1389695_at,6.523836249,6.736546305,6.010782471
1389696_at,5.228147467,6.292225046,7.683085237
1389697_at,5.360887832,4.895927417,7.271607759
1389698_at,5.435819725,7.562331771,8.80479288
1389699_at,6.021921266,5.19318867,5.277731908
1389700_at,5.009981663,7.318967054,7.816897354
1389701_at,3.347320935,4.582565665,3.174832946
1389702_at,6.660090808,6.261607562,6.415652604
1389703_at,7.410696333,6.983939179,7.127536449
1389704_at,5.095837171,4.535412896,5.774345448
1389705_at,7.397124039,6.313481479,8.189023197
1389706_at,3.637452766,9.727369738,5.203284755
1389707_at,3.546570525,3.791834871,3.286907282
1389708_at,6.856659995,7.130638953,7.467595966
1389709_at,6.543447881,6.382976933,6.482268953
1389710_at,8.563764014,8.064859986,8.322052551
1389711_at,4.338403185,3.806571178,3.922589538
1389712_at,4.276873971,5.669756263,3.727282911
1389713_at,7.737215677,9.705511012,8.999204522
1389714_at,4.680855831,4.50861824,5.634688807
1389715_at,4.455615731,8.219900445,4.358500294
1389716_at,6.737674679,6.875156685,6.67179279
1389717_at,8.248089356,7.59630934,8.043797858
1389718_at,3.858275925,3.912347457,3.05442269
1389719_at,5.888559123,5.943394094,6.289979334
1389720_at,4.907232179,4.542825276,7.088460144
1389721_at,3.84812596,3.322784764,3.23859416
1389722_at,4.26277816,4.010656993,5.184414795
1389723_at,7.372655673,7.465350458,7.45130517
1389724_at,7.382259248,6.236436653,6.31775476
1389725_at,10.92917315,7.134696405,6.019264348
1389726_at,5.389466159,7.280887277,4.948619799
1389727_at,3.496696477,3.089117238,3.386354076
1389728_at,6.060484041,8.902956457,7.512611724
1389729_at,7.9873651,8.231372723,8.942234066
1389730_at,8.133894017,7.945602795,8.862122357
1389731_at,3.953220661,3.343399044,3.427122262
1389732_at,5.379954257,4.576868707,11.44004666
1389733_at,9.218292056,8.742419877,8.262479062
1389734_x_at,3.63542711,3.449804322,10.90868343
1389735_at,3.024016278,5.653269201,3.056506225
1389736_at,4.466452437,8.570098647,6.804458525
1389737_at,5.177104596,7.06459222,5.657226189
1389738_at,9.558689837,4.642803775,6.343592439
1389739_at,6.360900059,4.836715236,4.730669648
1389740_at,6.070550079,6.061459912,6.229746598
1389741_at,4.024356191,4.815928755,4.853025985
1389742_at,7.138254817,4.681125319,8.356827048
1389743_at,3.31741899,3.638733211,3.068845149
1389744_at,8.669425165,6.984687735,5.718521066
1389745_at,3.145045823,3.069346075,2.904907252
1389746_at,6.330729832,4.820137887,6.372478851
1389747_at,8.787202786,6.093492073,5.02654314
1389748_at,4.286222116,7.776502055,7.505697824
1389749_at,3.287581832,3.155584794,2.952558654
1389750_at,4.106860502,3.788218464,3.739596111
1389751_at,3.425458164,2.790535116,2.849572615
1389752_at,3.221887837,6.590358653,3.484635125
1389753_at,7.051880237,5.782409512,6.39625559
1389754_at,3.95023452,8.053317483,4.233150197
1389755_at,3.783754596,3.623374845,4.564102688
1389756_at,3.457026967,3.114700935,3.883795884
1389757_at,8.008816816,5.578192194,5.707856276
1389758_at,5.377547665,5.81766702,5.976081984
1389759_at,3.761902092,4.406631941,6.011621518
1389760_at,6.533642294,7.450420098,6.435027664
1389761_at,5.293245499,6.379086952,5.767731459
1389762_at,3.789968295,3.594411095,4.242812724
1389763_at,3.867914915,8.412576736,7.571667235
1389764_at,7.683621796,7.586351718,7.646303547
1389765_at,6.452593305,6.191499921,6.468576503
1389766_at,3.818526567,3.609660842,3.567681525
1389767_at,5.582524703,5.660685195,5.231797813
1389768_at,3.352428334,3.256061148,2.984871104
1389769_at,6.158896733,6.457327107,6.313759965
1389770_at,5.01603871,4.897585202,5.910110596
1389771_at,7.469663915,7.007178456,7.160223628
1389772_at,4.343514697,7.055052487,3.878787284
1389773_at,3.778152508,3.132324532,3.234568352
1389774_at,5.958417251,8.192029889,6.079700594
1389775_at,4.642450011,4.811979583,5.293527972
1389776_at,7.199929663,8.232950923,7.390483631
1389777_at,4.81281785,4.003399133,5.446391525
1389778_a_at,8.078115975,6.256439459,7.624378404
1389779_at,7.681366833,4.554523487,9.132819109
1389780_at,6.751930625,5.933621989,9.046819556
1389781_at,2.645935101,10.80467656,5.836878192
1389782_at,9.271185199,8.611614971,7.863387717
1389783_s_at,3.297046461,3.067450924,4.026566091
1389784_at,7.296699474,7.482813,7.275821246
1389785_at,8.324930278,4.827063148,6.754727402
1389786_at,6.86462503,6.01441016,6.095577262
1389787_at,6.233545881,6.48540514,9.155571981
1389788_at,4.816447303,8.578711412,6.236189982
1389789_at,5.837007151,7.204235565,7.02500676
1389790_at,7.083895016,7.1110201,8.033054967
1389791_at,7.889947594,7.417895462,7.784749192
1389792_at,6.45882272,6.982289695,5.85525822
1389793_at,5.914158556,6.020850219,6.350308101
1389794_at,7.102710029,8.961693551,7.460930416
1389795_at,2.682530834,2.526093236,2.771284563
1389796_at,4.745010391,5.184370353,5.680073335
1389797_at,5.244491186,8.361185886,5.805300092
1389798_at,4.010598345,3.344378822,3.275406476
1389799_at,3.548181917,3.166130777,3.209123099
1389800_at,4.807921633,5.615038936,7.372249728
1389801_at,7.870422159,3.649287723,8.172363789
1389802_at,3.126220974,3.372347107,2.952441691
1389803_at,4.140950786,7.812983038,4.693633703
1389804_at,7.08833576,6.913751933,6.947280293
1389805_at,6.310720483,8.073832447,6.753946961
1389806_at,7.558975594,4.587464591,4.114807304
1389807_at,4.677588799,4.035734282,3.934827717
1389808_at,4.453230877,5.18446926,4.381684668
1389809_at,6.43910347,7.596009273,8.625573056
1389810_at,8.897481657,9.309363605,9.512734079
1389811_at,4.462364803,6.19344766,3.807515525
1389812_at,3.737814504,2.97138946,3.086687958
1389813_at,4.032579269,3.685949063,3.718445363
1389814_at,4.035828089,4.093613298,4.019033385
1389815_at,8.530014977,7.889818092,8.6218699
1389816_at,7.113729872,6.373244696,5.47956524
1389817_at,4.496681215,3.972120567,3.973085842
1389818_at,5.282050537,4.910858934,5.293327496
1389819_at,4.092475581,4.108365461,3.379539954
1389820_at,10.86703371,11.03473525,10.37292769
1389821_at,3.650523696,4.608962742,3.568853919
1389822_at,5.135405033,4.600331049,4.332353804
1389823_at,3.34336994,3.130244278,3.332608447
1389824_at,5.395284844,7.454636186,4.626160362
1389825_at,4.27703088,3.947983888,3.909832163
1389826_at,2.783790451,2.712236194,2.731334648
1389827_at,7.089058641,3.397476621,3.925183141
1389828_at,3.094842917,2.812978097,2.814474158
1389829_at,6.146688268,5.26939181,4.963174067
1389830_at,6.675989827,7.134806725,7.2120182
1389831_at,3.180255036,2.958901902,2.912366976
1389832_at,10.26137813,9.563135064,8.415862569
1389833_at,7.116468696,8.25641698,7.065611781
1389834_at,4.771000947,3.406529119,3.475637395
1389835_at,3.336680998,2.802084463,2.764263952
1389836_a_at,6.406009626,8.327869914,10.88550248
1389837_at,7.17243426,7.773137417,6.475100951
1389838_at,3.623280476,3.13453554,3.341959591
1389839_at,5.368001421,4.120999426,4.207980433
1389840_at,9.245453795,9.689302777,10.18657061
1389841_at,3.623707786,4.833365888,5.779888257
1389842_at,3.568972653,3.165019097,3.215270009
1389843_at,3.651726312,3.186989734,3.155348535
1389844_at,9.979943408,8.217433565,7.46786975
1389845_at,9.921856072,8.63910942,8.046962299
1389846_at,4.72843193,4.044218543,4.479869355
1389847_at,4.582526935,4.322803735,4.693949999
1389848_at,4.80075668,4.715878784,4.230816285
1389849_at,4.541431498,3.908685951,3.683897026
1389850_at,4.472096353,4.158809452,4.690775581
1389851_at,3.632463394,3.155568962,3.813424191
1389852_at,6.8814523,4.504045852,4.961054473
1389853_at,3.089102285,3.0186409,2.888768637
1389854_at,3.715423928,2.964783162,2.927148451
1389855_at,4.231712173,3.895333372,3.942103784
1389856_at,3.46699278,2.896065108,2.99312316
1389857_at,7.737372229,10.11382224,11.11462706
1389858_at,6.207944232,4.467250691,5.682813285
1389859_at,3.621606619,3.387478154,3.424556043
1389860_at,3.447210961,2.86574703,2.971373361
1389861_at,3.516672974,3.163664399,3.496669416
1389862_at,6.859142891,6.056677601,6.332657742
1389863_at,3.418868479,3.154435923,2.968034015
1389864_at,3.00672171,4.201989974,3.086995518
1389865_at,6.296398508,5.745741161,6.266316809
1389866_at,10.00930741,10.03036444,9.049212686
1389867_at,7.066084158,10.52603382,9.596519697
1389868_at,8.517717899,8.879402485,9.389305506
1389869_at,7.218528336,6.765757478,6.393130378
1389870_at,4.580045021,4.129278103,4.099698589
1389871_at,5.399058125,5.358270215,4.705827132
1389872_at,5.867140799,5.778872253,5.647854655
1389873_at,6.091808893,4.684480726,8.410037255
1389874_at,6.179336832,7.093559465,5.980029049
1389875_at,3.523955653,3.06155855,3.340744924
1389876_at,4.909305954,7.474939707,5.108826404
1389877_at,4.184029381,3.37581965,3.371838338
1389878_at,5.646017008,4.876772451,5.416043933
1389879_at,4.266047887,3.445849117,3.619628114
1389880_at,4.071905473,3.518308026,3.30977584
1389881_at,5.538081424,5.249162486,7.074269246
1389882_at,5.42694444,5.26633247,5.60115489
1389883_at,6.473513107,8.87164005,8.566624022
1389884_at,3.980057112,3.486486371,3.268467685
1389885_at,6.393769374,7.679268981,8.799999659
1389886_at,4.141936964,4.151864808,3.807583778
1389887_at,3.728541475,3.144632114,2.994843054
1389888_at,4.838365911,3.748295312,3.836158235
1389889_at,4.842082568,4.358557154,4.212375411
1389890_at,4.430108946,5.503050647,6.197234215
1389891_at,4.664158146,6.366230694,4.362816818
1389892_at,2.676748203,2.563470065,2.500731843
1389893_at,4.482109231,3.972109156,3.774891493
1389894_at,5.434616308,4.69787539,7.286737259
1389895_at,3.494244052,3.000064511,3.346731236
1389896_at,7.634733106,6.569032661,7.122481245
1389897_at,7.270963028,7.58822496,6.974978081
1389898_at,5.232045425,4.546213373,4.338075938
1389899_at,4.154970633,3.763888178,4.084262963
1389900_at,5.380224341,7.589943845,4.618930842
1389901_at,5.56956112,4.407738414,4.321296277
1389902_at,9.414906553,8.042822633,8.759567656
1389903_at,10.96728365,8.649752554,10.08247652
1389904_at,10.35386676,11.76672094,11.5161575
1389905_at,4.925608635,5.194405974,6.664690243
1389906_at,9.366289118,7.358666424,7.261112781
1389907_at,8.375793156,7.044867574,7.80657664
1389908_at,8.227926737,6.945887084,7.395657755
1389909_at,3.455712172,3.122681255,3.118326879
1389910_at,9.528009952,9.265768267,9.506342563
1389911_at,6.016306665,6.088250451,8.003785783
1389912_at,7.682048284,8.590674044,8.196782475
1389913_at,5.326835725,7.39964065,8.108305557
1389914_at,3.29018783,2.806808064,3.099439552
1389915_at,5.522167071,4.684592058,4.742646619
1389916_at,3.256033262,3.100128356,3.230531713
1389917_at,4.859336721,4.356642149,4.515543335
1389918_at,8.612129286,7.173125302,9.938740192
1389919_at,5.530001917,6.176101497,6.048344786
1389920_at,4.227613402,3.498173171,3.366320346
1389921_at,4.531799053,4.606074333,4.525204119
1389922_at,4.857045783,3.16427778,3.370234035
1389923_at,6.370967877,6.732690098,5.675426375
1389924_at,4.991061385,3.987366951,3.969449251
1389925_at,4.468884055,3.814288557,3.696260991
1389926_at,3.870977047,4.111261396,3.786008268
1389927_at,7.251369001,7.882517706,8.340845909
1389928_at,4.506572896,4.19631899,4.122104568
1389929_at,5.163118447,4.406873467,4.312585388
1389930_at,5.537219231,4.1677573,3.737079921
1389931_at,3.295836997,2.833170095,2.854042485
1389932_at,3.890176154,3.499331942,3.339906727
1389933_at,6.279796401,5.447681396,5.324195114
1389934_at,3.833083258,3.25276687,3.303596433
1389935_at,4.893513774,4.454836229,4.402981546
1389936_at,4.252635443,3.418884857,3.388069815
1389937_at,2.707245889,6.488909888,2.725067293
1389938_at,3.111594742,2.738158817,2.843042531
1389939_at,4.736718627,4.247283488,4.309367387
1389940_at,10.70156119,9.402438632,10.31689872
1389941_at,8.257295493,10.25313842,9.162061198
1389942_at,5.572359527,5.199792858,5.197429755
1389943_at,5.123305647,5.722572321,5.031578088
1389944_at,5.197850864,4.161200353,4.038663982
1389945_at,4.565666459,3.925330975,4.028236488
1389946_at,3.902919574,3.61667524,3.724614516
1389947_at,3.489914201,3.228388125,3.191192901
1389948_at,4.581326478,4.530960844,4.367276122
1389949_at,5.075815322,4.423470305,4.616134822
1389950_at,3.92182494,3.31540852,3.395890825
1389951_at,4.304236879,6.631421506,3.687566689
1389952_at,5.116809285,5.753476293,4.84298428
1389953_at,5.564297289,6.196054132,6.096188207
1389954_at,4.916804632,5.330715482,6.407633493
1389955_at,4.326381105,7.31464296,4.71033749
1389956_a_at,13.68227289,14.06162542,13.82776642
1389957_at,7.660625937,11.57585671,9.152670814
