,brain,muscle,lung,liver,heart
NM_024901,0.310503,0.145184,10.8365,2.10348,0.456273
NM_001025197,1.31098,0.299263,8.31163,6.41E-06,0.47833
NM_004000,0.867953,0.198132,5.50379,0.0216311,0.42816
NM_001025199,0.277063,0.132275,3.67389,0.0144411,0.285842
NR_003928,0,0,2.46736,0,0
NM_021797,0.0145774,0,1.82656,0,0
NM_201653,0.000384928,0,0.529027,0,0
NM_181643,3.45244,0,16.4236,0.0455828,2.51763
NM_002557,2.45401,0.236627,1.28059,0.794953,0.16326
NM_024102,3.54259,7.10217,4.01931,7.0178,7.62666
NM_001688,41.5285,33.9323,22.2485,37.7736,103.652
NM_174896,4.30474,2.51834,27.9884,11.5839,5.71522
NM_001081976,10.0605,0.281992,0,4.11296,0.153178
NM_000677,2.29238,0.0123784,0.0918535,0.982307,0.651084
NM_001010935,9.55146,13.8005,17.0504,6.11954,12.2649
NM_002884,20.294,27.935,44.5042,16.8249,30.8956
NM_019099,2.69441,0.652257,1.02669,0.0716578,2.46999
NM_198926,3.42364,0.483831,0.598556,0.115879,2.67099
NM_007204,2.72708,5.87687,2.92689,1.60456,2.29894
NM_004980,1.22348,0.0625384,0.414165,0.267215,0.746074
NM_172198,1.29507,0.0959326,0.0161639,0.409901,0.979822
NM_018704,5.6402,2.48863,16.3114,0.921351,3.31343
NM_004185,0.992209,0.121112,1.41367,0.069169,0.40954
NM_006135,19.7141,5.89402,52.5485,28.3279,10.8084
NM_001130079,0.591054,0.364748,3.36653,2.20457,0.606353
NM_020963,0.31079,0.191794,1.77006,1.15915,0.318835
NM_001042678,7.23081,5.39843,74.2274,7.22967,10.3699
NM_001042679,12.3534,8.89377,128.327,12.6224,19.3111
NM_175744,2.62568,2.00393,28.1361,2.7707,4.02782
NM_005167,1.51549,0.700974,1.18459,0,0.757139
NM_001166496,1.10182,1.09384,0.560143,0.960572,3.26881
NM_003051,13.181,13.4365,6.2954,9.93545,33.6895
NM_014813,1.64542,0.707307,2.05441,0.501615,1.88546
NM_001142782,3.80802,0.406698,4.06908,1.67332,1.09992
NM_152900,0.869804,0.0554085,0.554302,0.227963,0.197932
NM_006608,3.31007,0.658964,2.55246,1.46692,1.40528
NM_018364,6.42785,7.80056,6.91468,1.73282,3.10899
NM_001193431,0.0377778,0.0233307,0.809234,0.120705,0.0046899
NM_012411,0.0598302,0.0369499,1.06057,0.191166,0.0708758
NM_015967,0.0237079,0.0146415,0.597018,0.0757501,0.0280848
NM_001010922,0.193303,0,0.175434,0.0394232,0.0301104
NM_006594,3.45002,1.83423,2.83531,2.19557,2.18352
NM_022836,1.80342,0.51078,1.32745,0.635186,0.764243
NM_198268,6.97607,6.17853,8.39536,2.05809,5.96595
NM_198269,3.31191,3.41859,6.77749,1.16402,1.80391
NM_181358,4.87103,5.0498,9.98827,1.601,2.8056
NM_020190,2.63838,2.70094,40.2419,3.79252,5.42054
NM_205848,1.18881,0,0.0471879,0,0
NM_015906,4.01017,2.16185,2.11115,1.26036,1.86162
NM_033020,4.53331,2.44305,2.22232,1.42424,2.10367
NM_005872,34.775,7.42395,12.3022,11.4801,8.2357
NM_198459,0.272777,3.08222,0.622681,0.964246,0.623807
NM_000036,0,35.2739,0.0753591,0.00705607,0.00988027
NM_001172626,0,39.0084,0.0832846,0.00779816,0.0109194
NM_002524,11.2283,2.53587,9.80332,7.99452,4.85964
NM_001007553,31.4758,137.95,43.4638,15.888,47.3961
NM_001102396,2.78031,1.25349,1.49019,2.06284,1.7436
NM_025073,2.90518,1.30978,1.55712,2.15548,1.82191
NM_005725,0.827803,0.432351,2.80999,0.0277442,1.2328
NM_001172411,0.0728605,0.0428465,0.26017,0.317455,0.466125
NM_138959,0.0718611,0.0422587,0.256598,0.313097,0.459718
NM_001172412,0.0817788,0.048091,0.292009,0.356312,0.523188
NM_001111061,0.473132,0,0.0165236,0,0
NM_005599,0.620425,0,0.0151346,0,0
NM_018420,5.5986,0.0958689,1.21656,0.109505,2.47097
NM_000701,30.9905,5.27368,49.2365,11.3275,16.4594
NM_001160233,24.8909,3.1161,30.5121,7.9843,9.55371
NM_001160234,71.2004,8.82764,83.2423,22.6159,26.5358
NR_027645,0.109013,0.000753818,1.41978,0.3052,0.866478
NM_001779,1.28156,0.855068,3.59509,2.11453,5.7215
NR_026665,0.704695,0.470173,1.97682,1.16272,3.14614
NM_001144822,0.1147,0.000205634,0.700776,0.123984,0.594516
NM_001007237,0.647505,0.0947738,2.52693,0.0414306,1.43977
NM_001542,0.60145,0.0802668,2.58315,0.0350887,1.21929
NM_001767,0.0935152,0.448435,9.7806,0.908023,0.336883
NM_020440,2.8123,0.894161,5.0291,3.95228,13.8773
NM_004258,0.167223,0,1.37292,0.0904458,0.192316
NM_001145635,0.404451,1.66665,0.200543,0.0231106,0.728122
NM_025188,0.298459,1.22994,0.14799,0.0170543,0.537304
NM_024626,0.015703,0,0.420155,0.0821014,0.0319341
NM_006699,10.2076,4.82179,4.63095,7.00609,4.9283
NM_017709,0.321815,11.9099,12.6511,3.66428,2.40257
NM_017686,0.99898,0.534354,1.9966,1.09441,0.873031
NM_001135589,0.27001,4.93E-09,0.574156,0.175334,0.382398
NM_006784,2.46496,4.89395,1.68471,3.86154,2.15424
NM_206996,0.151432,4.20E-45,1.0736,6.23E-42,0.00235294
NM_152380,0.538394,59.4585,0.240546,2.1775,0.547448
NM_001005783,0,0,0,50.6733,0
NM_016527,0,0,0,36.5271,0
NR_033781,0.225767,0.0448531,0.0273584,0,0.0172173
NR_036540,1.44072,0.147203,1.20714,0.0560467,0.376702
NM_001080470,1.46151,0.860035,5.09595,1.02095,1.44433
NM_006623,25.0512,0.557544,3.99905,11.8436,0.701837
NM_001166107,0,0.209419,0.024755,116.301,16.6125
NM_005518,0,0.0733617,0.008672,86.461,14.1925
NM_024408,7.79523,3.53549,14.2078,8.07901,3.34378
NM_001004340,4.39225,0.128506,0.495254,0.16458,0.213045
NM_001017986,3.65173,0.00045339,0.842407,0.130063,0.625276
NR_003955,0.116019,0.0147516,0.719825,0.577105,0.475811
NR_027469,1.90922,0.034224,2.50747,0.289131,0.0294746
NM_001123068,2.30028,1.54344,5.5239,3.01878,1.33011
NM_207418,0.282053,0,0.311547,0.00744791,0.0834316
NR_034178,4.93013,0.815672,7.81603,0.7419,1.64283
NR_024510,1.67764,0.0713242,1.35182,1.557,0.185801
NR_024511,1.5405,0.178825,0.459255,0.834468,0.159456
NR_024584,3.35726,0.234369,3.34185,2.18756,0.296945
NR_024584.1,7.41093,0.405286,4.59391,4.69875,0.777864
NR_003242,0.534582,0.00815656,0.356551,0.596269,0.217429
NM_001037675,1.02685,0.410338,2.79,2.03916,0.801198
NR_037182,15.2105,116.865,5.77975,1.39305,186.801
NM_001198832,5.58467,31.6474,2.63598,1.71061,20.8829
NM_001198834,0.929473,56.2511,0.159286,0.0909089,46.541
NM_014644,0.862633,51.2369,0.144017,0.0822074,42.2321
NM_001002811,5.97841,0.759403,3.29624,4.28358,1.23306
NM_001002812,0.498002,4.40113,0.107144,0.33474,7.49833
NM_001002810,0.00788918,11.3561,0.232553,0.00708574,32.4669
NM_001195260,1.37502,71.8282,3.31304,0.294673,91.7257
NM_001195261,0.575322,10.291,0.471425,0.0419302,13.068
NM_022359,8.56508,0.0420492,0.867959,0.015026,0.0515152
NM_004892,20.1611,25.1061,34.5732,28.7456,12.9922
NM_203458,6.34368,0.528292,3.53883,1.97194,1.19703
NM_001039703,1.03633,0.374881,1.35684,1.29294,0.839893
NM_145277,0.000104502,19.5103,0,8.55344,3.94986
NM_202004,0.0405758,48.6962,0,41.1748,15.2306
NM_213652,1.39E-11,43.3446,0,47.6524,13.8439
NM_213653,1.81E-05,22.1542,0,10.1756,5.60652
NM_032305,9.86665,32.8678,11.1649,11.1068,15.1096
NM_001039888,3.34656,2.72154,0.298628,0.0986869,0.20728
NM_153713,3.94171,19.0672,11.6052,2.58247,5.73589
NM_005105,10.9622,18.8954,9.37477,7.50364,5.72045
NR_002328,7.61703,14.6036,2.58814,2.32332,2.21966
NM_003846,2.95248,1.06434,0.643661,1.01508,0.652904
NM_001184795,15.7867,10.0228,6.06149,8.67531,6.14855
NM_003637,0.458909,0.998986,5.39383,0.144789,0.588915
NM_144698,1.36232,0.644926,0.551858,0.206688,0.0494727
NM_006099,5.09309,6.40316,7.67775,1.53118,3.79388
NM_006468,4.3757,3.77653,2.29666,2.1761,3.02911
NM_014455,8.51093,39.3674,7.08362,5.63947,34.795
NM_007053,2.17782,2.83245,1.0887,0.503018,2.4012
NM_002614,0.737749,0.0296222,0.052699,16.2833,0.150031
NM_001097616,1.64251,1.58123,1.27384,2.93072,0.943755
NR_003377.1,0.380061,0.0446069,0.0181388,3.01124,0.028538
NM_183372.1,1.2891,0.233784,1.73341,1.90071,0.555298
NR_024442,1.23555,13.1238,0.633906,0.629432,12.4009
NM_005399,7.42618,17.5025,5.52829,6.28713,11.5601
NR_002305,30.5968,20.6882,88.5165,156.848,26.4031
NM_001144829,0.58716,0.000314695,1.51752,32.5784,1.21902
NM_001144830,0.0957266,0.000910466,0.101833,9.11217,0.247021
NM_001461,0.72607,0.259747,0.810234,14.886,0.921337
NM_004284,7.39302,1.74179,4.61643,7.08769,1.41503
NM_004326,2.8255,2.67766,2.17868,0.974066,1.38382
NM_016361,0.622191,0.906176,1.57922,2.04056,0.570539
NM_005266,0.457345,0.421118,4.829,0.236564,2.63792
NM_181703,0.278412,0.480845,4.10544,0.270118,2.86933
NM_001097616.1,0.785556,0.460374,0.600841,1.47403,0.397552
NR_003377,0.368366,0.0401462,0.0317429,2.98067,0.042807
NM_183372,1.35549,0.218685,1.59803,1.82326,0.584834
NR_027468,1.90127,0.424884,1.90647,0.686138,0.343689
NM_015383,2.19002,1.0532,3.97742,2.5268,2.34524
NM_001170755,0.557298,0.130128,1.15934,0.858485,0.348299
NM_173638,0.431718,0.123692,1.05078,0.954055,0.355122
NM_001102663.1,1.12108,0.301757,2.51764,1.7912,0.335661
NM_001102663,1.88995,0.456171,3.75961,3.09376,0.985839
NR_027356,1.26676,0.146158,1.38677,0.107503,0.69834
NR_027354,0.561868,9.37E-17,2.03E-06,0.0183457,0.423689
NR_027002,0.658594,0.0381597,0.605168,0.190331,0.132917
NR_027484,4.73876,0.0349854,0.948424,0.173167,0.509824
NM_001024599,0.814054,0.155259,1.43805,0.0886709,0.266717
NR_024510.1,7.34379,0.270297,6.28251,4.93988,0.746729
NM_000566,5.94954,0.00717072,1.34859,0.24572,0.589345
NM_001024599.1,0.698087,1.89E-06,5.41878,0.127392,0.213442
NM_003516,0.938392,2.17689,26.571,2.8036,1.33974
NM_001040874.1,0.938392,2.17689,26.571,2.8036,1.33974
NM_003516.1,0.804336,2.61519,24.3877,3.27086,0.997013
NM_001040874,0.804336,2.61519,24.3877,3.27086,0.997013
NM_003528,10.8292,14.6559,19.5301,1.88411,23.9947
NM_003517,0.187214,1.46394,8.53012,0.856476,0.494942
NM_014849,52.4348,0.13433,1.37637,0.109021,0.154541
NM_005850,8.23934,9.17675,16.0058,7.29483,6.78825
NM_001145862,0.677028,0.293916,3.66456,0.359054,0.442476
NM_181873,1.18784,0.000972848,1.9761,0.177648,0.028098
NM_020205,16.6987,11.7951,6.56315,3.36611,4.80292
NM_007259,9.90346,3.92718,3.42362,2.59403,8.74112
NM_016274,9.06775,13.4973,32.7168,1.6333,12.1666
NM_001136478,15.3385,4.50867,10.4897,4.82725,5.1684
NM_001136479,5.79983,3.24494,10.3085,7.34909,3.33055
NM_030920,15.526,3.74184,6.37323,3.21502,4.1013
NM_012113,6.20289,0.134436,0.0819997,0.266166,1.53858
NM_001077628,5.07295,2.41075,11.2443,6.71489,3.64899
NM_016022,10.4079,11.8615,34.6374,20.7677,9.72906
NM_024579,5.00655,0,6.41118,0.980764,2.14679
NM_144697,4.77865,7.06725,0.701151,0.40925,4.2406
NM_018997,11.2141,4.93952,10.6983,3.51603,4.38916
NM_031901,37.9852,24.7158,36.2247,34.2197,24.2878
NM_004698,4.58389,4.78938,9.36416,3.01028,3.27619
NM_015203,8.2749,17.262,4.18777,2.8109,4.59249
NM_025150,3.9734,3.49155,1.43717,3.63517,3.34436
NM_004425,2.44287,2.5773,9.59796,5.31098,4.49388
NM_019032,0.417888,4.7505,9.28701,1.98656,4.28128
NM_001197320,28.2706,53.6071,120.972,38.9302,44.3
NM_021960,3.55167,12.2189,25.153,6.18004,8.10122
NM_182763,2.82449,12.9491,28.6284,7.92134,6.86712
NM_004436,13.7504,2.17825,16.6427,9.60205,2.61554
NM_207042,6.56937,1.01853,7.78265,4.77165,1.22302
NM_207045,24.3784,1.23816,8.52576,4.80592,1.89608
NM_207046,55.8672,2.9024,19.984,10.523,4.44486
NM_207043,5.5048,10.2651,7.16519,1.6194,7.88546
NM_207044,7.59841,14.3163,9.98413,2.19366,10.991
NM_207047,13.4757,17.4519,10.5188,2.10764,14.3482
NM_207168,3.95105,0.438825,4.25568,1.39022,1.29807
NM_018178,3.30888,6.78071,11.1052,2.70912,3.69901
NM_001199739,1.1601,1.20753,18.5578,3.90726,2.8868
NM_004079,2.11932,0.971751,38.0321,8.28635,3.44917
NM_000396,2.21481,7.80175,22.0584,0.925607,4.65119
NM_001197325,1.58335,5.49408,5.62711,2.23418,2.27244
NM_001668,1.37765,4.51024,4.74071,1.83412,1.86528
NM_178427,1.56388,5.42796,5.5556,2.20672,2.24447
NM_001145415,1.70621,2.26139,1.42446,1.55057,0.901746
NM_012432,1.72932,2.29205,1.44379,1.57161,0.913944
NR_026977,0.462638,2.40E-07,0.239618,0.318392,0.022125
NM_022075,16.3123,5.45697,36.2385,99.1377,7.35862
NM_181746,11.9701,3.95488,26.2825,72.3349,5.33175
NM_003568,6.24582,1.10354,1.33056,4.20166,3.66685
NM_001040217,0.0813881,0.0183881,0.171528,0.887414,0.108915
