,reads.1.RPKM,reads.2.RPKM,reads.3.RPKM,reads.4.RPKM,reads.5.RPKM,reads.6.RPKM,reads.7.RPKM,reads.8.RPKM,reads.9.RPKM,reads.10.RPKM
NR_033722,1.24366,1.32806,1.04523,0.806977,1.38687,1.47663,1.13139,1.36122,0.783307,1.36167
NR_033723,1.39253,1.25887,1.11731,0.562505,1.38951,1.25304,0.979278,1.16025,0.54601,1.15825
NR_033725,0.038223,0.0344591,0.164221,0.174601,0.15097,0.206984,0.0120631,2.28E-11,0.239431,0.0498794
NR_004053,3.13282,4.00085,5.02802,4.99354,44.1607,8.72123,5.16224,8.52737,14.9436,28.9244
NM_003106,1.27713,1.29077,1.76272,2.43979,15.204,3.06254,2.16957,3.20109,5.56333,9.60148
NM_014616,1.49762,1.32357,1.22509,1.77722,1.28923,1.28835,1.40897,1.42306,1.65029,1.28071
NM_020640,0.88899,1.11774,1.66351,1.39693,2.0526,1.38691,1.23683,1.43417,1.51408,1.93635
NM_020166,7.50484,9.55477,5.21931,5.3095,5.79519,7.20791,6.52131,6.57082,4.60844,5.47017
NM_014398,2.47196,0.761588,3.03614,21.5658,1.3832,5.27792,7.91692,5.58862,17.781,2.7183
NM_015078,0.350257,0.379397,0.462104,0.576689,4.03676,1.01901,0.568762,0.761954,1.6043,2.62962
NM_032047,0.381544,0.213625,0.72501,1.20144,0.318558,0.607577,0.65829,0.631626,1.0731,0.473704
NM_130446,0.700058,0.348408,0.697835,4.90856,0.361759,1.41449,1.92082,1.37611,3.87001,0.618064
NM_017644,5.28627,2.54409,6.2525,3.09992,3.96303,3.69327,4.35026,5.59214,3.80576,5.17055
NM_018023,1.33742,1.1432,1.7625,2.66098,4.217,2.06862,1.98726,1.95607,3.45373,3.18959
NM_024871,1.60953,1.48764,2.36079,1.77863,16.0406,3.72179,2.26197,3.2175,5.85945,10.5739
NM_001037639,10.0109,8.03341,10.5874,9.30318,8.71929,9.15184,9.33537,9.908,9.43956,8.56832
NM_018622,1.39281,1.83016,1.78174,1.32368,1.5777,1.63017,0.987686,2.03655,0.998709,1.88598
NM_005688,1.98342,1.47208,4.57164,2.37467,4.22265,2.76137,2.76029,3.5526,3.10866,4.43202
NM_001023587,0.953183,0.575815,2.38173,1.03201,1.05516,1.28246,1.35487,1.88128,1.09905,1.57476
NM_130770,0.0289344,0,0.0576852,0.265051,0.0572632,0.173461,0.116181,0.115682,0.234078,0.0574774
NM_003907,4.71579,7.05782,9.36783,5.90483,6.17715,6.88133,7.39025,8.30798,6.22691,7.4976
NM_004423,9.05112,6.55391,12.7301,10.2009,11.3781,8.56807,9.93391,11.4928,11.0679,11.8547
NM_001025205,35.5465,30.501,32.4065,36.6425,69.9117,37.192,36.049,37.0975,45.2074,54.6643
NM_004068,33.0659,28.3729,30.1452,34.5604,65.0736,34.608,33.5389,34.525,42.6244,50.8851
NM_018358,7.70269,11.3388,14.5944,10.583,12.1991,12.4324,10.8404,12.303,10.7659,13.175
NM_138345,0.122288,0.182582,0.221538,0.236487,1.36515,0.378774,0.22096,0.308404,0.507017,0.905059
NM_001006941,0.770974,3.52471,2.07042,1.07243,0.94236,2.136,1.55401,1.11988,0.352551,1.236
NM_005787,1.7261,6.3527,2.94266,2.49361,1.85758,3.72222,2.87161,2.35657,1.76702,2.20725
NR_024533,1.16202,3.97556,1.59364,0.643196,0.442914,2.53995,1.35386,1.02584,0.639653,1.57525
NR_024534,2.27111,7.19148,3.19332,3.36998,3.02803,4.49447,2.9986,3.84139,2.88045,2.14809
NM_014693,0.118128,0.172764,0.159861,0.0866276,0.525379,0.101033,0.104537,0.155504,0.298288,0.3932
NM_032331,2.28539,15.4129,6.51836,3.40304,2.75229,9.344,5.79941,5.5586,2.03246,4.04365
NM_033259,0.542202,1.61907,1.29715,1.87634,13.6993,3.14214,1.7054,2.52905,4.49604,8.50883
NM_001037324,0.0134551,0.00721253,0.0079288,0.00543579,0.417499,0.113022,0.0107273,0.0249581,0.0730625,0.274254
NM_001100121,0.00779868,0.00418044,0.0045956,0.00315063,0.241986,0.0655086,0.00621761,0.0144659,0.0423476,0.158959
NM_002808,29.9466,34.162,81.0017,28.8364,39.5886,44.5462,43.6733,61.1591,33.6009,55.1602
NM_001194946,6.33268,8.78763,20.8692,7.6247,7.59405,11.2208,10.7914,15.3834,8.52672,12.6313
NM_001194947,5.59016,7.96977,18.2443,6.11869,6.63189,9.57957,9.4511,13.4006,7.36323,11.3815
NM_198241,6.83304,9.48117,22.518,8.22641,8.08803,12.0031,11.6412,16.4856,9.09144,13.6304
NM_198242,4.83249,9.055,13.7641,6.03307,6.42073,8.95677,7.8912,10.6392,6.31359,8.94607
NM_198244,3.46575,6.43771,10.6047,4.63921,4.60171,6.81378,6.25383,8.12197,4.80121,6.73868
NM_182917,6.17463,9.30019,15.8158,6.67221,6.9714,10.6611,8.92726,12.5315,6.68187,10.8844
NM_004953,3.10096,6.48572,7.92359,4.40991,4.2045,5.56094,5.00658,7.06803,3.44426,5.81577
NR_003055,2.58735,1.93153,2.57913,7.90037,0.640066,3.87777,3.89588,2.58609,9.15754,1.28492
NM_001171093,1.73986,0.720072,2.42515,2.17815,5.57092,1.11422,1.6013,1.80094,2.67651,4.14692
NM_144635,4.35958,2.81461,2.84173,3.26163,18.0291,5.04993,4.65222,5.00233,8.29269,12.327
NM_001171087,0.0952665,0.0970035,0.169821,0.177183,0.305582,0.176898,0.138741,0.168416,0.193431,0.174714
NM_001171088,0.159397,0.162304,0.104789,0.138821,0.330949,0.12409,0.0818943,0.101847,0.323645,0.292327
NM_001171089,0.00139056,0.00473115,0.0157122,0.107217,0.121878,0.0462032,0.0636173,0.0147468,0.0488935,0.0706605
NM_004366,0.0693566,0.0706213,0.123634,0.128994,0.222471,0.128787,0.101007,0.122612,0.140823,0.127197
NM_006232,7.2452,15.0789,11.1616,9.38549,8.82839,12.145,9.85754,8.8576,8.11383,9.93194
NM_000460,0.261556,1.78988,0.325907,0.291175,0.21029,0.955513,0.393836,0.400313,0.0909207,0.211077
NM_001177597,0.298884,2.04532,0.372419,0.33273,0.240301,1.09188,0.450043,0.457444,0.103897,0.2412
NM_001177598,0.316052,2.16278,0.393811,0.351842,0.254104,1.15459,0.475893,0.483719,0.109864,0.255055
NM_003741,1.63353,6.55947,2.04587,2.25949,2.77695,3.89209,2.50874,2.45609,2.04723,2.35746
NM_004443,0.244633,0.162334,0.220632,0.877402,0.518727,0.314265,0.350814,0.291089,0.695031,0.370253
NM_022149,6.37146,5.4983,4.86539,5.26535,11.4527,6.24931,5.33966,6.36837,7.30021,8.73778
NM_001009921,1.00636,0.484075,1.10876,0.911572,1.18165,0.813073,0.995712,0.991433,1.06637,1.18129
NM_015303,1.0306,0.495736,1.13547,0.933531,1.21011,0.832659,1.0197,1.01532,1.09206,1.20974
NM_001025266,0.258252,0.290225,0.398605,0.61898,2.64617,0.557691,0.518483,0.649481,1.14572,1.72107
NM_001166415,1.33943,7.13771,1.55406,1.11743,1.12114,3.96665,1.997,1.47046,0.555106,0.968312
NM_001966,2.51224,13.3888,2.9148,2.09594,2.1029,7.43989,3.74558,2.75801,1.0412,1.81624
NM_004721,0.331693,0.495235,0.440853,1.47702,1.10774,0.704256,0.749166,0.580181,1.57928,0.727533
NM_080652,1.58243,3.47907,1.92409,2.77878,2.70155,3.16221,2.374,1.82499,2.58497,2.71165
NM_139248,0.357669,0.158228,0.217882,2.12358,0.334263,0.377223,0.718077,0.556104,1.52714,0.296041
NM_021627,3.64772,2.72696,3.12984,2.89812,5.74176,3.52164,3.46084,3.93825,3.85995,4.93774
NM_001007225,0.590207,0.283073,0.292247,0.418628,0.300784,0.221562,0.460258,0.48928,0.531267,0.136997
NM_006548,1.13123,0.326695,0.332069,1.0136,0.147075,0.44185,0.752307,0.438083,0.800968,0.373245
NM_004593,5.05583,6.82401,5.97688,7.18796,5.88777,6.3689,6.03038,5.74091,6.85168,5.75039
NR_033752,0.021729,0.012977,0.025992,0.132697,0.0301021,0.0477637,0.061074,0.0477805,0.114261,0.00863279
NM_004454,1.62986,2.01597,3.55998,3.95211,6.99673,3.36477,2.82709,3.53365,5.16272,5.55881
NM_001080744,0.829279,0.271094,0.305184,0.299265,0.748065,0.317505,0.509023,0.439067,0.35207,0.572477
NM_001080745,1.12861,0.31409,0.268489,0.260726,0.859981,0.463018,0.586179,0.508709,0.490656,0.572287
NM_001346,0.90553,0.208983,0.314067,0.311521,0.716236,0.308072,0.46266,0.338472,0.405531,0.590952
NM_017541,0.116769,0.348684,0.058199,0.237699,0.17332,0.116671,0.234431,0.116712,0.236163,0.0579894
NM_001134415,0.0298403,0.113751,0.0677736,0.0623414,0.084455,0.236058,0.203874,0.201462,0.179322,0.0747135
NM_018138,0.67298,1.29639,0.772395,1.0915,0.96251,1.07316,0.715597,0.696146,0.970198,0.851488
NM_016306,12.5446,46.2377,14.5357,17.4192,12.7301,29.663,18.6113,15.3022,12.0381,12.3441
NM_001622,73.2862,698.082,131.185,99.7532,65.3755,365.968,158.741,119.013,22.0277,63.0437
NM_014375,0.453223,4.0902,1.17464,0.64582,0.388682,2.29441,1.15256,0.724805,0.122218,0.450157
NM_000412,27.8789,261.932,48.2253,36.3733,26.067,138.498,59.0809,46.8703,9.06639,24.2885
NM_000893,9.96061,94.221,16.6067,13.6495,9.8555,49.4942,22.1152,16.6909,3.54534,9.92817
NM_001102416,3.62077,34.6086,6.4821,4.94495,3.69358,18.2942,7.30615,6.30896,1.30661,3.42143
NM_001166451,12.3911,100.341,19.0728,15.8317,8.91074,54.0894,24.6349,18.1547,3.43206,8.37787
NM_001967,49.2376,39.9223,85.6655,45.0577,118.292,60.9173,58.5908,77.7333,67.4405,107.109
NR_002587,5.61824,4.8932,2.8002,4.28877,4.16958,4.91184,5.63975,1.40388,4.97124,3.48765
NR_031650,7.20038,3.47408,5.57133,56.4431,2.99476,11.3887,25.6285,15.2962,45.2923,9.21217
NR_002989,0.683327,0.680155,1.36236,2.08741,0.676184,2.04822,1.37215,0.000481172,2.07362,0.000289787
NR_002586,52.4369,28.9967,73.6868,494.797,40.3574,121.886,191.177,119.382,398.804,64.7411
NR_002588,2.15298,0.357168,1.07307,5.11313,1.77537,2.5097,1.08061,1.43462,2.54005,1.06921
NM_002916,1.25618,1.58047,1.89459,1.56255,1.62772,1.55308,1.53999,1.72353,1.52849,1.64051
NM_001177800,0.427783,0.0615049,0.0947613,0.0241893,0.0658477,0.0712376,0.200397,0.128273,0.0672924,0.080257
NM_004797,0.533892,0.0767605,0.118266,0.0301892,0.0821804,0.0889073,0.250103,0.16009,0.0839835,0.100164
NM_173216,3.53516,17.7357,4.41493,4.24749,2.84643,10.0588,5.34056,4.21746,2.40045,2.75479
NM_173217,9.62222,65.4301,13.6719,12.6404,9.7523,36.8733,16.4246,14.0289,4.98913,8.86072
NM_003032,10.6719,72.2384,14.561,12.8922,10.7419,39.8411,19.4466,14.7587,5.47593,10.1851
NM_052969,3.91599,6.68204,5.08856,4.34164,5.6741,6.49789,4.70314,4.54314,4.03073,5.55642
NM_153708,0.0665218,0,0.0663106,0.0677072,0.789906,0.132932,0.0445177,0.132979,0.291502,0.462503
NM_001879,0.520454,6.05694,1.23011,0.943775,0.598274,3.21249,1.56631,1.08432,0.219643,0.6435
NM_139125,0.898534,2.45513,0.888981,1.02197,1.06348,1.74262,1.46155,0.925555,0.962716,0.82839
NR_033519,0.313371,2.50936,0.564789,1.15513,0.629551,1.36462,0.597409,0.506486,0.594872,0.528482
NM_001031849,20.9571,4.3495,2.40206,0.883846,3.11605,3.64729,7.99346,5.07956,1.66685,3.09119
NM_022147,0.534872,0.774394,0.145411,1.28677,0.384926,0.777344,0.634542,0.486012,0.934258,0.193183
NM_001048,3.65586,4.25832,5.42761,6.57114,53.7251,9.94804,7.26163,9.48507,17.8555,34.148
NM_001130845,2.64703,4.06054,15.2504,4.4323,5.43228,7.61307,6.49367,11.8049,5.22545,9.57749
NM_001134738,9.59012,12.2912,37.4894,11.2896,13.1902,17.6899,19.5483,25.4555,14.0818,23.9404
NM_001706,4.2798,4.86917,13.1027,5.57237,4.26098,6.01125,6.18722,10.135,4.50286,6.58041
NR_036497,0.872507,0.472258,0.314636,0.452811,0.429217,0.376206,0.586508,0.320554,0.416079,0.456276
NM_001167672,0.734457,0.563451,0.9126,0.842623,0.551025,0.664816,0.848643,0.865404,0.955152,0.716294
NR_024413,0.173556,0.043188,0.173005,0.794918,0.0858695,0.238439,0.304885,0.325259,0.789782,0.0646431
NM_005578,0.783828,0.530994,1.04186,1.09865,0.551256,0.789927,0.943983,0.998631,0.861196,0.792837
NM_001167671,0.834347,0.565217,1.10905,0.894412,0.532343,0.729901,0.893448,1.00626,0.808249,0.843892
NM_198485,0.0806556,0.107043,0.0803996,0.273643,0.0266038,0.107451,0.148435,0.120925,0.2175,0.0534067
NM_001114978,0.0168904,0.0440493,0.430629,0.0506665,0.0281846,0.15291,0.0371853,0.234974,0.0412515,0.117294
NM_001114979,0.15605,0.714435,5.66469,0.571341,0.934031,1.63284,1.24285,3.35578,1.06928,2.70266
NM_003722,0.0650646,0.145697,0.878302,0.167192,0.215303,0.326954,0.276835,0.69137,0.209238,0.61217
NM_001114980,0.073472,0.150372,0.506295,0.137557,0.180962,0.257437,0.338486,0.401748,0.155033,0.438701
NM_001114981,0.0179901,0.042884,0.231947,0.0385243,0.0207808,0.114173,0.0420401,0.123678,0.0271523,0.0742166
NM_001114982,0.206081,0.866465,2.89365,0.465406,0.810962,1.29766,1.95429,1.65822,0.781739,1.83136
NM_001134418,0.589867,1.02438,0.334477,1.83933,0.600952,1.04036,1.16095,0.820322,1.29596,0.202966
NM_018192,0.401504,0.0240002,0.451389,2.2494,0.0936764,0.571787,0.87876,0.635127,2.23191,0.491771
NM_021101,1.58074,11.4392,2.39907,2.26117,1.45146,6.73031,2.8305,2.06393,0.993671,1.18814
NM_006580,0.0150197,0.104651,0.0299441,0.0611496,0.0445876,0.0750358,0.0452317,0.0750623,0.0303772,0.0149181
NM_001167928,0.11455,0.442532,0.0897471,0.140671,0.133579,0.291362,0.163869,0.137084,0.137436,0.103601
NM_001167929,0.324472,1.2535,0.254216,0.398463,0.378376,0.721257,0.464174,0.388302,0.249247,0.293458
NM_001167930,0.224616,1.50094,0.350681,0.343461,0.309927,0.624989,0.571872,0.345694,0.105383,0.181874
NM_001167931,0.0393215,0.134035,0.212149,0.0921774,0.762055,0.114967,0.196152,0.125932,0.392702,0.596106
NM_002182,0.224784,0.868395,0.176113,0.276044,0.262126,0.571752,0.321564,0.269003,0.269693,0.203298
NM_134470,0.0961289,0.642354,0.150081,0.146991,0.13264,0.366877,0.244744,0.147947,0.132174,0.0778371
NM_001146686,0.0678251,0.310551,0.0540878,0.0276135,0.0268461,0.135537,0.108936,0.108467,0,0.0404197
NM_174908,1.77911,2.34782,1.47121,0.931091,1.62473,1.90667,1.59133,1.4839,1.11398,1.50445
NM_178335,0.748418,1.3339,0.926413,1.65106,0.699812,1.13131,1.03364,0.931678,1.24044,0.734036
NM_004113,7.4953,1.13588,0.949877,0.657953,3.27193,1.23646,2.8586,2.37576,1.56023,2.39165
NM_021032,0.353931,0.352383,0.556961,0.347563,3.49236,1.03316,0.605271,0.664679,1.18579,2.19939
NM_178496,0.598617,0.421452,0.800474,1.15913,1.69037,0.758586,0.83541,0.685887,1.37311,1.36316
NM_020386,2.03674,1.05973,2.76856,0.329802,2.29026,1.38753,2.23041,2.22083,0.936203,2.29883
NR_026877,0,0,0.0223352,0.0456114,0.221719,0.0447752,0.0449843,0.0223955,0.067975,0.111274
NM_198505,0.0134426,0.0133804,0.0401998,0.0547286,0.0266038,0.040294,0.0539763,0.0268722,0.0271875,0.0534067
NM_032279,0.460081,0.263321,0.538878,3.25454,1.25198,1.16073,1.42016,0.942708,2.59379,1.09672
NM_015560,1.05767,0.566558,0.830227,0.534845,1.56271,0.845589,0.743449,0.727386,0.663392,1.25773
NM_130831,0.602791,0.513029,0.438283,0.190334,0.782224,0.441457,0.377931,0.420139,0.41131,0.723194
NM_130832,0.507093,0.431585,0.368683,0.160117,0.658062,0.371366,0.317929,0.353443,0.345992,0.608392
NM_130833,0.531266,0.360175,0.384854,0.154162,0.599742,0.30992,0.45558,0.376387,0.374396,0.53555
NM_130834,0.892377,0.478005,0.700445,0.451254,1.31842,0.713434,0.627254,0.613699,0.559704,1.06115
NM_130835,0.44827,0.30391,0.324743,0.130077,0.506062,0.261493,0.384414,0.317588,0.315905,0.451905
NM_130836,0.928436,0.400114,0.725607,0.431699,1.20002,0.597199,0.877941,0.648646,0.601207,0.934783
NM_130837,0.78564,0.338586,0.613999,0.365298,1.01538,0.505333,0.742891,0.548869,0.50873,0.79102
NM_005524,4.87198,8.35178,9.78047,16.0128,5.02186,9.26253,9.84919,9.84068,11.8037,6.58644
NM_001080513,4.98415,45.3122,7.99463,6.84107,4.691,24.3159,10.5443,7.4158,1.57609,3.91842
NM_001135057,0.0300802,0.00374261,0.0487251,0.309988,0.022324,0.0713805,0.132105,0.150813,0.197719,0.0373458
NM_130830,0.0364781,0.00453865,0.0590888,0.375924,0.0270722,0.086563,0.160203,0.048178,0.239775,0.0452892
NM_004488,0.0281475,0.0560344,0.0280581,0.0859473,0.0417793,0.0281239,0.0565105,0.0140669,0.042696,0.0279571
NM_024524,2.78401,4.44047,1.96603,2.41712,2.11096,3.32461,2.49163,2.09873,2.18441,1.93896
NR_033929,0.131326,0.653589,0.218181,0.534664,0.259902,0.349909,0.3076,0.21877,0.265605,0.260875
NM_001011655,0.310597,0.205529,0.258365,0.505939,0.289356,0.167256,0.196729,0.251666,0.208106,0.275937
NM_001166305,0.556106,0.298499,0.0805205,0.644051,0.0901795,0.65993,0.685812,0.31747,1.04382,0.325171
NM_001166306,0.321366,0.212655,0.267323,0.523485,0.299389,0.173055,0.20355,0.260392,0.215322,0.285505
NM_138399,0.240973,0.159457,0.20045,0.392528,0.224494,0.129764,0.152629,0.195252,0.161458,0.214082
NM_018385,2.82131,4.83566,4.3763,4.02022,4.2081,4.18029,3.56432,4.07172,3.74374,3.81376
NM_153690,2.7198,1.29137,1.5114,4.34332,2.10357,1.98348,3.07541,2.2654,3.74621,2.23564
NM_152531,0.72267,0.503527,0.792413,1.36076,1.73413,0.866477,0.979339,0.794551,1.20581,1.23817
NM_012287,0.959881,0.702928,0.772301,1.7516,1.1398,0.979628,1.12185,1.07592,1.62935,0.967007
NM_006241,3.33213,2.63925,5.00353,3.00185,5.78072,3.64103,3.58686,4.3651,3.94315,5.15452
NM_001647,154.874,117.177,449.358,94.4478,298.112,208.471,212.894,339.341,167.482,364.734
NR_003265,9.30681,3.93071,7.17073,5.0405,4.85817,5.0974,7.3711,7.06207,5.72027,5.76681
NR_030296,4.5612,4.03563,0.505191,2.06333,2.50748,2.0255,2.5437,1.51966,2.04999,1.51012
NM_152673,0.153569,0.246715,0.134537,0.465935,0.181631,0.272048,0.290923,0.253538,0.416219,0.176949
NM_001098516,0.00496277,0.142505,0.0607863,0.181052,0.0820646,0.104363,0.0802748,0.0231708,0.0936432,0.079949
NM_018406,0.508607,0.16303,0.598652,4.2525,0.278654,0.981909,1.70185,0.962151,3.39688,0.448074
NM_001010938,1.17577,2.52896,2.31466,2.6642,5.49802,3.14721,2.3662,2.28628,2.68432,5.00894
NM_005781,3.6795,4.05355,9.04939,7.84951,11.8116,6.23842,6.5219,8.78824,9.37422,9.95827
NR_003264,12.9856,6.24664,8.67546,5.48363,5.95614,7.35495,9.13262,8.69886,5.96708,7.25251
NM_001128148,4.3634,1.91447,1.87606,5.87892,3.17483,3.01604,4.23248,3.00373,5.25374,2.48814
NM_003234,2.71802,1.26571,1.54216,5.38068,1.83681,2.08628,2.76816,2.35398,4.85148,1.59808
NM_001039617,0.147074,0.402582,0.183259,0.224543,0.327454,0.404116,0.295275,0.330757,0.297456,0.219119
NM_152672,1.18253,5.81803,1.51557,1.61627,1.06986,3.34208,1.79755,1.14819,0.785831,1.10742
NM_005017,12.6082,7.41862,9.81309,8.81867,6.51469,8.19158,9.53912,8.6911,7.34851,7.64947
NM_152773,1.38786,0.508951,1.31064,2.60215,3.68633,1.53267,1.83313,1.67923,3.69334,2.90205
NM_138461,0.0480074,0,0.19142,0.977259,0.142515,0.287803,0.38553,0.191937,0.922397,0.286096
NM_015562,1.51676,0.889297,1.30483,1.64953,2.33356,1.32865,1.387,1.32912,1.8805,1.98115
NM_152617,1.8582,1.9961,2.14574,4.11034,3.12224,2.61953,2.81645,2.61126,3.75819,2.89637
NM_001077657,19.9083,2.59529,2.65323,0.497592,2.41881,2.79514,7.71571,4.39779,1.59299,2.69763
NM_182627,2.06527,2.27373,2.18348,2.32502,2.38426,2.65759,1.79047,2.59597,1.89863,2.64182
NM_001105573,0.994682,0.964472,1.47019,1.17823,2.95281,1.44794,1.119,1.43131,1.61286,2.58912
NM_198565,1.43648,1.09223,1.55125,6.64028,0.947631,2.41207,3.16435,2.63227,5.4272,1.36732
NM_032898,0.227591,0.249191,0.249555,0.555952,1.26117,0.38658,0.571155,0.22748,0.828539,0.904205
NM_001166304,0.795538,0.514706,0.660844,0.661267,1.23329,0.808117,0.718725,0.828281,0.891633,1.09305
NM_017861,1.13147,0.732054,0.939903,0.940505,1.7541,1.14937,1.02223,1.17805,1.26816,1.55462
NM_002577,3.29119,4.09693,4.17476,4.14858,4.36609,3.95252,4.09959,3.90589,4.17846,4.27108
NM_152699,1.63683,1.84649,1.99681,2.72907,3.83329,2.21956,2.04997,2.15802,3.27895,3.10443
NM_001042540,5.60109,4.81959,4.50171,4.88643,4.48834,4.89845,4.28779,4.73477,4.29172,4.70027
NM_007362,3.05546,2.11795,3.70935,2.66566,6.78007,2.88482,3.66733,3.08441,4.1325,5.47706
NR_024388,4.13492,4.18613,4.54454,3.66904,5.8402,4.13146,4.36361,4.30954,4.28863,5.23022
NM_025163,1.01923,0.778999,1.37885,1.11149,2.3413,1.34571,1.33372,1.38257,1.50922,1.98851
NM_005929,0.712645,0.319806,0.358683,0.534831,0.822619,0.409114,0.531025,0.439283,0.628083,0.649733
NM_033316,0.222148,0.0907736,2.97E-11,0.138994,3.95E-18,2.61E-12,0.12869,0.105051,0.117087,0.0664553
NM_001098424,1.384,1.18743,2.09797,1.47992,3.81199,1.56774,1.55005,2.25792,1.88268,2.94033
NM_004087,1.72004,2.0164,3.13751,2.07796,4.53878,2.97045,2.12676,2.87658,2.83278,4.40191
NM_004051,3.41873,3.23182,2.06166,1.14567,2.13756,2.73263,1.96701,1.74042,1.37961,1.22525
NM_203314,1.83931,1.47683,1.23521,0.641459,1.82285,1.29198,1.16358,0.901899,0.779766,1.16429
NM_203315,2.77975,20.5547,3.07305,3.36319,2.49774,10.9876,5.06971,3.90571,1.28669,3.17121
NR_003266,9.36833,4.90281,6.22573,3.63717,5.00149,4.21383,6.01093,5.6955,3.93922,5.18008
NM_014687,0.905144,0.540676,1.36421,3.02274,1.9699,1.10296,1.33592,1.85102,2.99355,1.91393
NM_001145642,0.860599,0.572645,0.705264,1.21668,2.32891,0.965919,1.43857,0.869236,1.40155,1.65645
NM_001011537,1.19696,1.15179,1.32416,0.528878,1.57683,0.912409,1.51476,1.19773,0.824385,1.12881
NM_032288,4.85418,3.45353,9.17402,3.34903,5.05014,5.19385,4.66315,7.69181,3.90041,7.48135
NR_027840,0.777888,0.404422,0.535748,0.839523,0.764936,0.822071,1.2524,0.584035,0.89482,0.439795
NM_032773,1.63285,0.953502,2.08341,2.85855,1.37878,1.56622,1.81394,1.8279,2.5979,1.7083
NM_032263,0.725563,0.790742,0.435436,0.683594,0.813356,0.760231,0.992047,0.546476,1.25349,0.576675
NM_001134435,0.0911586,0.160819,0.146833,1.01412,1.50394,0.49718,0.139675,0.56768,0.679179,1.19127
NM_000996,245.493,300.38,297.877,228.113,238.895,277.931,270.442,281.793,227.977,260.007
NM_001136049,0.0956925,0.0598825,0.0688922,0.163003,0.25187,0.0806555,0.125069,0.118012,0.127169,0.120448
NM_033029,0.130829,0.0265661,0.0941876,0.137803,0.149305,0.0496327,0.0580388,0.0736484,0.107484,0.164674
NR_026786,0.0693089,0.08423,0.0367359,0.141368,0.108164,0.113449,0.175919,0.0754687,0.178874,0.102089
NR_026787,0.0952729,0.0375708,0.0504978,0.118739,0.061166,0.0701922,0.0820806,0.0458496,0.152007,0.140333
NM_001145248,0.154226,0,0.153737,0.745629,0.114459,0.0770485,0.154817,0.269765,0.506871,0.114887
NM_182524,0.381935,0.462009,0.612482,0.622493,0.771119,0.56339,0.365916,0.455982,0.750641,0.751378
NM_001039127,0.0412524,0.0921949,0.052068,0.198604,0.198696,0.166639,0.204581,0.149633,0.230043,0.114844
NR_027481,0.0942839,0.0750779,0.0751876,0.13435,0.149275,0.113046,0.0946449,0.113086,0.209757,0.168563
NM_001137608,0.112803,0.0673685,0.044978,0.114813,0.133947,0.0676252,0.090588,0.0225497,0.136886,0.067224
NM_003441,0.538899,0.238402,0.298438,0.700865,0.533259,0.418793,0.450802,0.269319,0.544959,0.505518
NR_002451,0.674485,0.474333,0.514887,0.951318,0.718766,0.41472,0.738371,0.518583,0.82242,0.798754
NM_133474,0.484456,0.56467,0.615452,0.897242,1.25558,0.750065,0.829894,0.797783,1.00508,1.04574
NM_001127178,0.499722,0.920299,0.498919,0.96828,0.67218,0.787426,0.63337,0.598013,0.847296,0.665664
NM_017733,0.579574,0.756387,0.578642,1.123,0.779588,0.913251,0.734577,0.693571,0.982704,0.772031
NM_001145292,0.253921,0.219046,0.320613,0.999326,2.2374,0.541718,0.645731,0.759933,1.24976,1.73017
NM_007100,209.551,163.696,149.099,100.595,116.369,137.502,151.088,144.708,114.915,119.326
NR_033743,396.455,260.439,159.411,84.2823,216.991,213.938,219.754,187.676,102.035,191.37
NM_002477,0.745083,2.08499,1.03665,2.00015,2.16,1.29782,1.69748,1.23482,2.01026,1.77386
NM_032219,1.18504,0.939696,1.15594,4.27896,0.590453,1.46184,2.25484,1.40584,3.81689,0.706142
NM_006315,2.68143,2.52218,2.36151,4.35438,4.2076,3.20809,3.14467,2.82758,4.32625,3.64587
NR_036511,0.222867,0.0575671,0.226243,1.17689,0.371992,0.460819,0.591925,0.136111,0.964971,0.359745
NM_006651,5.76592,8.20869,8.26649,9.23555,67.4211,16.3422,8.85494,13.6845,24.3683,44.4463
NM_005255,3.48273,5.3133,4.21792,10.27,6.47384,5.99481,5.69607,5.01009,9.26004,5.7114
NM_032326,3.4678,6.9035,4.89482,6.32505,5.98455,6.09823,4.95706,5.10213,5.66698,5.45585
NM_001347,1.03918,1.541,1.22615,3.31341,2.33992,1.77996,1.83085,1.54742,2.82018,1.90632
NM_000203,1.65435,2.89656,1.81836,3.81769,1.54684,2.06942,2.57939,2.064,3.12242,1.18626
NM_022042,0.0561844,2.01736,0.415729,0.452185,0.0264266,1.08809,0.788813,0.452904,0.0706753,0.121159
NM_213613,0.403594,0.957691,0.254476,0.40936,0.274296,0.575583,0.184988,0.405402,0.340177,0.379463
NM_001004356,2.41772,4.56045,2.60304,1.52528,2.32532,3.81029,2.17308,2.70525,1.51271,2.05012
NM_001004358,2.75232,7.65034,3.57402,3.20138,3.01599,5.16068,3.59313,3.33602,2.68437,2.88741
NM_021923,2.93614,8.16048,3.81286,3.41532,3.21741,5.50523,3.833,3.55884,2.86366,3.08034
NM_001128325,0.924412,8.78246,2.30863,4.29736,0.923077,4.81375,2.42454,3.8722,3.3089,1.30876
NM_001199021,0.0162273,0.244846,0.193881,0.138899,0.0875505,0.144107,0.114466,0.186162,0.156157,0.17964
NM_012445,3.72723,9.45165,4.26864,7.32534,2.25032,7.31694,6.50084,3.74176,5.36955,2.87117
