geneID,B.cells,CD4.T.cells,endothelial.cells,fibroblasts,monocytic.lineage,neutrophils
RP11-1003J3.1,0,0,0,0,0,0
RP11-879D6.1,0,0,0,0,0,0
RNU7-155P,0,0,0,0,0,0
AC118653.2,0,0,0,0,0,0
LOC124685,0,0,2.587143947,6.878378911,0,0
RP11-465C12.1,0,0,0,0,0,0
AC005152.3,0,0,0,0,0,0
RP11-84E24.3,0,0,0,0,0,0
SOX9-AS1,0,1.068562966,0,0,0,0
AC007461.2,0,0,0,0,0,0
SOX9,0,0,0,0,0,0
LINC00511,0,16.02844449,1.293571974,1.146396485,5.60010204,0
RP11-1124B17.1,0,0,0,0,0,0
RP11-57A1.1,0,0,0,0,0,0
RPL32P33,0,0,0,1.146396485,0,0
CTD-3010D24.3,0,0,0,0,0,0
SLC39A11,136.7216417,123.9533041,120.3021935,435.6306644,438.6746598,143.4104961
RN7SKP180,3.991872751,6.411377796,32.33929934,24.07432619,3.73340136,38.47598676
RP11-171G2.1,0,0,0,0,0,0
RP11-766H1.1,0,1.068562966,2.587143947,5.731982426,11.20020408,0
POLR3KP2,0,0,0,0,0,3.497816979
RP11-143K11.5,10.97765007,26.71407415,21.99072355,21.78153322,11.20020408,10.49345094
SSTR2,1.995936376,0,0,0,42.93411564,0
COG1,399.1872751,645.4120315,385.4844481,357.6757034,362.1399319,465.2096582
RP11-143K11.7,11.97561825,13.89131856,7.761431841,1.146396485,7.46680272,59.46288864
FAM104A,611.7544991,747.9940762,536.832369,619.054102,840.015306,1650.969614
C17orf80,694.5858587,495.8132163,401.0073118,311.819844,477.8753741,272.8297243
RP11-661C3.2,5.987809127,6.411377796,2.587143947,2.29279297,5.60010204,0
CPSF4L,0,0,1.293571974,0,0,6.995633957
CDC42EP4,13.97155463,5.34281483,708.8774415,357.6757034,173.6031632,262.3362734
SDK2,242.5062696,173.1072005,0,3.439189455,14.93360544,3.497816979
RP11-449L23.2,0,0,0,0,0,0
RP11-277J6.2,0,0,0,0,0,0
RP11-277J6.3,0,0,0,0,0,0
CTD-2532D12.4,0,0,0,0,1.86670068,0
LINC00469,0,1.068562966,0,0,0,0
AC125421.1,0,0,0,0,0,0
CTD-2532D12.5,0,1.068562966,0,0,0,0
CTD-2582D11.1,0,0,0,0,0,0
RP11-101O21.1,0,0,0,0,0,0
RPL38,6209.358064,11763.80969,6174.21903,8954.502945,2062.704251,1245.222844
CTD-2514K5.2,1.995936376,30.98832602,6.467859868,3.439189455,70.93462584,3.497816979
TTYH2,22.95326832,153.8730671,31.04572736,37.83108401,425.607755,55.96507166
CTD-2514K5.4,0,0,0,0,0,0
DNAI2,0,12.82275559,0,0,5.60010204,0
RP11-647F2.2,0,0,6.467859868,0,0,0
KIF19,0,10.68562966,121.5957655,0,1.86670068,0
BTBD17,0,0,0,0,0,0
GPR142,0,0,2.587143947,0,0,0
RNA5SP448,0,0,0,0,0,0
GPRC5C,0,0,6.467859868,2.29279297,1.86670068,0
CD300A,9.979681878,84.41647432,0,0,156.8028571,3193.506901
CD300LB,0,7.479940762,0,0,125.0689456,388.2576846
CD300C,3.991872751,3.205688898,1.293571974,3.439189455,1295.490272,10.49345094
AC079325.5,0,0,0,0,0,0
AC079325.6,0,0,0,0,250.1378911,0
CD300LD,0,0,0,0,22.40040816,6.995633957
AC079325.8,0,0,0,0,0,0
CTD-2006K23.1,0,0,0,0,227.737483,3.497816979
CD300E,7.983745502,16.02844449,0,0,42915.44863,73.45415655
RAB37,239.5123651,195.5470228,21.99072355,3.439189455,56.0010204,4106.437133
CTD-2006K23.2,0,2.137125932,0,0,0,24.48471885
CD300LF,1.995936376,17.09700746,0,0,550.6767006,2427.484983
RP11-452I5.2,0,0,0,0,0,3.497816979
MIR3615,0,4.274251864,9.055003815,9.171171881,1.86670068,66.45852259
SLC9A3R1,75.84558227,376.1341641,128.0636254,110.0540626,188.5367687,2137.166174
NAT9,251.4879833,291.7176897,560.1166645,841.4550201,149.3360544,87.44542447
TMEM104,43.91060026,84.41647432,125.4764814,167.3738868,140.002551,153.9039471
GRIN2C,0,0,0,0,0,0
FDXR,17.96342738,27.78263712,310.4572736,864.3829498,28.0005102,24.48471885
FADS6,0,0,0,0,0,0
USH1G,0,0,0,2.29279297,0,0
OTOP2,0,0,0,0,0,0
OTOP3,0,0,0,1.146396485,0,0
HID1,1.995936376,45.94820754,875.7482261,2.29279297,7.46680272,0
RP11-309N17.4,0,0,15.52286368,0,0,0
CDR2L,0,1.068562966,327.2737093,533.0743656,0,0
ICT1,124.7460235,185.9299561,267.7693985,343.9189455,74.6680272,6.995633957
RNU6-362P,0,0,0,0,0,0
KCTD2,315.3579473,738.3770096,607.9788276,893.0428619,406.9407482,1157.77742
ATP5H,757.4578545,1097.414166,1336.259849,2570.22092,935.2170407,363.7729658
RN7SL573P,0,0,0,2.29279297,0,0
RP11-1112G13.3,0,0,1.293571974,0,0,3.497816979
TRIM80P,0,0,2.587143947,0,0,0
SLC16A5,19.95936376,68.38802983,129.3571974,90.56532233,126.9356462,1612.493627
ARMC7,67.86183677,97.23922991,97.01789802,66.49099614,91.46833332,356.7773318
NT5C,186.6200511,142.1188745,349.2644329,401.2387698,138.1358503,237.8515545
RP11-649A18.3,11.97561825,8.548503729,3.880715921,3.439189455,3.73340136,24.48471885
HN1,406.1730524,488.3332755,2188.723779,1771.18257,866.1491155,1965.773142
RP11-649A18.5,3.991872751,1.068562966,1.293571974,1.146396485,1.86670068,20.98690187
RP11-649A18.4,0,3.205688898,7.761431841,2.29279297,16.80030612,13.99126791
SUMO2,1769.397597,1569.718997,2271.512386,2052.049708,1933.901905,1822.362646
NUP85,482.0186347,505.4302829,936.5461088,560.5878812,393.8738435,178.3886659
GGA3,420.144607,605.8752018,266.4758265,212.0833498,535.7430952,1619.489261
MRPS7,358.2705794,359.0371566,914.5553853,539.9527445,181.069966,55.96507166
MIF4GD,123.7480553,163.4901338,253.5401068,80.24775396,72.80132652,31.48035281
RP11-649A18.12,7.983745502,24.57694822,6.467859868,2.29279297,5.60010204,0
SLC25A19,81.8333914,95.10210398,170.7515005,144.4459571,197.8702721,24.48471885
GRB2,2377.160223,1457.519886,1069.784022,1039.781612,6985.193945,15306.4471
AC011933.2,0,0,0,2.29279297,0,0
RP11-16C1.3,0,0,0,0,0,0
RP11-16C1.2,96.80291421,40.60539271,11.64214776,1.146396485,158.6695578,573.6419845
RP11-16C1.1,0,0,2.587143947,0,0,0
MIR3678,0,0,0,0,0,0
RNU6-938P,0,0,0,0,0,0
KIAA0195,220.5509695,332.3230824,344.090145,356.5293069,672.0122448,479.2009261
MIR6785,0,1.068562966,0,0,0,0
CASKIN2,0,0,236.7236712,52.73423832,1.86670068,6.995633957
TSEN54,57.88215489,260.7293637,161.6964967,118.078838,177.3365646,20.98690187
LLGL2,86.82323233,98.30779288,31.04572736,0,141.8692517,80.44979051
MYO15B,683.6082086,512.9102237,598.9238237,19.48874025,1202.155238,1825.860463
RECQL5,243.5042378,292.7862527,271.6501144,327.8693948,145.602653,356.7773318
SMIM5,1.995936376,3.205688898,0,0,13.06690476,0
SMIM6,0,0,0,0,0,0
SAP30BP,767.4375364,859.1246247,1270.287678,1037.488819,1372.025,2389.008996
RP11-474I11.8,0,0,0,0,0,0
RP11-474I11.7,0,0,1.293571974,0,1.86670068,0
ITGB4,0,0,213.4393756,1.146396485,0,164.397398
GALK1,21.95530013,51.29102237,517.4287894,474.6081449,48.53421768,269.3319074
H3F3B,4170.509057,4372.559657,3786.285167,5420.162582,12962.36952,39822.6463
MIR4738,1.995936376,1.068562966,0,0,5.60010204,3.497816979
UNK,335.3173111,277.8263712,195.329368,128.3964063,511.4759863,286.8209922
RP11-552F3.4,1.995936376,0,0,0,3.73340136,20.98690187
UNC13D,160.6728782,625.1093351,29.75215539,13.75675782,1543.761462,8471.712722
WBP2,264.4615698,484.0590236,457.9244786,591.5405863,1366.424898,4435.231929
TRIM47,11.97561825,38.46826678,826.5924911,640.8356352,1.86670068,0
RP11-552F3.9,3.991872751,20.30269636,3.880715921,3.439189455,0,0
TRIM65,228.534715,385.7512307,813.6567714,419.5811136,89.60163264,3.497816979
RP11-552F3.10,11.97561825,17.09700746,6.467859868,5.731982426,1.86670068,0
MRPL38,214.5631604,396.4368604,605.3916836,440.2162503,113.8687415,31.48035281
RP11-552F3.12,201.5895739,428.4937494,628.6759791,573.1982426,126.9356462,38.47598676
FBF1,119.7561825,245.7694822,81.49503433,210.9369533,44.80081632,31.48035281
ACOX1,744.4842681,901.8671434,1682.937138,2583.977678,1859.233877,16649.60882
RP11-552F3.13,0,0,0,0,1.86670068,0
TEN1,43.91060026,60.90808907,200.5036559,395.5067874,50.40091836,115.4279603
TEN1-CDK3,105.7846279,128.2275559,278.1179743,538.806348,145.602653,279.8253583
CDK3,63.86996402,67.31946686,81.49503433,146.7387501,98.93513604,160.899581
EVPL,0,18.16557042,0,0,0,0
SRP68,433.1181935,504.36172,513.5480735,527.3423832,576.8105101,66.45852259
ZACN,0,0,0,0,3.73340136,3.497816979
GALR2,0,0,2.587143947,0,0,0
EXOC7,923.1205737,1280.138433,2640.180398,3716.617405,1991.769626,1955.279691
RP11-449J21.3,0,0,0,0,1.86670068,0
MIR6868,2.993904563,4.274251864,2.587143947,4.585585941,1.86670068,0
FOXJ1,0,0,1.293571974,2.29279297,1.86670068,0
RP11-449J21.5,0,49.15389644,1.293571974,1.146396485,0,0
RNF157,9.979681878,851.644684,18.11000763,739.4257329,14.93360544,31.48035281
ATP5LP6,0,2.137125932,0,0,0,0
ATF4P3,5.987809127,8.548503729,2.587143947,2.29279297,3.73340136,0
UBALD2,111.772437,217.9868451,245.778675,570.9054496,1321.624081,3935.044101
QRICH2,51.89434576,71.59371873,89.25646617,51.58784183,46.667517,45.47162072
PRPSAP1,222.5469059,282.100623,966.2982642,458.5585941,266.9381972,195.8777508
RNU6-24P,0,0,0,0,0,0
RP11-794C22.2,0,0,0,0,0,0
SPHK1,13.97155463,19.23413339,742.5103128,621.3468949,2169.10619,34.97816979
UBE2O,275.4392198,380.4084159,380.3101602,262.5247951,347.2063265,241.3493715
RP11-666A8.1,14.96952282,4.274251864,2.587143947,2.29279297,9.3335034,3.497816979
AANAT,0,0,0,0,0,0
RHBDF2,538.9028214,199.8212747,323.3929934,21.78153322,1568.028571,640.1005071
CYGB,29.93904563,7.479940762,7.761431841,102.0292872,14.93360544,24.48471885
PRCD,260.469697,4.274251864,10.34857579,19.48874025,3.73340136,13.99126791
RP11-666A8.8,17.96342738,44.87964457,3.880715921,4.585585941,29.86721088,83.94760749
RP11-666A8.7,42.91263207,0,1.293571974,0,1.86670068,0
RP11-666A8.12,34.92888657,1.068562966,0,4.585585941,1.86670068,0
SNHG16,930.106351,1837.928302,3305.076392,3135.394387,856.8156121,2116.179272
SNORD1C,15.967491,17.09700746,9.055003815,12.61036134,11.20020408,31.48035281
SNORD1B,3.991872751,7.479940762,2.587143947,5.731982426,0,24.48471885
SNORD1A,7.983745502,5.34281483,9.055003815,5.731982426,0,17.48908489
RP11-666A8.13,13.97155463,19.23413339,9.055003815,0,537.6097959,1748.908489
ST6GALNAC2,15.967491,20.30269636,12.93571974,0,690.6792516,2154.655259
RP11-666A8.9,1.995936376,5.34281483,1.293571974,0,0,20.98690187
RP11-666A8.11,0,0,0,0,0,0
ST6GALNAC1,0,30.98832602,0,0,0,0
RNU6-227P,0,0,0,0,0,0
RP11-318A15.2,39.91872751,34.19401491,12.93571974,2.29279297,13.06690476,3.497816979
MXRA7,65.86590039,94.03354101,2649.235402,3718.910198,377.0735374,167.895215
RNY4P36,0,0,0,0,0,0
RP11-318A15.8,0,0,0,8.024775396,0,0
JMJD6,241.5083014,326.9802676,411.3558876,615.6149125,1470.960136,2364.524278
METTL23,440.1039708,492.6075274,288.4665501,319.8446194,285.605204,269.3319074
RP11-318A15.7,168.6566237,195.5470228,165.5772126,220.1081251,259.4713945,258.8384564
SRSF2,4810.206665,4574.518058,3865.193057,2099.051964,3809.936088,3406.873737
MFSD11,330.3274701,344.0772751,360.9065806,412.7027347,942.6838434,790.5066372
MIR636,14.96952282,20.30269636,170.7515005,124.9572169,14.93360544,52.46725468
RNU6-97P,3.991872751,3.205688898,1.293571974,1.146396485,5.60010204,3.497816979
CTD-2246P4.1,1.995936376,1.068562966,0,0,0,3.497816979
RP11-87G24.5,0,1.068562966,0,0,0,0
MGAT5B,43.91060026,52.35958534,5.174287894,2.29279297,0,0
RP11-87G24.3,104.7866597,58.77096313,0,0,0,0
RP11-87G24.6,130.7338326,28.85120008,0,0,0,6.995633957
RP11-87G24.2,223.5448741,103.6506077,0,0,0,0
LINC00338,642.6915129,585.5725054,825.2989191,275.1351564,322.9392176,1483.074399
SEC14L1,897.1734008,557.7898683,7366.892389,585.8086039,2801.917721,59155.08074
SCARNA16,518.9434576,351.5572158,382.8973042,184.5698341,225.8707823,437.2271223
MIR6516,432.1202253,324.8431417,366.0808685,176.5450587,216.5372789,402.2489525
RNU4-47P,0,0,0,0,0,0
CYCSP40,0,0,0,0,0,0
RP11-285E9.6,0,0,0,0,1.86670068,0
RP11-285E9.5,0,0,0,0,0,0
SEPT9,2672.558807,6117.522981,1685.524282,12046.33427,2744.05,4771.022359
RP11-936I5.1,23.95123651,61.97665203,11.64214776,21.78153322,1.86670068,66.45852259
MIR4316,0,0,0,0,0,0
RP11-75C10.6,19.95936376,32.05688898,3.880715921,16.04955079,31.73391156,34.97816979
RP11-75C10.7,1.995936376,3.205688898,0,1.146396485,7.46680272,10.49345094
RP11-75C10.9,0,0,0,0,0,0
RP11-13K12.2,0,0,0,0,0,0
RP11-13K12.1,0,0,0,0,0,0
RP11-13K12.5,0,0,0,0,0,0
RP11-13K12.6,0,0,0,0,0,0
RP11-316M20.1,0,0,0,0,0,0
RP11-637C24.2,0,0,0,1.146396485,1.86670068,80.44979051
RNU1-80P,0,0,0,0,0,0
TNRC6C,576.8256125,1061.083025,126.7700534,83.68694342,362.1399319,1077.327629
RP11-637C24.5,8.98171369,12.82275559,0,0,1.86670068,13.99126791
RP11-153A23.8,0,0,0,0,0,0
RNU6-625P,3.991872751,1.068562966,0,0,0,3.497816979
RP11-153A23.6,398.1893069,948.8839139,89.25646617,0,44.80081632,933.9171333
TMC6,967.0311739,1791.980094,988.2889878,4.585585941,188.5367687,3879.079029
TMC8,482.0186347,2264.284925,38.80715921,0,140.002551,2018.240397
C17orf99,4.989840939,0,0,1.146396485,1.86670068,3.497816979
EIF5AP2,0,0,0,0,0,3.497816979
SYNGR2,1361.228608,326.9802676,2486.245333,45.85585941,1401.892211,961.8996691
TK1,7.983745502,0,1137.049765,233.864883,5.60010204,41.97380374
AFMID,34.92888657,20.30269636,385.4844481,453.9730081,61.60112244,269.3319074
RP11-219G17.6,0,0,0,0,0,0
BIRC5,0,1.068562966,1024.509003,382.896426,1.86670068,3.497816979
TMEM235,0,0,0,0,0,0
RP11-219G17.9,0,0,7.761431841,0,0,0
THA1P,0,13.89131856,2.587143947,2.29279297,0,0
RP11-219G17.8,0,6.411377796,1.293571974,0,0,0
RP11-219G17.4,0,2.137125932,0,0,0,0
AC061992.2,0,1.068562966,1.293571974,0,46.667517,6.995633957
SOCS3,205.5814467,128.2275559,548.4745168,932.0203424,8446.820577,881.4498786
RP11-806H10.4,0,0,5.174287894,2.29279297,20.53370748,38.47598676
RN7SL236P,0,0,0,0,0,0
PGS1,413.1588297,603.7380758,720.5195893,480.3401273,2273.641428,9300.695346
RF00415,0,1.068562966,0,0,7.46680272,27.98253583
DNAH17,5.987809127,11.75419263,0,0,3171.524455,136.4148622
RP11-559N14.5,0,0,2.587143947,0,98.93513604,3.497816979
RP11-559N14.6,0,0,0,0,0,0
RN7SL454P,0,0,1.293571974,1.146396485,119.4688435,0
CTD-2357A8.3,3.991872751,5.34281483,0,0,240.8043877,3.497816979
CYTH1,3772.31975,6464.805945,1809.707191,403.5315628,7380.934489,5372.646879
CTD-2357A8.2,47.90247301,55.56527424,12.93571974,3.439189455,65.3345238,45.47162072
RNU6-638P,45.90653664,60.90808907,7.761431841,0,56.0010204,48.9694377
USP36,363.2604203,914.689899,404.8880277,265.9639846,311.7390136,90.94324144
RPL9P29,0,0,0,0,0,3.497816979
TIMP2,109.7765007,50.22245941,1582.038524,9223.906119,1792.032653,7383.891642
RP11-323N12.5,0,0,0,1.146396485,1.86670068,0
CEP295NL,3.991872751,11.75419263,234.1365272,1188.813155,259.4713945,1514.554752
CTD-2373H9.3,3.991872751,0,0,0,1.86670068,0
CTD-2373H9.5,0,1.068562966,0,0,0,0
LGALS3BP,25.94717288,393.2311715,31.04572736,2737.594807,70.93462584,66.45852259
CANT1,239.5123651,343.0087121,847.2896427,690.1306841,808.2813945,2301.563572
C1QTNF1-AS1,0,0,0,1.146396485,0,0
C1QTNF1,0,0,125.4764814,207.4977638,881.082721,0
ENGASE,321.3457565,787.530906,314.3379896,216.6689357,257.6046938,38.47598676
RBFOX3,0,0,0,0,0,0
RP11-398J5.1,0,0,0,0,0,0
CH17-351M24.1,0,0,0,0,0,0
MIR4739,0.997968188,0,0,0,0,0
CTD-2116F7.1,0,0,0,1.146396485,0,0
ENPP7,13.97155463,0,0,0,0,0
CBX2,0,2.137125932,923.6103891,33.24549807,1.86670068,0
CBX8,63.86996402,37.39970381,45.27501907,73.36937505,44.80081632,353.2795148
RP11-353N14.1,0,0,0,0,0,0
RP11-353N14.2,0,0,0,0,0,0
CBX4,323.3416928,344.0772751,108.6600458,75.66216802,291.2053061,1483.074399
RP11-353N14.3,0,0,0,0,0,0
RP11-353N14.5,1.995936376,0,0,0,0,0
RP11-353N14.4,0,0,0,0,0,0
TBC1D16,47.90247301,27.78263712,641.6116989,3997.484544,367.740034,20.98690187
RP11-353N14.7,0,0,0,0,0,0
CTD-2529O21.1,1.995936376,0,0,2.29279297,1.86670068,6.995633957
CTD-2529O21.2,0,0,0,0,0,0
CCDC40,1.995936376,5.34281483,10.34857579,43.56306644,16.80030612,0
MIR1268B,0,0,0,0,0,0
GAA,119.7561825,147.4616893,425.5851793,901.0676373,1876.034183,2549.908577
EIF4A3,493.9942529,543.8985497,1082.719742,1152.128468,1006.151667,1528.54602
RP11-334C17.3,3.991872751,10.68562966,23.28429552,21.78153322,5.60010204,10.49345094
RP11-334C17.6,9.979681878,6.411377796,6.467859868,2.29279297,1.86670068,3.497816979
CARD14,0,0,0,2.29279297,3.73340136,0
RP11-334C17.5,51.89434576,166.6958227,31.04572736,10.31756837,207.2037755,38.47598676
SGSH,68.85980496,302.4033194,455.3373347,283.1599318,638.4116326,90.94324144
SLC26A11,27.94310926,308.8146972,235.4300992,153.617129,352.8064285,20.98690187
RNF213,5671.453211,13688.2916,3734.542288,2721.545256,23453.22734,36408.77693
CTD-2047H16.2,3.991872751,0,0,0,1.86670068,0
CTD-2047H16.5,0,0,0,0,3.73340136,0
CTD-2047H16.3,68.85980496,247.9066081,129.3571974,79.10135748,425.607755,926.9214993
CTD-2047H16.4,3.991872751,3.205688898,2.587143947,0,13.06690476,3.497816979
ENDOV,106.7825961,66.2509039,222.4943794,331.3085842,113.8687415,157.401764
MIR4730,0,1.068562966,1.293571974,1.146396485,0,0
CTD-2526A2.2,3.991872751,6.411377796,1.293571974,2.29279297,0,6.995633957
CTD-2526A2.4,0,0,0,0,0,0
NPTX1,0,3.205688898,1.293571974,8.024775396,0,0
CTD-2526A2.5,0,0,0,0,0,0
CTD-2526A2.6,0,0,0,0,0,0
RPL32P31,0,0,0,0,0,0
RPTOR,268.4534425,422.0823716,266.4758265,280.8671389,520.8094897,41.97380374
RPL31P7,0,0,0,0,0,0
RP11-28G8.1,0,0,0,0,0,0
CTD-2561B21.4,0,0,0,0,0,0
CTD-2561B21.3,0,0,0,0,0,0
CTD-2561B21.5,0,1.068562966,0,0,0,0
RPL12P37,0,1.068562966,0,0,0,0
CHMP6,73.84964589,148.5302523,476.0344863,271.695967,173.6031632,150.4061301
CTD-2561B21.7,0,0,0,0,1.86670068,0
CTD-2561B21.8,15.967491,25.64551119,14.22929171,26.36711916,7.46680272,6.995633957
CTD-2561B21.11,1.995936376,7.479940762,2.587143947,0,0,6.995633957
CTD-2561B21.10,0,0,0,1.146396485,0,0
BAIAP2-AS1,7.983745502,37.39970381,281.9986902,264.8175881,240.8043877,248.3450055
BAIAP2,39.91872751,11.75419263,222.4943794,556.0022953,108.2686394,258.8384564
AATK,0,3.205688898,58.21073881,11.46396485,537.6097959,13347.66959
MIR657,0,0,1.293571974,0,3.73340136,139.9126791
MIR3065,0,0,0,0,0,0
MIR338,0,0,0,0,0,27.98253583
MIR1250,0,0,2.587143947,0,3.73340136,202.8733848
RP11-149I9.2,0,0,0,0,0,0
AC027601.2,0,1.068562966,0,0,0,0
CEP131,51.89434576,67.31946686,170.7515005,158.202715,74.6680272,143.4104961
RP11-455O6.2,0,0,18.11000763,1.146396485,0,0
ENTHD2,275.4392198,378.27129,252.2465348,196.033799,410.6741496,1748.908489
AC027601.1,7.983745502,0,0,0,3.73340136,0
C17orf89,119.7561825,156.010193,350.5580048,1008.828907,28.0005102,6.995633957
SLC38A10,201.5895739,302.4033194,1482.433482,1066.148731,726.1465645,1539.039471
RP11-455O6.8,0,0,1.293571974,0,3.73340136,0
RP11-455O6.5,0,0,1.293571974,0,0,0
LINC00482,0,0,21.99072355,1.146396485,11.20020408,3.497816979
TMEM105,0,0,0,0,0,0
RP11-455O6.9,0,0,6.467859868,9.171171881,0,0
RP11-1055B8.9,0,0,7.761431841,12.61036134,0,0
RP11-1055B8.2,0,0,0,0,0,0
RP11-1055B8.3,0,0,6.467859868,1.146396485,5.60010204,0
RP11-1055B8.10,0,0,3.880715921,2.29279297,0,0
RP11-1055B8.4,0,2.137125932,46.56859105,22.9279297,48.53421768,0
BAHCC1,0,3.205688898,99.60504196,58.46622074,57.86772108,6.995633957
RP11-1055B8.1,0,1.068562966,21.99072355,1.146396485,5.60010204,0
MIR4740,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0
RP11-1055B8.8,0,0,0,0,0,0
RP13-766D20.4,0,0,0,1.146396485,0,0
ACTG1,3977.901196,4941.035155,57811.02507,68223.20123,13970.38789,12742.54725
RP13-766D20.2,3.991872751,3.205688898,2.587143947,4.585585941,3.73340136,3.497816979
FSCN2,0,5.34281483,1.293571974,4.585585941,0,0
FAAP100,138.7175781,183.7928302,728.2810211,623.6396879,166.1363605,76.95197353
NPLOC4,861.246546,967.0494843,2152.503764,1671.446075,2206.440204,2486.947872
TSPAN10,8.98171369,6.411377796,9.055003815,38.97748049,3.73340136,0
PDE6G,6.985777314,7.479940762,50.44930697,0,5.60010204,0
OXLD1,107.7805643,239.3581044,281.9986902,318.6982229,70.93462584,199.3755678
CCDC137,185.6220829,174.1757635,278.1179743,196.033799,100.8018367,230.8559206
ARL16,160.6728782,190.204208,340.209429,472.3153519,121.3355442,216.8646527
HGS,356.274643,563.1326831,1290.98483,1529.292911,2034.703741,3809.12269
MIR6786,0,0,1.293571974,2.29279297,1.86670068,0
RP13-1032I1.11,1.995936376,10.68562966,3.880715921,1.146396485,3.73340136,10.49345094
RP13-1032I1.7,55.88621851,63.045215,60.79788276,34.39189455,22.40040816,97.9388754
MRPL12,17.96342738,51.29102237,391.952308,363.4076858,26.13380952,6.995633957
RP13-1032I1.10,23.95123651,63.045215,438.520899,378.3108401,29.86721088,10.49345094
SLC25A10,9.979681878,20.30269636,120.3021935,63.05180668,9.3335034,3.497816979
GCGR,0,0,0,0,0,0
FAM195B,109.7765007,157.078756,1373.773436,1510.950567,255.7379932,276.3275413
PPP1R27,0,0,0,0,1.86670068,0
P4HB,702.5696042,1518.427975,10256.73218,19306.46321,5445.165884,1794.38011
RP11-498C9.2,1.995936376,0,1.293571974,4.585585941,16.80030612,3.497816979
RP11-498C9.4,9.979681878,20.30269636,5.174287894,2.29279297,5.60010204,0
RP11-498C9.3,3.991872751,4.274251864,2.587143947,0,14.93360544,0
ARHGDIA,144.7053872,466.9620162,1270.287678,910.2388092,957.6174489,814.991356
RP11-498C9.15,131.7318008,97.23922991,76.32074644,52.73423832,91.46833332,59.46288864
RP11-498C9.16,3.991872751,4.274251864,0,0,0,0
ALYREF,215.5611286,200.8898376,1170.682636,645.4212211,414.407551,160.899581
ANAPC11,71.85370952,82.27934839,742.5103128,1139.518106,182.9366666,143.4104961
NPB,1.995936376,1.068562966,5.174287894,13.75675782,1.86670068,6.995633957
PCYT2,131.7318008,260.7293637,948.1882566,2594.295246,70.93462584,83.94760749
SIRT7,261.4676652,352.6257788,254.8336788,215.5225392,591.7441156,2249.096317
MAFG,227.5367468,198.7527117,710.1710135,710.7658208,2383.776768,587.6332524
RP11-498C9.12,0,0,0,0,1.86670068,0
MAFG-AS1,0,0,9.055003815,20.63513673,1.86670068,0
PYCR1,7.983745502,7.479940762,562.7038085,1000.804132,0,0
RP11-498C9.13,0,0,0,0,1.86670068,0
MYADML2,0,0,0,0,0,0
AC137723.5,0,0,0,0,0,0
NOTUM,0,1.068562966,1.293571974,0,0,0
RP11-498C9.17,0,0,0,0,0,0
ASPSCR1,83.82932777,131.4332448,320.8058494,319.8446194,91.46833332,66.45852259
STRA13,55.88621851,79.07365949,281.9986902,199.4729884,95.20173468,34.97816979
LRRC45,31.93498201,90.82785212,294.93441,185.7162306,29.86721088,6.995633957
RAC3,0,5.34281483,108.6600458,347.358135,1.86670068,0
DCXR,85.82526415,120.7476152,250.9529629,436.7770608,87.73493196,199.3755678
RP11-1182P23.5,7.983745502,5.34281483,3.880715921,2.29279297,7.46680272,6.995633957
RP13-650J16.1,0,2.137125932,0,1.146396485,1.86670068,0
RFNG,55.88621851,94.03354101,245.778675,889.6036725,138.1358503,146.9083131
GPS1,237.5164287,459.4820754,1413.874167,1933.97087,384.5403401,185.3842999
DUS1L,358.2705794,678.5374835,827.8860631,730.254561,257.6046938,153.9039471
FASN,76.84355046,169.9015116,930.078249,3098.709699,98.93513604,17.48908489
CCDC57,201.5895739,392.1626085,184.9807922,191.448213,604.8110203,3368.39775
RP11-1376P16.2,0,0,0,0,1.86670068,0
RP11-1376P16.1,0,0,0,0,0,0
RP13-516M14.2,0,0,2.587143947,0,7.46680272,297.3144432
SLC16A3,273.4432834,133.5703708,1120.233329,852.9189849,4418.48051,22613.38677
MIR6787,0,1.068562966,11.64214776,2.29279297,18.6670068,122.4235943
CSNK1D,614.7484037,776.8452763,849.8767866,885.0180865,2178.439694,10871.21517
RP13-516M14.10,0,0,3.880715921,3.439189455,24.26710884,122.4235943
RP13-516M14.8,0,0,1.293571974,0,18.6670068,90.94324144
RP13-516M14.4,10.97765007,3.205688898,9.055003815,0,7.46680272,45.47162072
RP13-516M14.1,35.92685476,29.91976305,16.81643566,6.878378911,52.26761904,409.2445865
CD7,0,444.5221939,0,6.878378911,100.8018367,59.46288864
SECTM1,1.995936376,11.75419263,40.10073118,240.7432619,212.8038775,2997.629151
TEX19,0,0,0,0,0,0
RP13-20L14.2,0,0,0,0,0,0
UTS2R,0,1.068562966,0,0,0,0
RP13-20L14.1,0,0,0,0,0,0
C17orf101,126.7419598,201.9584006,393.24588,465.436973,50.40091836,34.97816979
RP13-20L14.4,1.995936376,2.137125932,0,1.146396485,3.73340136,0
HEXDC,232.5265877,345.145838,201.7972279,216.6689357,85.86823128,108.4323263
HEXDC-IT1,1.995936376,7.479940762,0,0,1.86670068,0
C17orf62,1096.767038,807.8336023,736.0424529,758.9144732,996.8181631,3525.799514
RP13-20L14.6,6.985777314,11.75419263,6.467859868,6.878378911,7.46680272,45.47162072
NARF,369.2482295,490.4704014,695.9417218,349.650928,405.0740476,1871.332084
RP13-20L14.10,27.94310926,13.89131856,15.52286368,0,16.80030612,83.94760749
