gse,cell.types,n.cell.types,title
GSE25014,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE2504,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE2505,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE25085,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25145,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25160,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE25263,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE25269,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25320,Mast cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25468,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE25476,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE25619,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25861,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25986,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE25990,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26104,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26146,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE2639,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE26451,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26453,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26455,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26526,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE2658,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26594,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26629,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE26661,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26672,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26747,Dendritic cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE26813,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE26865,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26878,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26890,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE26946,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE26949,endothelial,1,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf]
GSE26950,endothelial,1,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf]
GSE26951,endothelial,1,Affymetrix Human Genome U133 Plus 2.0 Array [Hs133P_Hs_ENTREZG.cdf]
GSE27008,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27011,White blood cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE27018,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27034,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27041,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE2706,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27071,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27120,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27136,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE27160,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27200,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27206,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27207,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27280,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27291,gamma delta T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27362,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE27383,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27562,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27567,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27631,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27661,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27667,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE27670,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27676,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE2770,CD4 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE27702,Macrophage,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE27838,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE27974,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28107,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE28117,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28266,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE28304,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28326,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28327,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28358,PBMC,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE28379,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28497,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE28498,White blood cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE2859,Dendritic cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE28654,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28815,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE28842,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29023,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE2912,Plasma cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE29246,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29253,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE29316,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29583,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE29605,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29614,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29619,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29624,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE29655,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE29770,fibroblast,1,[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array [transcript (gene) version]
GSE29850,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29881,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE29903,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30153,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30161,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30174,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30220,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30242,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE30292,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3037,Neutrophils,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE30527,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30536,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30599,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30674,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30676,T cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE30678,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30723,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30726,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE3077,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30781,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE30803,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE30915,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE30950,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31048,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31156,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31159,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31161,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31162,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31163,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE31311,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31312,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31324,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE31356,Dendritic cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE31547,NK cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE31548,NK cells,1,[HG-U133B] Affymetrix Human Genome U133B Array
GSE31681,Th1 cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31684,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE31685,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE3204,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE32104,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE32140,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32197,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32527,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE32547,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32560,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE32607,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE32626,Memory T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32693,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32710,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE32727,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3280,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32905,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32939,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32959,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32962,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE32984,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33115,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33223,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33298,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE33301,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33315,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE33358,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33371,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33374,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33417,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33424,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33425,CD8 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33500,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33503,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33612,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33613,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33631,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE3364,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3365,PBMC,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE33670,Memory CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33705,Memory T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33706,Memory T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33710,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE33769,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33940,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE33941,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE33984,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34025,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34053,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3407,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE34156,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34205,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34308,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34309,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE34339,Activated B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34379,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE34381,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE34389,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE34407,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34515,Dendritic cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34559,Monocytes,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [probe set (exon) version]
GSE34572,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE34576,B cells,1,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZ, Brainarray v14]"
GSE34628,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34670,B cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE34781,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34885,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE34916,fibroblast,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE35108,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35162,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35229,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35249,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35250,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35251,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35252,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35283,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35287,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35330,NK cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35364,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35545,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35551,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35554,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35601,Memory T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE35620,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35621,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3589,endothelial,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE35932,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE35987,NKT cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE36000,B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3601,endothelial,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE36012,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE3606,White blood cells,1,[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
GSE36076,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36098,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36233,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3624,Monocytes,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE36331,Activated T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE36476,Memory CD4 T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE36640,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36641,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36648,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE36667,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36765,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36766,Memory CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36768,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36776,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36809,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE36930,PBMC,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE36933,Macrophage,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE36995,Macrophage,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37044,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37045,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37046,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37069,White blood cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37157,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37213,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE37253,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37256,T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37258,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37276,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37348,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE37416,Neutrophils,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37427,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37567,PBMC,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37584,CD4 T cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE37588,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37631,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE37750,Plasmacytoid Dendritic Cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE37783,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38021,CD4 T cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38043,Tregs,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38045,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE3807,T cells,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE38088,fibroblast,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE38156,endothelial,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE38351,Monocytes,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38396,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38506,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38517,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE3860,fibroblast,1,[HG-U133A] Affymetrix Human Genome U133A Array
GSE38611,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE38618,B cells,1,[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
GSE38627,Plasma cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38678,fibroblast,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38697,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38712,GC B cells,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
GSE38783,endothelial,1,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
