Gene,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16
SIGLEC7,9.942684395,11.45601375,19.61967767,27.12568219,19.87819649,15.6179386,8.965700139,38.37921701,38.25893515,12.40342201,12.6546453,25.95637892,33.60003462,10.71076417,16.37493924,22.42733915,16.1574081
SIGLEC8,0.701757495,1.677046837,0,1.804003063,1.477582476,1.769117207,1.68933102,2.106964314,3.362222985,1.0877809,0.964798048,0.795083344,0.834757441,1.448465871,0.898470031,0.387481544,1.312072928
SIGLEC9,8.159668399,3.94397912,23.21002279,48.52531184,15.44057536,13.3284842,19.03143241,35.82062849,48.25101989,21.66005785,18.6601298,38.50856735,25.05484675,14.34842094,18.62958222,10.83889981,26.82292775
SIGLECL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039009389,0,0.209559884
SIGMAR1,18.38591267,14.54550561,19.59880161,25.33929143,7.350781552,13.26804139,13.32063597,30.8809441,38.09721156,15.26312013,19.85320849,20.28535346,24.09494423,8.662354997,18.74665921,18.97336919,17.0119371
SIK1,30.84086612,62.08383938,86.45471134,33.50907419,82.54003639,90.02771115,81.12337827,163.4367432,105.5957201,67.80777938,71.49535527,78.80441297,126.7941084,53.40507674,58.2338492,67.79959778,36.16271854
SIK2,5.20385043,9.142147681,5.923064927,8.104566492,4.282342644,4.286701019,2.865641351,7.666502444,8.242061844,6.797648126,6.92352505,5.783167965,10.39402539,3.828100487,5.37284598,6.390656221,5.818661367
SIK3,10.35722109,14.5810148,22.51929691,24.10190045,11.58082822,17.60580927,14.16771562,35.13147706,27.91603927,15.42610404,15.197073,25.85603075,27.36527626,16.78732629,15.11685548,13.42027684,16.56736533
SIKE1,32.06798735,42.07199321,23.16549402,25.84091857,26.02807463,26.9009345,24.9436267,13.74542009,12.60080297,32.34322819,31.9480404,30.33920445,13.24927263,30.84507016,31.87811044,29.59495452,33.22220335
SIL1,59.03040734,45.56396408,63.53005079,41.81203172,44.20415821,47.80294805,44.84311993,28.6012488,26.43535349,59.68194455,56.12744891,46.22960948,40.95468449,87.14687001,53.91149406,52.97750647,50.47881809
SIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010938648,0,0.028195544
SIM2,1.733479878,1.363262598,1.529777265,1.513339471,3.13127569,1.354189122,5.464667987,3.125150993,2.64484401,3.279458464,1.939246415,1.593900994,0.984357247,3.414624612,2.607171657,1.792357448,3.175029464
SIMC1,5.947858584,10.20547383,6.264725195,5.835753223,10.9412622,8.477999193,6.145592431,5.777049013,6.537038917,5.527885716,6.564253882,7.906488541,10.32932169,11.60674541,6.114722385,12.36176571,6.128454984
SIN3A,33.32242056,37.19117454,32.13641539,35.01681738,30.55750275,34.43968774,35.00873342,25.00708752,25.19395009,36.66899914,37.60341132,31.60420105,29.72093071,29.77942581,35.71018315,31.41697221,36.23136189
SIN3B,50.73255631,47.72333757,30.7088849,62.10811893,51.22938765,39.5162723,48.03746187,44.91644211,53.75583626,53.95128842,50.54836093,68.76754538,52.36026872,51.81770387,45.68803093,43.94598526,55.22877313
SIPA1,21.96316633,32.67289412,60.83900356,84.55041607,44.67680553,47.71156347,52.96782352,125.5789518,120.0530024,45.07596844,49.10912367,82.6243733,115.153504,37.35070676,56.21144123,40.74130224,42.57761184
SIPA1L1,41.22363944,47.6112931,54.32588698,47.4776452,48.35516019,50.2167063,50.25039405,55.26749254,46.08913394,52.70848772,49.80352549,55.3084881,66.01047396,39.80274483,48.9909317,57.88017431,49.34315017
SIPA1L2,14.19243305,13.46708268,10.96313998,8.119344474,11.80603869,11.28025514,13.90419239,5.941627799,6.462697963,14.90245387,14.95861928,17.12422186,12.35314209,13.52221468,15.14445606,13.74566371,14.53985107
SIPA1L3,11.94051228,9.38642776,5.208924193,9.696534709,10.78401156,8.283141473,10.31824526,10.81209234,10.17021996,10.61078415,10.06469262,15.45601994,11.82818225,8.798675701,8.939770434,10.1008831,9.22804678
SIRPA,27.15425149,28.67868311,68.20104613,116.9113893,34.24005107,49.49703513,56.25163607,142.2631272,104.6959788,58.59403622,57.09157257,71.60227639,101.3734176,28.65667809,60.81649489,47.56090626,62.63669816
SIRPB1,37.44695135,16.25450279,53.18310243,146.8954993,24.48768937,67.15612861,52.18530956,152.2689605,87.87958995,72.27285343,58.5387231,101.5489027,123.7308978,49.72452183,49.50537882,38.49723389,70.86782292
SIRPB2,12.39404574,7.796482134,19.76082675,55.55117324,8.352646282,21.49294615,19.75343679,42.4006107,37.43422013,22.67117525,19.21441008,34.21372916,50.90192095,17.9673404,18.48523162,10.97240279,27.53209113
SIRPD,0,9.93716583,0,10.89371969,3.325827167,0,3.364858133,18.15026011,3.518018844,5.708923353,2.935411406,7.034919884,6.985563753,0,2.571161239,0,4.346571718
SIRPG,4.549796318,8.322795596,7.070519653,5.128599834,6.526842166,2.617286312,9.701243439,19.86540459,40.1790054,3.806257136,5.950046256,12.34762862,1.431496414,2.288895612,8.474808836,5.257431287,4.641311954
SIRT1,15.58426493,21.15758128,21.14091371,20.37544139,21.87171157,11.89125093,15.50476621,28.41854188,23.60261715,18.34628389,18.69942363,15.7411915,24.64691259,21.11723552,19.21002994,14.76966906,19.06132744
SIRT2,21.41406872,31.71909902,34.19728247,42.45320074,29.15511133,32.48446069,35.85016301,58.55328316,52.39146731,35.92155736,38.37237487,28.18343358,62.72229164,32.57379855,35.85943376,39.06681332,34.74676666
SIRT3,12.84877297,30.11854488,12.60112481,12.47234741,31.81989417,6.630966765,5.716822005,13.73186914,13.25870581,11.69200981,10.15518877,18.18511172,6.526598653,9.953961306,9.668856652,6.929619074,10.36487386
SIRT4,0,4.086129204,0,0,2.060466179,0,2.077629613,0,2.25896301,1.724311346,1.587273159,0,2.222275769,4.061930094,1.222351831,0,1.717641486
SIRT5,6.73999306,9.652298966,6.366333214,12.89989813,10.61272919,6.529782168,10.48251063,15.6242315,10.01257401,8.174305051,8.685307554,9.932859893,10.28248896,4.947718031,8.505261931,6.241993413,8.583262396
SIRT6,22.92452386,21.84572551,15.58566022,26.28246132,21.969299,15.22449754,20.84095595,15.19584848,20.30266286,20.80913732,18.41088136,20.72506357,21.54395255,13.54832264,18.63258694,10.34170381,19.92254003
SIRT7,49.18540812,32.32725476,54.03935749,59.48264648,40.06656459,42.68615449,43.43644627,50.06575648,48.39516361,49.07987342,49.35577447,53.91891681,52.00498209,42.34486847,46.71171031,42.40048174,49.63101934
SIT1,5.658498078,9.542926593,7.862562873,14.78775164,11.55487291,9.662633284,9.705766229,12.53434262,17.00086296,5.056274886,5.728293273,14.40008121,4.783303026,8.783750407,6.049094105,6.747388474,5.339352958
SIVA1,184.817492,195.997424,77.4531912,107.9725855,154.7107455,192.2939661,167.2879684,71.33063453,61.79905333,152.3365309,156.8468255,166.0981428,77.04645929,205.3256878,155.6084109,157.0787219,156.3392004
SIX1,3.080755402,2.34079547,1.632945393,3.570106665,6.325014135,2.375909012,0,0,0,2.491194439,2.51874468,4.257461125,1.754105653,2.31932286,2.630511513,1.969810319,2.697620963
SIX2,0,0,0,0,0,0,0,0,0,0,0.054021125,0,0,0,0.115455113,0.503331013,0.108584395
SIX3,0,0,1.357976294,0,1.322235984,1.325588529,0,0,0,0.141374653,0,0,0,0,0.027255238,0,0.140890639
SIX4,7.218288889,4.122386429,4.277581554,6.223125007,4.271087788,6.561500575,9.00276346,0.45829632,1.703630017,8.035701123,6.758958723,5.959148312,6.082787725,6.848211132,7.127771819,7.632943285,8.040468396
SIX5,9.148719459,11.12400909,6.416065362,8.506974535,6.770935413,10.03983245,6.805281053,1.989257121,2.152573893,8.900126829,9.294633469,8.107502114,1.87541948,8.569041006,8.844494301,7.176483908,7.964052502
SIX6,0,1.543714547,0,0,0,0,0,0,0,0,0.081678145,0,0,0,0.031894684,0,0
SKA1,7.206919571,10.26631434,0,6.36448254,8.811668756,6.368376223,6.965413173,5.448547531,5.122875816,7.051145248,6.721243005,9.577602222,5.772953089,8.725406231,6.682081021,7.134847639,7.107364632
SKA2,128.6230246,119.106288,76.00824256,60.78296291,96.78282524,89.87812363,99.37680933,10.52853866,31.71984063,106.7473524,103.5470174,79.96560568,37.16870639,96.68427992,102.2343435,98.94147552,106.592884
SKA3,13.52437194,10.09633947,7.903428328,6.762195695,6.853992402,5.996500979,9.298364115,0,1.794674658,8.703880087,9.47021819,1.656282954,3.396989201,10.88256335,8.220152862,6.681391095,9.046533162
SKAP1,14.45201049,11.42523081,20.69052961,25.84665683,18.99057026,18.78071848,21.75525249,53.63522571,51.53092976,9.901570935,11.81250508,26.27410092,29.96183218,11.34209281,19.92105615,21.61199343,14.52644993
SKAP2,18.7393643,24.65355303,31.10678423,45.727074,23.95833707,24.63894386,32.93725976,65.32421162,36.45842836,29.91909725,32.31539967,34.41012017,40.02491902,21.86996559,37.11534375,28.05237263,32.81854069
SKI,14.49087764,16.08589932,28.34923666,31.03252696,20.22972658,23.80298713,27.78695985,33.88888498,43.03653778,22.27563927,23.15543016,26.0738691,32.2055823,21.80427168,22.27529462,22.59780398,22.48609306
SKIDA1,0,2.677280427,0.638893771,0.353220721,0,0.30607362,0.314363325,0.803406915,0.396127875,0.278785217,0.449815005,0.348801942,0.702484173,0.299021483,0.309329483,0.310049343,0.345951811
SKIL,11.52780605,17.52156756,17.24714284,22.4061607,18.35947088,18.83087363,16.16208813,26.7496029,12.76230751,16.72950872,15.41852058,15.7601235,21.67540308,17.01318444,14.90506497,21.53604535,16.01226868
SKIV2L,35.49830714,27.54986948,23.10407119,29.06456241,26.62912708,35.3635021,28.37018309,36.91869148,34.02294983,32.72692486,30.91553571,35.30970746,25.88394992,36.62243156,30.24924757,28.71594546,31.12040445
SKIV2L2,35.16768738,35.19274294,19.25120404,26.60766676,26.40811022,27.24034846,23.07947638,17.43667763,18.38495157,30.53921197,29.99150402,26.86446357,23.36551215,21.00124563,29.25334905,28.45850169,31.52660306
SKOR1,0,0,0,2.594119773,0,0,1.53889221,0,0,0.915867373,0.455264597,0,0,0,0.555015267,0.381516137,0.290519725
SKP1,232.787918,209.9235533,179.7296306,208.2696039,235.3579824,185.6382221,195.06314,128.8583509,140.4070008,242.914316,230.3480378,166.5473133,157.2870183,230.5754411,232.4278461,227.4187801,229.9006499
SKP2,11.65070837,9.941132703,11.66982818,14.30106643,22.10313319,16.52281365,15.75457028,11.48848891,23.07680037,14.99803656,16.56569376,22.27173057,21.79471868,11.16644923,16.00413307,13.20794478,16.45110226
SLA,24.63817566,26.53770467,66.63684582,77.86102103,45.58683964,41.07702502,42.06581679,88.69986499,78.02576275,44.43956204,46.33152223,60.53642343,109.8277743,28.37949692,40.92105384,32.48988658,38.91989258
SLA2,4.735445908,5.49367798,10.91198241,11.95152451,10.64140471,8.116456631,4.551076929,11.64984285,32.34876189,6.799102841,7.384367531,6.974362035,13.83754426,12.26282515,9.726420894,6.095827439,7.402427173
SLAIN1,1.002548714,2.206443127,6.157550188,5.60567262,5.432831555,3.991600527,3.00400882,6.989238497,6.16791777,1.666736192,1.800624687,4.283848264,2.459133521,2.1880255,2.802588976,2.70835563,2.555937565
SLAIN2,10.13435972,13.38769987,15.70272327,17.95401289,16.47935443,9.426017122,11.13949282,20.48438763,16.71076362,13.79456745,14.61785368,15.62608046,16.58475739,13.12549132,14.80923525,13.88441792,13.7127355
SLAMF1,4.460694975,7.494015952,16.57493279,16.04404855,23.95656894,8.810839862,6.489104762,40.2093776,23.76374089,5.246222372,10.9245792,13.04623633,4.672664637,4.591744113,10.26723901,11.79075567,8.844434942
SLAMF6,9.692832268,5.70948724,11.8380488,37.29358511,22.25234788,18.09076997,13.71416502,40.91604332,32.85575878,7.542241417,10.79193727,34.52975191,33.61101314,12.62034248,17.22348244,12.02513184,13.50046184
SLAMF7,9.376162661,20.34754568,27.80887227,45.63956274,11.10011129,29.61058463,16.50489837,73.07854172,77.35882846,13.43739761,29.73753146,25.51632892,49.49026238,16.51427256,35.52991797,24.5104683,26.73105361
SLAMF8,8.625207853,15.52577676,32.03475864,43.82850757,12.65428993,25.35300196,8.900610016,58.3892174,47.77344273,12.62907205,24.71980368,5.113190701,43.57913237,3.062093689,16.84616509,24.58694788,18.16153992
SLAMF9,7.376936349,8.858164864,7.49110374,32.51375498,13.17285207,8.950747525,3.78284815,36.30923844,23.46733189,7.976035239,6.409605812,0,2.258837176,0,8.183133354,10.44138594,8.736386705
SLBP,41.20684276,43.61976727,47.98597433,43.64504982,29.84316504,36.42157782,29.74951617,58.51120587,51.18663387,41.51468888,44.33919792,43.16160896,44.11773119,29.27488941,41.71244646,33.85537325,41.98465666
SLC10A1,0,0,0,0,0,0,0,0,0,0.295482012,0.510963969,1.484534293,1.515451823,0,0.256280665,0.691420394,0.662535338
SLC10A2,0,0,0,0,0,0,0,0,0,0.059953219,0.119470952,0,0,0,0.052174687,0,0.059778013
SLC10A3,22.85093026,33.45921915,32.42515214,18.42216948,17.51195777,24.57276067,18.91126255,27.19581936,24.98154862,27.40081579,27.84640494,23.82434572,20.54724166,30.89577713,28.74399426,25.05157258,25.70824704
SLC10A4,0,1.015416515,0,0,0,0,0,0,0,0.221784327,0.054979345,0,0,0,0.096316341,0,0.110533724
SLC10A5,0,0,0,0,0,0,0,0,0,0,0.185412152,1.909821548,0,1.757475993,0.181233686,0,0.09382731
SLC10A6,0,0,0,0,0,0,0,0,0,0,0,0,1.663504757,0,0,0,0
SLC10A7,3.738186201,2.725616216,1.808483852,6.768282068,1.747461019,6.355375954,4.966688914,7.607187359,5.548345103,3.4150853,3.262744558,5.654472599,4.932619851,1.137680542,3.547801354,4.357246833,3.389216982
SLC11A1,60.21111099,86.9895609,201.6580767,248.1715032,77.64455621,187.2947839,116.9373952,393.5197772,242.4442346,132.7365981,135.816587,225.5084735,286.4729411,71.15177154,125.3356149,125.8842307,149.1423591
SLC11A2,38.52752547,31.45384051,22.87798703,29.56306718,28.11476,28.7747776,30.99952204,29.0178508,37.75161264,32.29095541,37.00556723,26.41617679,27.80200379,29.65676574,31.62917077,36.02846854,32.57281244
SLC12A1,1.749548135,1.255165405,0,8.237422347,3.862576158,0.23199572,0.697096191,4.744984339,6.990003136,5.356068043,0.18984653,1.501517685,0.993260179,5.269405608,1.288675087,2.439634502,4.616157394
SLC12A2,16.65250768,18.67454234,14.03289886,9.888356934,14.87652909,10.07724169,15.88291854,5.820657242,6.159566164,16.07562092,16.64958229,10.57267866,8.653503707,16.19923499,16.1775635,10.97515381,16.45763319
SLC12A3,0.36553738,0,0,0.41573584,0.732191517,0.383779192,0,0.457036502,0,0.168943612,0.270658807,0,0,0,0.191969676,0,0.275716162
SLC12A4,12.11093158,8.428694008,15.49886272,21.03273041,17.31009433,16.06905809,7.084305774,26.27147817,16.37207307,10.46907948,8.838585103,10.17910229,15.54645607,8.421213011,9.933671315,12.28977371,10.62472591
SLC12A5,1.950679325,2.427794676,0.694070537,1.139537828,1.337631676,1.338971491,1.342806516,0.399467187,0,2.322313261,2.000213726,0.361402962,1.124602855,1.956717363,2.042900949,1.330890907,2.274569065
SLC12A6,14.49664188,14.92329389,23.82689917,49.92973645,20.54308,24.90213784,25.29067523,60.15966752,42.7224731,27.13173221,19.24742314,37.00289255,37.08487589,23.3626076,21.02461836,23.23251839,27.01849811
SLC12A7,17.13640419,22.65390869,22.64951188,33.4896472,19.92415665,19.56163511,19.61592994,24.21654522,28.2946075,21.75137789,26.56812365,37.66245679,42.0389957,19.05926134,16.46631882,16.01189989,26.31395589
SLC12A8,4.669856314,3.46228732,4.834030612,12.89515929,1.029483899,0,0.595206595,16.54383771,17.46192403,5.564834359,1.513114088,3.820244709,3.555223642,4.517807372,5.752305524,5.814238622,6.384216886
SLC12A9,103.5893786,70.4109192,68.07642393,102.5419242,63.0326608,67.29046473,68.59945206,72.37912595,76.33649993,83.31996197,78.92926867,84.42175777,85.70917799,69.15501595,79.3138852,54.4165575,85.62150414
SLC13A1,0,0,0.617574378,0,0,0,0.677450253,1.35668521,0,0.130939044,0.327288875,0,0,0,0.136907013,0,0.12806852
SLC13A2,0,0,0,0,0,0,1.741794928,0,0,0,0,0,0,0,0.027720164,0,0
SLC13A3,14.57241839,1.540167029,3.029115892,0,1.04145281,1.534695896,1.540873903,0,1.217695393,2.095344959,2.594827343,7.548402949,0,4.593033116,2.094911814,1.529524123,1.569200747
SLC13A4,1.261948794,0,0.7547615,0.825226771,0,0,0,0,0.833736385,0.217812616,0.382195218,0,0,0,0.435548147,0,0.80178527
SLC13A5,1.162228508,0,0,0,0,0.947109598,1.545629966,2.429572096,1.82656814,1.292745785,1.177405696,1.108060411,1.889945258,2.293384508,1.122069034,0,1.60254174
SLC14A1,2.23856182,0.567091789,1.794308336,1.967537828,4.026144476,3.154370783,1.73273576,3.632832068,1.82331438,1.55478062,1.365885752,4.516358722,1.980860469,0.586389929,2.141365442,1.173432948,1.76105557
SLC14A2,0.561418048,0.646535801,0,1.899509702,2.79155583,0.661264622,0,1.669151381,1.859231542,1.012792014,0.630646093,1.844958358,0.778013732,2.665533147,0.84083708,1.062426211,1.112440404
SLC15A1,2.258871969,3.553944769,1.591283068,3.850382997,0.863236177,2.850413224,0.807674662,0,0.826623557,1.291478266,1.698198469,1.5452621,2.935913584,0.696523901,1.436043262,1.037218317,2.383842063
SLC15A2,2.730125701,3.31439108,3.115998709,4.681577108,3.594799151,3.925710093,4.506030392,4.728926787,4.767740149,3.263118327,3.565645385,5.285857582,5.178519332,4.628797322,3.157867568,2.503221667,3.445131961
SLC15A3,15.05422733,26.42889899,51.51008848,66.0054748,30.87258251,48.68505292,32.13751209,126.0690185,67.97509715,44.92003197,50.81450538,42.23290404,83.68071024,9.070078606,40.62344784,28.22951283,39.97217035
SLC15A4,21.43457477,16.03686876,35.27627158,36.85208729,23.88799705,26.60361664,24.66337001,38.45227665,34.61729554,24.43609458,25.44522386,34.3338935,51.42308995,19.63914294,29.38392191,28.26444601,26.26063406
SLC16A1,10.31299444,12.96713193,15.28031982,10.79671953,14.33772407,8.896765454,9.020157063,17.59947718,13.98670347,11.32658305,11.0367863,4.957258461,6.227383209,6.705538889,9.628105089,11.45469539,11.52358834
SLC16A10,0,1.89040797,0.986752858,1.078107688,2.084763295,0.959042832,2.102269418,10.15675741,1.084947701,1.448621695,0.751192569,1.029609375,6.741891439,2.055224304,0.805237976,1.044128472,0.976854807
SLC16A11,0,1.219178947,0,0,0,0,1.240879551,2.864015611,4.158712507,0.661116264,0.261693952,1.324047467,1.354691639,0,0.650248556,0,0.395335856
SLC16A12,4.411761432,2.154545085,1.075693841,1.246987682,2.81913193,1.307511964,1.099365154,4.226249796,1.276804203,1.721955835,1.624527932,0.5883958,1.217875417,2.744422372,1.254098253,1.911961389,1.492173263
SLC16A13,7.491550441,2.528575935,1.3139121,2.868253585,7.672570713,6.409583138,3.860190797,1.482654703,1.435292647,4.107146404,5.281381311,6.861766326,1.403152062,6.271303287,4.725258265,3.192100222,4.63897665
SLC16A14,3.908657751,3.593455964,1.369916052,4.484978292,4.847328519,0,2.438332848,0,0,3.120003616,3.89246195,1.431091557,5.847968521,1.399777752,3.524959841,3.629068553,3.563040495
SLC16A2,5.931680045,5.845131651,0.972118293,4.786864615,2.345521211,2.348321427,2.355055313,0,0,4.023489332,4.183174979,2.83908502,1.465116744,5.493458017,3.863563081,4.262785104,3.592771798
SLC16A3,34.40487437,41.1373306,68.90143785,124.8084801,54.94010145,68.00636096,60.91375575,159.127092,111.9750232,68.71814928,68.70717367,91.72962545,114.9014358,49.83634847,76.22141343,78.51864518,77.49427327
SLC16A4,5.523498799,0,1.530383344,5.387416649,2.74009858,2.194546809,2.712937749,0,4.054412755,2.281593635,1.987806821,0,4.274552779,2.291157021,2.298587435,2.74464969,2.777456697
SLC16A5,2.598605374,3.946687928,17.87272207,25.62276366,5.730648892,13.79494062,11.78948813,21.79583591,18.041105,12.52425586,10.7732077,21.36421241,16.4522458,3.360667413,10.37676303,6.37946572,13.85471926
SLC16A6,24.9411907,21.31922572,24.78392036,21.67343781,20.80153677,23.2414993,17.68836544,23.53943695,25.51541507,23.36855904,21.17663788,25.847726,15.192656,29.73039434,22.09970169,23.12326368,22.27240992
SLC16A7,3.832278675,3.90589838,6.170076079,3.321733256,3.938225116,2.938443621,2.841550079,5.295699209,5.383069156,3.323990798,4.280563731,3.164972412,5.047230925,4.394820688,4.010191182,3.380622028,3.540382958
SLC16A8,2.274500233,2.303370851,0,2.617870102,0,3.504084789,1.172267677,0,0,1.12670976,1.177702256,0,1.281950491,3.426655304,1.436921565,0.58154398,1.684449636
SLC16A9,0.503107091,1.529501806,0,1.17187376,1.034253329,0,0,0,0,0.45327014,0.734115681,0,0,0.504803975,0.81641805,0.772207574,0.762672944
SLC17A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058174882,0,0
SLC17A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A3,0,0,0,0,0,0,0,0,0,0,0.107923494,0,0,0,0.074021654,0,0
SLC17A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A5,5.796146408,13.28088568,7.837088247,14.90221362,7.657746064,7.150958686,3.010723928,13.68606052,11.55896246,8.369324871,9.213160933,8.180681387,6.054903618,15.08223582,8.461468554,15.1728964,9.698439191
SLC17A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A7,0,0,1.570272327,0,1.732521415,2.283882861,0.763719578,0,0,1.555086223,1.14131147,1.637464132,0.786316102,2.229171822,1.133639857,2.650726017,1.008964388
SLC17A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A9,2.410909308,8.955353268,11.0693834,22.91192478,12.90886731,9.379992791,8.289659719,28.28142996,17.12480612,10.57733697,8.375909452,12.08614783,21.02870275,2.420181665,6.419456055,5.754840981,8.401422697
SLC18A1,0,0,0,1.334117136,0,1.48255975,0,0,0,0.892847912,0.388805686,0,1.306343472,0,0.086110664,0,0.12712422
SLC18A2,1.137932276,0,1.199509062,0,1.166062096,0,1.172969762,1.356707451,2.626590149,0.751573623,0.620198771,1.252420379,0,0,0.749081871,0,0.561808534
SLC18A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC18B1,1.723975129,4.065444791,7.084413454,7.977628567,7.24597424,8.230543845,5.334298632,12.76393003,23.59896189,5.958897583,4.610007465,14.54918157,12.09024121,6.402442349,4.892354544,7.608750994,4.945356086
SLC19A1,35.59872058,37.87966516,24.63219857,39.08970509,29.04002481,26.1923579,35.92939937,33.6159066,21.38066286,35.79899928,37.49849759,37.90024694,28.17165904,37.57144282,36.74202331,37.83158938,39.89450142
SLC19A2,19.4376678,26.67790532,13.61861934,16.80029718,17.33451953,22.9169653,24.07304065,5.73141176,6.546519691,21.29690902,20.71135625,14.77453158,10.02121578,23.4056879,20.6658243,21.41310154,20.98463739
SLC19A3,0.572023347,1.128595954,0,0,0,1.177160343,0.671266238,1.790706159,0.871074236,0.921719287,0.84946992,1.77822575,0.667614446,1.082523666,0.589343493,0,0.755584477
SLC1A1,0,0,0.575910931,0,0.556326548,0.557066617,1.676149931,0,0,0.487043218,0.303268662,0,0,0.543202686,0.347310727,0,0.576669661
SLC1A2,1.906805128,1.847523799,0.178456618,1.054040689,1.320909883,0.937328443,1.88099131,1.577087342,0.603023311,1.280020972,1.908355175,0.755234119,2.06885144,1.196330164,1.438054677,1.399288396,1.160108877
SLC1A3,1.657305449,1.459140801,3.193026612,2.911251225,0,0.568459581,0.570151201,2.692097501,4.133415464,1.428360216,2.072457151,0.554516255,2.531695062,0.501591645,2.058893052,2.261028814,2.013299219
SLC1A4,10.2891758,12.8209923,18.31524958,13.49995606,9.912689568,10.41663316,12.01449069,12.96983811,16.13616579,11.86176607,12.73759036,10.7745226,14.07101637,9.03234701,11.91240742,11.68292059,14.56468106
SLC1A5,277.9802739,235.3729858,148.6604457,163.3516132,231.6056835,190.7952996,229.4863935,38.89510478,76.3936991,239.1519935,249.4881938,177.2206219,138.0983972,246.9738164,237.0586286,236.3630108,250.1051137
SLC1A6,1.952850864,2.888677391,3.77864491,6.453003479,0.854923678,2.208051332,2.400679548,6.784282307,1.508499053,2.269922081,2.388141801,3.687401498,3.598756076,1.497710295,2.712168878,1.513826689,2.828029311
SLC1A7,0,0,0,2.083347348,0,1.8523527,0.929291729,0,1.048873579,0.200062833,0.446808646,0,1.022386948,0,0.665459206,0,1.176511418
SLC20A1,48.54039262,58.47273763,63.57376705,70.73802247,57.21876224,44.14419945,45.08100236,77.46790203,81.97915584,62.25748767,56.64839585,37.55810919,69.89627379,38.54705954,52.65367187,46.10533256,58.15596634
SLC20A2,15.66069338,15.53676619,8.32802275,11.06280879,14.75145623,9.763116427,12.53596358,3.535219056,4.614485571,13.75233785,13.85187106,10.53921221,7.047443397,16.85859457,14.43483807,11.58005635,14.2799979
SLC22A1,1.213276744,0,0,4.183426607,1.242805937,0,0,4.327699273,0,1.992666863,0.801674728,0,1.364794577,0,0.936999228,0,1.303348391
SLC22A10,0,0,0,0,0,0,0,0,0,0,0.044824938,0,0,0,0,0,0.052321325
SLC22A11,1.118383871,0,0,1.294274978,0,1.197701894,0,3.208963852,0,0.637764586,0.320622207,0,1.317714889,1.238833331,0.327875316,0.580184218,0.569783625
SLC22A12,0,0,0,0,0,0,0,0,0,0.125407742,0,0,0,0,0,0,0
SLC22A13,0,0,1.94861158,4.245559262,0,0,0,0,0.948165064,0.401130434,0.044917695,0,0,0,0.140536614,0.955334555,0.399614042
SLC22A14,0,0,0,0,0,0,0,0,1.704584834,0.162607859,0.060564943,0,0,0,0.105576968,0,0.081015708
SLC22A15,3.39874385,5.159723888,4.488868577,10.13677484,0,4.769151717,4.347857141,10.82793861,16.12740393,5.26330682,4.796390325,25.55741083,8.717409268,9.433170306,4.29039799,5.200206566,6.152298833
SLC22A16,0,0,0,1.253489545,0,0,0,2.599266169,0,0.678105986,0.544085,1.410958476,3.898218364,0,0.433386665,0,0.698892571
SLC22A17,12.77748735,9.066935757,8.285841767,6.209222923,16.52933824,11.80641714,8.81143383,3.793907996,8.962061511,8.059418622,9.309887785,8.338165812,6.094603861,8.747839245,9.484058906,9.21845496,8.30011235
SLC22A18,26.08030539,18.9347493,35.10881418,24.87102928,28.16717746,20.81270001,34.76576927,39.11048059,41.3425795,34.45342252,26.84925448,19.06377284,34.00648701,36.39860869,26.41591885,31.01775588,29.88166699
SLC22A18AS,0,0,0,2.33250682,0,2.110714768,0,2.377418413,0,0.627347696,0.646898139,2.243359963,3.219727545,2.07323642,0.464504971,0,0.656515569
SLC22A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A23,7.781718169,3.768620637,3.122519413,3.140131397,4.657141841,4.987308622,6.690042772,0.855090214,2.068392704,5.549021941,5.146619712,8.651763753,3.488611608,1.868731623,4.99563338,2.926884784,5.267045616
SLC22A24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A25,0,0.670624925,0.702838481,0,0,0,0,0,0,0.231006546,0.47933817,0,0.756005045,0,0.301967072,0,0.223258448
SLC22A3,0.356827179,0,0,0.833436666,0,0,0,0,0,0.080799629,0.020163831,0.396501616,0,0,0.099821886,0.182583751,0.1007164
SLC22A4,9.107835392,5.868320861,10.59494694,5.574701743,9.778861047,1.984606525,13.19114527,17.23273337,11.92298376,11.58949184,9.936581789,16.05688533,10.9365419,7.815189277,10.45209752,9.383122244,8.469519707
SLC22A5,15.43660023,11.32143472,7.914865253,7.934934124,18.74960525,21.99049067,14.09232867,3.771623138,8.759707636,17.3181046,14.65548005,13.23638461,10.15509092,11.83609743,13.66752831,14.14106314,13.16294682
