Symbol,myeloid.dendritic.cells,macrophages,neutrophils,B.cells,NK.cells,memory.CD4.T.cells
TRBV19,2.5,6.0,27.0,10.1,5.1,49.8
TRBV21-1,16.7,18.7,5.9,16.5,37.4,20.1
TRBV5-2,1.8,1.5,6.5,3.4,3.0,10.6
TRDC,14.9,4.6,6.5,5.9,3655.8,128.8
TRDMT1,67.9,63.9,60.7,53.9,52.6,111.7
TRDN,2.1,5.7,5.4,2.2,12.5,1.3
TRDV2,5.4,18.9,29.4,9.2,27.7,121.7
TRDV3,1.6,13.2,25.0,11.5,1581.3,79.8
TREH,0.7,0.7,2.5,2.0,1.4,3.5
TREM1,26.9,732.9,4994.8,27.1,31.1,31.1
TREM2,956.5,613.3,4.4,3.9,3.5,4.8
TREML2,41.2,22.6,383.9,65.3,11.6,48.7
TREX1,122.7,96.3,142.3,100.0,88.9,71.8
TREX2,0.7,0.9,2.2,1.0,1.3,2.7
TRGC2,3.9,63.4,8.6,5.9,1691.2,381.6
TRGV7,4.8,13.0,21.9,10.8,49.4,14.2
TRGV9,3.9,63.4,8.6,5.9,1691.2,381.6
TRH,7.4,2.6,9.5,2.2,3.6,14.9
TRHDE,2.2,2.9,12.4,5.4,17.0,1.6
TRHR,0.7,3.2,2.1,4.2,1.9,53.7
TRIAP1,647.5,476.5,57.2,393.8,496.7,453.2
TRIB1,337.7,348.2,8022.0,424.3,92.1,113.7
TRIB2,29.2,21.8,3.1,96.7,65.7,789.2
TRIB3,179.4,163.4,109.4,316.4,247.2,191.9
TRIL,13.6,15.8,19.8,7.5,26.2,58.9
TRIM10,8.7,5.4,12.4,11.0,14.1,12.4
TRIM13,258.2,148.0,126.0,525.2,307.5,239.4
TRIM14,43.9,26.8,2.9,24.3,28.2,31.8
TRIM15,1.0,2.5,2.0,2.4,3.3,5.2
TRIM16,37.9,51.3,20.5,31.1,53.6,77.7
TRIM17,0.9,0.9,7.7,4.8,2.9,4.1
TRIM2,2.0,2.1,4.5,2.7,4.6,12.3
TRIM21,199.5,198.3,473.4,244.3,413.9,299.9
TRIM22,937.6,736.1,4863.9,2468.4,2493.4,1718.7
TRIM23,9.8,16.4,13.5,5.8,6.1,19.9
TRIM24,354.1,223.5,172.7,182.3,144.5,118.8
TRIM25,8.1,40.7,127.9,60.4,38.0,121.6
TRIM26,129.5,86.2,249.6,242.5,251.2,267.1
TRIM27,70.8,156.2,137.5,92.8,72.5,185.0
TRIM28,198.8,128.4,104.7,100.0,287.9,286.6
TRIM29,1.6,12.9,4.8,5.1,6.9,12.9
TRIM3,1.2,2.1,1.9,1.0,1.1,4.2
TRIM31,2.1,6.7,8.5,5.1,8.2,8.1
TRIM32,183.9,202.6,19.2,157.1,258.7,213.6
TRIM33,6.5,7.8,20.9,8.5,5.2,5.0
TRIM34,181.7,96.1,116.6,304.2,184.3,116.6
TRIM36,156.5,61.2,15.9,12.0,32.4,38.3
TRIM37,297.8,233.0,138.0,533.4,520.3,351.3
TRIM38,96.6,142.8,302.6,139.0,129.5,218.8
TRIM39,49.1,64.2,20.6,154.4,101.8,143.6
TRIM39-RPP21,49.1,64.2,20.6,154.4,101.8,143.6
TRIM44,102.7,120.4,27.1,203.9,272.9,291.7
TRIM45,32.5,48.5,99.7,27.7,52.0,78.4
TRIM46,2.8,1.5,5.6,2.3,4.9,11.1
TRIM48,15.2,10.6,49.3,6.6,36.2,113.5
TRIM49,4.7,5.7,3.6,9.7,16.4,45.0
TRIM49C,4.7,5.7,3.6,9.7,16.4,45.0
TRIM49D1,15.2,10.6,49.3,6.6,36.2,113.5
TRIM49D2P,15.2,10.6,49.3,6.6,36.2,113.5
TRIM5,115.6,67.5,71.2,123.2,132.5,70.1
TRIM52,126.4,63.9,71.9,534.0,397.2,287.4
TRIM58,0.6,3.3,4.9,0.3,0.3,1.8
TRIM6-TRIM34,181.7,96.1,116.6,304.2,184.3,116.6
TRIM62,41.3,20.2,54.5,48.8,87.4,55.4
TRIM66,18.0,27.7,91.7,30.6,60.4,149.9
TRIM68,142.2,130.0,15.6,177.6,298.4,149.8
TRIM8,927.8,393.1,1267.1,369.4,437.2,283.3
TRIM9,8.9,13.5,43.7,14.7,22.4,31.4
TRIO,1.8,0.9,1.6,1.5,1.7,4.0
TRIOBP,71.7,87.4,378.1,29.8,67.4,104.0
TRIP10,43.1,91.7,45.6,37.7,50.3,77.4
TRIP11,28.9,53.1,8.6,29.2,41.8,81.3
TRIP12,844.9,795.7,745.1,974.3,817.1,800.9
TRIP13,35.0,49.3,56.8,53.6,55.4,56.9
TRIP4,327.2,283.9,224.3,279.6,359.1,265.5
TRIP6,15.0,17.9,4.7,4.4,2.0,4.9
TRIT1,217.0,107.5,15.9,180.0,150.2,217.1
TRMT1,1.2,8.5,2.8,1.0,1.8,44.4
TRMT11,93.3,116.6,16.8,257.2,156.3,147.4
TRMT112,261.7,478.9,258.8,510.7,464.2,557.3
TRMT12,195.6,130.3,183.1,118.9,158.9,133.5
TRMT13,129.3,65.1,6.6,671.1,305.6,163.9
TRMT1L,204.4,95.4,42.4,253.9,79.5,53.7
TRMT2A,8.0,25.4,16.7,24.3,31.0,57.6
TRMT2B,59.8,88.2,148.9,148.6,248.1,344.2
TRMT44,10.5,7.0,16.9,10.5,11.8,42.1
TRMT5,1039.3,935.3,870.6,1504.1,1081.2,1164.8
TRMT61A,17.4,11.1,31.1,38.7,32.8,56.8
TRMT61B,227.1,204.7,6.3,545.2,341.6,186.3
TRMU,1.1,7.7,2.2,2.8,20.7,5.7
TRNAU1AP,66.3,65.9,28.0,124.8,104.6,11.9
TRO,0.3,1.7,1.6,1.4,2.7,1.1
TROAP,26.5,52.3,92.9,51.8,37.1,123.6
TROVE2,15.9,11.9,25.9,11.3,14.8,21.3
TRPA1,11.8,4.8,10.2,6.1,18.2,39.9
TRPC1,0.5,1.6,1.8,6.4,2.5,41.3
TRPC2,2.7,1.4,4.4,1.8,3.3,4.4
TRPC3,4.2,1.7,25.2,9.9,33.2,17.5
TRPC4,2.7,1.1,3.8,0.7,2.6,2.9
TRPC4AP,34.5,61.1,197.0,23.6,53.7,162.7
TRPC5,9.7,10.8,0.9,16.7,25.3,4.9
TRPC6,5.6,8.0,22.9,12.7,23.4,6.5
TRPC7,0.8,0.9,2.3,0.8,1.2,2.2
TRPM1,4.2,2.4,16.4,7.9,15.2,32.6
TRPM2,34.3,46.5,127.5,19.7,69.7,58.6
TRPM3,11.1,8.8,16.4,10.6,13.2,21.0
TRPM4,2.2,3.1,7.5,2.9,1.6,7.3
TRPM6,2.1,3.9,149.8,28.5,7.8,57.5
TRPM8,16.4,7.7,23.7,6.7,15.2,60.3
TRPS1,119.2,110.0,40.5,59.0,77.3,85.2
TRPV1,3.2,4.6,12.3,2.9,7.3,15.3
TRPV2,581.1,744.4,99.7,156.4,322.6,317.3
TRPV4,9.8,11.6,17.9,2.0,18.1,18.3
TRPV5,21.9,25.1,61.1,6.8,18.5,49.1
TRPV6,19.2,24.1,3.4,16.4,9.3,11.4
TRRAP,19.3,49.1,47.1,29.5,32.0,285.1
TSC1,283.3,235.8,176.4,342.1,383.1,306.8
TSC2,17.0,4.3,4.3,25.9,48.2,68.7
TSC22D1,281.6,1093.6,25.1,192.5,376.3,216.7
TSC22D2,4.2,6.1,4.3,0.5,5.2,16.9
TSC22D3,12.7,11.7,366.5,31.5,53.6,155.6
TSC22D4,37.4,41.9,108.3,7.1,59.3,56.5
TSEN2,45.6,39.3,4.7,45.6,40.0,76.8
TSEN34,230.4,302.9,1356.1,278.9,340.6,188.5
TSFM,25.3,23.8,3.1,21.4,17.3,7.5
TSG101,705.8,492.7,836.2,347.7,541.2,330.8
TSGA10,3.9,1.7,27.4,15.8,31.4,3.0
TSHB,34.1,35.1,57.1,37.1,75.1,157.2
TSHR,0.9,1.6,2.7,6.6,1.3,1.4
TSHZ2,13.6,5.5,25.8,43.8,15.0,44.0
TSKS,18.6,20.3,26.2,8.6,17.9,15.2
TSKU,22.9,79.0,10.5,6.7,14.1,12.6
TSN,48.1,57.1,9.6,63.0,43.5,84.4
TSNAX,615.4,433.3,414.5,486.8,537.7,216.1
TSNAX-DISC1,15.8,21.4,97.7,7.9,49.2,96.3
TSNAXIP1,4.6,18.9,25.4,26.2,31.8,31.1
TSPAN1,6.6,5.9,17.1,5.0,14.8,119.2
TSPAN12,0.7,0.5,3.1,0.4,1.9,6.4
TSPAN13,69.3,205.7,28.9,2503.6,45.9,70.6
TSPAN14,264.7,375.8,307.9,87.2,403.6,422.9
TSPAN15,16.2,63.6,39.1,8.2,16.2,45.7
TSPAN2,3.0,4.3,24.7,4.9,25.4,20.3
TSPAN3,191.0,568.7,2.2,311.9,66.1,8.3
TSPAN31,140.2,188.4,52.6,89.3,233.8,249.1
TSPAN32,137.1,83.7,127.8,105.0,304.2,200.4
TSPAN4,29.4,137.6,17.0,17.8,18.3,74.8
TSPAN5,1.0,2.4,23.7,3.8,24.6,117.0
TSPAN6,1.4,12.0,8.1,8.6,11.0,8.4
TSPAN7,15.3,22.4,31.8,17.2,58.4,71.0
TSPAN8,5.6,5.8,25.2,12.0,15.7,62.3
TSPAN9,2.3,2.2,8.4,2.8,3.0,39.8
TSPO,845.7,1987.0,2059.5,325.7,507.1,258.8
TSPO2,11.5,4.1,15.6,7.0,7.7,17.8
TSPY1,0.7,0.4,2.4,0.8,2.6,4.2
TSPY10,0.7,0.4,2.4,0.8,2.6,4.2
TSPY13P,12.9,13.0,45.7,20.8,34.5,51.2
TSPY3,0.7,0.4,2.4,0.8,2.6,4.2
TSPY4,0.7,0.4,2.4,0.8,2.6,4.2
TSPY8,0.7,0.4,2.4,0.8,2.6,4.2
TSPYL1,681.5,549.0,492.6,895.9,600.0,223.7
TSPYL2,23.3,25.0,162.6,119.6,210.5,292.5
TSPYL4,136.5,115.4,130.2,531.2,406.4,190.1
TSPYL5,105.3,107.3,10.6,253.3,90.4,96.3
TSR1,56.7,41.3,3.1,39.8,36.3,23.2
TSR2,90.7,129.2,53.8,107.8,185.7,184.0
TSR3,0.6,0.9,2.1,1.1,1.1,1.9
TSSC1,219.2,176.1,82.3,249.0,248.0,298.5
TSSC4,36.1,34.5,51.7,29.5,69.9,54.4
TSSK1B,1.3,0.9,1.9,1.8,1.4,7.2
TSSK2,3.8,3.6,8.5,2.9,6.6,5.7
TST,418.8,340.8,174.1,60.5,59.3,12.4
TSTA3,21.2,27.0,6.9,36.7,80.0,30.5
TSTD2,136.0,105.0,57.9,246.0,351.6,110.6
TTBK2,6.6,7.6,18.6,23.8,20.0,29.5
TTC1,159.5,243.4,228.4,199.1,297.0,235.9
TTC12,15.5,8.4,3.5,35.1,5.7,26.7
TTC13,266.8,229.7,97.6,748.8,467.8,405.5
TTC17,178.3,119.5,316.2,517.1,241.6,308.0
TTC18,28.6,31.7,89.6,29.5,82.1,33.9
TTC19,195.5,163.7,119.4,421.4,487.5,583.3
TTC21B,3.3,3.4,2.3,25.7,6.9,11.5
TTC22,0.2,0.3,0.7,0.3,0.6,0.9
TTC23,36.7,63.4,70.8,27.8,15.9,65.8
TTC26,4.1,12.4,32.9,4.0,17.5,8.2
TTC27,161.9,101.9,3.6,336.0,191.2,284.0
TTC28,20.5,81.2,6.6,17.6,22.6,6.5
TTC3,48.7,117.6,4.5,12.4,21.8,229.3
TTC30A,17.7,16.8,25.2,18.9,17.9,25.2
TTC31,138.2,133.5,76.9,366.8,354.1,180.1
TTC33,88.5,64.7,38.3,104.8,102.4,57.9
TTC37,84.2,104.5,4.9,160.3,130.2,160.3
TTC38,1.4,3.4,4.7,3.5,3.7,13.7
TTC39A,0.7,1.4,7.0,0.9,1.0,4.4
TTC3P1,48.7,117.6,4.5,12.4,21.8,229.3
TTC4,71.6,85.5,3.5,99.4,80.0,50.3
TTC40,11.2,12.3,4.1,12.5,18.9,29.6
TTC9,4.1,1.3,4.1,108.6,2.9,12.8
TTF1,34.7,59.6,79.8,52.4,45.3,144.2
TTF2,53.7,37.8,10.0,58.4,37.3,9.3
TTI1,111.6,88.9,47.9,108.5,103.4,82.4
TTI2,49.1,53.0,76.5,83.9,116.4,131.1
TTK,34.3,69.4,9.8,41.5,37.2,44.1
TTLL1,25.6,3.3,19.0,24.5,58.1,91.8
TTLL12,211.9,180.0,188.0,150.0,178.6,194.2
TTLL3,35.7,16.0,72.1,25.6,42.7,21.1
TTLL4,41.3,48.4,20.2,20.5,5.8,12.1
TTLL5,1.1,2.7,1.8,0.8,1.1,4.8
TTLL7,14.6,2.4,12.6,3.1,36.5,9.5
TTN,20.0,26.2,62.2,258.4,88.1,206.4
TTPA,8.6,14.7,70.0,27.7,43.9,38.2
TTPAL,40.1,44.0,88.8,59.4,70.4,87.2
TTR,52.9,58.9,38.5,18.0,42.1,28.2
TTTY1,20.7,24.3,42.0,22.7,21.2,67.7
TTTY14,11.3,1.4,3.7,1.1,1.8,2.2
TTTY15,47.6,16.0,24.7,26.3,63.8,106.5
TTTY1B,20.7,24.3,42.0,22.7,21.2,67.7
TTTY2,10.4,4.2,45.8,7.2,55.4,19.4
TTTY2B,10.4,4.2,45.8,7.2,55.4,19.4
TTTY9A,13.9,22.5,20.4,39.5,49.4,90.3
TTTY9B,13.9,22.5,20.4,39.5,49.4,90.3
TTYH1,0.6,1.6,4.0,0.9,1.5,2.0
TUB,6.3,11.2,16.6,10.0,15.9,21.1
TUBA1A,6531.3,3085.5,10249.1,1728.4,1699.0,779.9
TUBA1B,4021.9,3284.2,6138.9,1221.1,1752.2,1572.2
TUBA1C,4231.2,3278.7,9289.2,1019.1,1324.2,1700.8
TUBA3C,123.9,56.0,119.0,56.5,43.4,14.3
TUBA3D,123.9,56.0,119.0,56.5,43.4,14.3
TUBA4A,637.6,355.1,1636.0,499.7,353.1,337.7
TUBA4B,38.4,29.6,61.2,76.0,88.5,84.5
TUBA8,20.8,18.1,32.8,13.6,26.2,80.1
TUBAL3,3.9,7.6,41.9,13.1,28.4,9.5
TUBB,679.6,1184.5,202.1,210.6,276.3,620.3
TUBB1,3.1,21.1,8.6,4.9,6.6,17.3
TUBB2A,6.3,26.2,14.7,2.5,4.1,10.8
TUBB2B,6.3,6.5,14.7,2.5,4.1,10.8
TUBB3,198.6,193.8,88.8,53.4,70.1,41.5
TUBB4A,24.1,44.7,45.0,24.8,50.5,49.2
TUBB4B,452.0,661.5,312.9,125.8,151.1,123.9
TUBB4BP7,40.8,43.3,42.9,32.9,50.0,92.6
TUBB6,1184.7,814.2,12.4,232.5,10.7,9.2
TUBB7P,1.4,1.2,2.2,1.2,1.6,3.1
TUBB8P2,13.8,17.5,28.8,4.4,24.9,9.5
TUBBP5,16.3,2.6,18.5,11.7,5.6,38.4
TUBD1,18.6,12.4,11.5,30.0,30.2,95.9
TUBG1,108.7,106.2,1.9,44.7,41.6,6.0
TUBG2,35.8,33.1,10.8,42.1,41.0,88.5
TUBGCP2,18.3,26.6,8.3,5.4,10.0,16.5
TUBGCP3,15.7,25.8,6.2,14.7,26.9,54.8
TUBGCP4,86.8,83.7,38.0,75.3,93.1,171.2
TUBGCP5,19.8,20.0,2.5,27.0,19.3,42.5
TUFM,561.0,483.6,98.4,550.7,579.5,286.8
TUFT1,69.0,71.3,224.8,62.9,63.6,104.0
TUG1,90.8,184.4,372.8,81.5,308.4,641.5
TULP1,18.3,7.0,25.1,10.0,16.8,31.3
TULP2,15.1,51.3,88.3,28.4,37.9,14.4
TULP3,15.4,17.4,8.4,25.2,55.7,72.2
TULP4,131.4,150.6,22.6,212.0,225.8,212.2
TUSC2,44.3,89.4,62.9,31.3,9.1,18.1
TUSC3,7.4,8.6,7.8,10.7,17.8,22.0
TUT1,2.2,3.6,9.4,35.8,25.2,30.0
TVP23B,242.0,256.1,58.2,267.1,132.6,46.8
TWF1,2.5,4.6,8.1,9.4,3.3,55.6
TWF2,207.4,220.5,243.9,95.7,120.4,150.8
TWIST1,4.6,3.6,6.2,7.2,20.5,34.0
TWISTNB,15.6,17.7,18.1,27.4,35.1,39.4
TWSG1,35.9,60.1,2.7,6.2,2.8,2.0
TXK,12.7,3.9,34.9,16.6,516.8,336.7
TXLNA,70.9,128.0,37.2,78.1,64.2,120.7
TXLNG,8.3,11.6,2.0,13.9,5.2,47.2
TXLNGY,15.5,5.2,3.4,5.1,3.0,167.3
TXN,251.6,202.1,290.9,88.6,98.5,71.0
TXN2,91.1,148.3,91.7,66.8,75.4,135.6
TXNDC15,311.7,252.8,44.9,586.7,378.6,187.6
TXNDC5,542.3,540.9,54.4,4907.6,288.4,241.8
TXNDC9,790.8,790.4,78.4,565.4,495.2,258.1
TXNIP,375.1,684.9,1674.7,602.3,783.2,10955.6
TXNL1,1622.8,1426.2,749.9,1296.4,1122.4,884.3
TXNL4A,12.3,24.3,18.7,7.7,10.7,78.7
TXNL4B,109.6,101.9,278.1,195.7,285.7,195.5
TXNRD1,1138.5,1382.9,959.8,323.0,476.9,348.6
TXNRD2,20.0,14.0,30.2,10.3,5.1,54.1
TXNRD3,48.3,37.6,7.7,3.0,12.1,51.7
TXNRD3NB,48.3,37.6,7.7,3.0,12.1,51.7
TYK2,206.4,202.4,662.6,269.9,466.6,154.2
TYMP,23.2,33.1,325.5,14.2,33.5,45.8
TYMS,4.9,2.2,2.5,2.5,2.3,17.4
TYR,27.0,60.3,43.9,28.8,48.7,58.1
TYRO3,6.8,10.4,6.9,8.6,16.3,6.3
TYROBP,1865.8,3391.4,5009.1,23.2,1470.9,23.4
TYRP1,6.8,9.6,21.1,16.5,21.6,28.3
TYW1,97.1,96.0,41.3,205.8,295.1,308.0
U2AF1,201.7,441.2,397.9,492.4,419.8,776.0
U2AF2,11.6,2.9,31.0,3.1,3.6,13.4
U2SURP,138.8,46.0,28.8,151.3,124.8,79.7
U47924.30,52.5,46.8,57.0,165.7,135.0,218.5
U50535,70.1,51.9,130.8,146.2,362.8,555.2
UAP1,174.2,280.3,37.0,345.2,290.1,84.3
UAP1L1,81.2,91.9,2.5,33.9,40.9,80.4
UBA1,304.8,555.3,742.0,489.6,913.4,468.5
UBA2,814.5,525.4,17.2,759.3,555.6,377.3
UBA3,782.7,435.8,472.9,861.9,572.1,410.1
UBA5,121.2,80.9,4.7,192.9,211.7,336.8
UBA52,1407.0,2576.7,1310.5,3202.5,1406.7,11073.4
UBA6,13.3,18.4,8.6,9.2,38.6,66.7
UBA7,110.1,104.1,147.2,445.9,377.9,272.5
UBAC1,122.3,177.1,33.9,155.0,162.5,23.3
UBAP1,153.5,202.1,917.0,145.2,205.1,129.1
UBAP2,123.7,129.9,3.3,161.1,142.3,218.0
UBAP2L,45.8,47.5,56.8,54.9,84.7,102.3
UBASH3A,0.7,4.3,1.8,1.1,4.6,234.9
UBB,5306.6,6176.6,3919.9,6150.9,6539.9,7562.0
UBBP1,185.4,283.3,170.7,137.7,200.2,136.8
UBBP2,18.1,40.6,22.7,24.3,35.8,24.4
UBBP4,185.4,283.3,170.7,137.7,200.2,136.8
UBC,2691.7,3182.5,10371.1,1315.3,1614.8,6309.6
UBD,53.4,1.8,34.0,5.2,15.7,17.8
UBE2A,193.8,205.7,454.0,246.3,194.3,168.7
UBE2B,9.4,9.9,62.0,17.7,30.9,32.7
UBE2C,51.1,121.4,207.9,53.7,109.2,167.1
UBE2D1,2.4,3.5,4.1,10.4,2.2,10.3
UBE2D2,62.7,66.1,70.0,179.7,81.0,97.7
UBE2D3,702.1,782.3,3201.4,740.8,813.3,734.6
UBE2D4,29.7,29.4,8.5,39.2,43.9,50.1
UBE2E1,1401.9,1147.5,187.6,959.1,522.6,318.0
UBE2E3,633.1,362.5,114.7,480.4,522.8,201.2
UBE2G1,333.3,306.0,205.7,753.5,361.7,198.7
UBE2G2,21.5,47.1,14.8,31.1,40.0,199.3
UBE2H,50.9,126.1,133.2,59.9,40.6,146.5
UBE2I,16.8,9.6,6.7,6.9,8.5,17.7
UBE2J1,168.4,200.8,680.0,818.0,113.6,59.8
UBE2K,368.9,261.3,74.0,191.4,154.6,98.2
UBE2L3,40.8,62.0,38.2,59.0,94.2,111.9
UBE2L6,242.8,428.8,1087.2,293.5,443.5,574.7
UBE2M,47.4,227.6,109.6,7.2,9.1,69.6
UBE2N,196.7,188.4,71.7,300.7,143.2,212.5
UBE2NL,177.8,133.2,178.1,192.7,303.6,464.0
UBE2O,2.1,14.3,5.3,10.4,6.3,20.8
UBE2Q1,593.3,575.8,422.4,897.9,1020.4,499.8
UBE2S,26.0,103.3,65.1,6.0,38.7,41.3
UBE2V1,229.1,238.2,34.7,152.1,129.1,159.5
UBE2V1P9,21.1,15.9,15.4,20.5,15.6,41.6
UBE2V2,229.1,238.2,34.7,152.1,129.1,124.5
UBE2V2P3,2.0,2.4,7.3,2.0,2.4,7.5
UBE2W,96.7,85.0,120.3,42.6,41.5,69.1
UBE2Z,483.2,700.0,254.9,292.8,297.4,805.3
UBE3A,2.4,1.6,2.4,0.9,1.5,5.3
UBE3B,19.9,40.7,22.3,20.7,28.0,87.5
UBE3C,348.7,340.2,61.9,350.6,420.4,310.8
UBE4A,909.7,931.1,857.2,1350.0,1241.9,815.8
UBE4B,21.4,43.5,11.3,4.9,4.4,69.8
UBFD1,42.4,36.7,17.0,49.5,50.5,36.8
UBIAD1,35.0,35.5,8.1,97.1,85.1,86.4
UBL3,838.7,377.4,462.0,360.6,447.9,165.0
UBL4A,253.7,307.1,15.2,158.1,194.1,206.1
UBL5,384.0,514.2,346.2,508.9,284.1,242.7
UBN1,43.0,58.7,762.3,36.2,93.0,91.2
UBOX5,40.6,35.9,18.2,44.0,51.3,33.4
UBP1,457.0,289.4,102.0,808.3,695.2,294.7
UBQLN2,734.6,437.1,1264.0,346.9,400.7,276.5
UBQLN3,15.3,8.8,28.2,17.2,40.0,82.9
UBQLN4,27.7,53.9,100.9,42.4,64.2,56.4
UBR2,5.2,6.5,18.5,12.9,19.8,44.2
UBR4,2.4,2.4,26.0,14.4,12.9,14.8
UBR5,175.4,148.1,84.7,540.1,286.8,243.5
UBR7,152.3,252.1,90.3,433.5,292.6,161.2
UBTD1,48.3,66.7,56.5,21.4,23.7,17.5
UBTF,1.1,13.3,11.6,1.5,17.4,44.7
UBXN1,2.4,11.8,5.4,29.1,5.2,9.8
UBXN2B,560.2,401.9,1396.0,190.8,213.8,72.4
UBXN4,96.5,163.1,197.6,68.7,93.3,334.1
UBXN6,36.7,60.4,46.0,38.3,30.2,27.3
UBXN7,39.3,74.2,66.8,34.9,58.6,130.6
UBXN8,104.5,137.3,47.2,148.7,144.9,49.9
UCHL1,211.4,284.2,88.8,57.3,50.4,139.4
UCHL3,306.6,495.9,34.0,179.7,208.4,67.0
UCHL5,58.8,34.2,19.2,40.3,51.5,45.9
UCK2,77.4,74.1,11.0,59.6,46.9,11.5
UCKL1,77.0,98.4,33.5,279.9,238.5,106.0
UCN,5.3,2.2,1.7,19.3,12.8,7.3
UCP1,4.4,14.0,29.0,5.1,4.8,13.3
UCP2,317.9,528.9,160.9,528.1,597.3,517.3
UCP3,9.9,1.1,2.3,4.4,20.3,4.1
UEVLD,85.9,95.1,55.0,37.6,61.4,60.2
UFC1,455.1,654.3,44.7,541.5,385.4,483.5
UFD1L,231.8,257.9,230.5,203.1,130.0,237.3
UFL1,65.0,80.1,23.7,71.5,42.1,95.7
UFM1,517.3,400.6,103.6,737.1,588.9,373.2
UFSP2,134.5,108.7,24.1,127.4,150.6,120.2
UGCG,12.4,77.2,45.0,20.4,2.6,64.1
UGDH,434.9,242.4,5.3,252.0,184.7,93.2
UGGT1,125.7,110.9,121.7,71.9,97.7,111.4
UGGT2,83.7,60.3,8.6,43.0,20.3,15.5
UGP2,2089.7,1396.2,1030.7,889.3,912.9,1263.5
UGT1A1,5.9,4.6,10.3,9.4,17.2,20.2
UGT1A10,16.6,4.6,10.3,9.4,17.2,20.2
UGT1A3,5.9,4.6,10.3,9.4,17.2,20.2
UGT1A4,16.6,4.6,10.3,9.4,17.2,20.2
UGT1A5,5.9,4.6,10.3,9.4,17.2,20.2
UGT1A6,16.6,4.6,10.3,9.4,17.2,20.2
UGT1A7,16.6,4.6,10.3,9.4,17.2,20.2
UGT1A8,5.9,4.6,10.3,9.4,17.2,20.2
UGT1A9,5.9,4.6,10.3,9.4,17.2,20.2
UGT2A1,5.7,5.5,9.8,10.8,17.1,40.9
UGT2A2,5.7,5.5,9.8,10.8,17.1,40.9
UGT2A3,0.2,4.4,14.8,7.3,9.8,3.1
UGT2B15,3.4,3.2,11.6,2.8,19.5,29.0
UGT2B17,0.5,0.6,1.0,1.2,2.5,32.6
UGT2B28,6.2,3.8,8.4,5.9,5.8,16.1
UGT2B4,0.2,0.7,0.6,1.9,1.3,1.8
UGT8,2.0,18.9,45.0,32.2,6.0,28.5
UHRF1BP1L,8.8,9.2,28.3,7.5,21.3,34.6
UIMC1,104.5,80.0,1072.3,451.5,387.4,385.0
ULBP1,21.7,28.0,47.2,25.7,48.1,53.5
ULBP2,2.5,2.9,1.8,1.2,4.6,14.5
ULK1,5.2,25.7,95.4,43.8,30.5,44.2
ULK2,31.3,27.0,8.2,3.4,9.4,10.7
ULK4,9.5,27.1,30.2,3.9,13.8,90.0
UMOD,9.2,14.0,47.9,27.0,36.9,21.5
UMPS,16.8,15.1,4.9,28.7,48.5,49.3
UNC119,35.6,27.4,215.7,76.0,66.1,13.5
UNC119B,151.3,118.6,34.6,277.4,272.1,190.2
UNC13A,2.0,1.7,6.4,6.7,4.7,11.4
UNC13B,115.4,134.8,44.9,37.7,56.6,15.2
UNC45A,31.8,52.5,32.8,16.7,83.9,103.9
UNC50,843.0,699.1,231.7,608.0,665.7,259.5
UNC5B,41.6,16.3,22.7,19.9,5.3,13.0
UNC5C,7.4,14.1,18.8,14.5,30.5,47.8
UNC93A,0.9,1.4,3.2,1.2,2.3,6.0
UNC93B1,7.9,20.7,17.2,39.2,7.3,67.0
UNG,98.6,110.0,12.5,60.9,118.2,89.2
UNKL,9.6,25.3,39.7,10.8,3.2,82.6
UPB1,1.1,8.6,118.5,5.2,13.4,10.4
UPF1,35.0,50.5,56.9,22.6,44.7,49.2
UPF2,256.1,211.9,490.4,585.0,546.8,228.1
UPF3A,2.1,2.0,6.3,25.1,22.9,16.4
UPF3B,340.3,334.3,90.6,570.1,374.1,256.3
UPK1A,21.0,13.0,55.3,4.1,37.3,23.3
UPK1B,14.4,9.7,24.0,27.7,42.3,11.2
UPK2,13.9,21.1,48.0,10.8,14.0,72.8
UPK3A,1.3,1.5,5.0,3.9,7.2,6.2
UPK3B,2.3,3.0,5.2,1.7,3.0,6.4
UPK3BL,11.1,10.1,34.5,4.4,24.4,71.6
UPP1,340.8,347.8,469.9,5.9,196.2,142.8
UQCC1,184.3,135.2,11.1,223.9,184.4,165.3
UQCR10,711.4,1557.7,196.5,284.2,225.6,477.2
UQCR11,1702.5,1049.5,662.3,997.2,939.6,478.8
UQCRB,148.2,114.3,48.5,113.6,54.4,109.9
UQCRC1,848.8,631.3,12.7,129.2,262.9,35.5
UQCRC2,455.1,707.6,71.1,344.5,294.7,297.2
UQCRFS1,1326.8,1507.2,315.8,1190.2,1383.3,861.3
UQCRH,2287.3,1345.8,116.3,1877.8,635.3,505.2
UQCRHL,2287.3,1345.8,116.3,1877.8,635.3,505.2
UQCRQ,1379.0,1357.5,165.9,619.7,524.5,326.5
URB1,5.1,1.7,3.9,7.0,27.2,25.0
URB2,78.4,68.8,12.7,115.7,113.0,69.0
URGCP,114.1,66.9,7.5,120.3,160.1,102.4
URI1,27.5,21.6,3.8,32.1,18.2,42.6
URM1,154.9,141.3,59.9,118.9,159.0,183.7
UROD,12.1,3.6,2.1,21.9,22.4,7.8
UROS,140.1,108.6,48.1,113.4,156.9,116.6
USB1,80.7,76.8,771.9,109.1,254.6,134.7
