gene,B.cells,monocytic.lineage,CD4.T.cells,CD8.T.cells
RPL10A,1885.2061,1217.963,10.54,11.2473
RPL10L,57.2842,54.1035,6.43,3.58791
RPL11,2513.2619,1647.8083,12.37,11.6764
RPL12,2614.7052666666664,1727.2363666666668,10.806666666666667,11.350096666666666
RPL12P1,3607.3289,2376.5170000000003,11.5,12.4115
RPL13,92.7302,65.3512,7.27,7.1672199999999995
RPL13A,6219.8867,4874.4324,12.64,13.3929
RPL13AP17,7.4935,7.9315,3.92,3.25279
RPL13AP20,2618.3801,1827.4257,9.42,11.8559
RPL13AP3,110.6163,71.1868,6.7,7.576960000000001
RPL13AP5,6589.238,5653.2386,11.97,11.0697
RPL13AP6,135.5463,72.0386,7.37,7.24563
RPL13P5,99.6573,103.5169,6.08,6.32773
RPL14,2529.78715,1982.5851,11.265,8.185335
RPL15,3031.22905,2378.6172500000002,11.55,9.971205000000001
RPL17,1682.8733999999997,1127.8430666666666,11.376666666666667,9.916086666666667
RPL18,6748.9598,5941.9048,11.79,13.2481
RPL18A,3252.4893333333334,2456.7987,10.986666666666666,12.068533333333335
RPL19,1201.8642,1133.0667,9.42,12.493
RPL21,1867.4042250000002,1121.089,12.1,11.144725000000001
RPL21P28,2086.4677,1239.7644,12.14,11.3049
RPL21P44,16.5004,29.4836,7.94,5.65449
RPL22,45.236999999999995,28.4858,9.83,7.057580000000001
RPL22L1,61.6514,23.3141,8.14,5.02861
RPL22P11,185.7468,127.66825,8.855,8.068565
RPL23,233.64700000000002,188.0211,7.31,7.95748
RPL23A,4440.2897,3512.6638666666663,12.81,11.471366666666666
RPL23AP32,22.8582,25.0579,6.03,4.08686
RPL23AP53,34.7921,33.5463,3.71,4.64521
RPL23AP64,30.436999999999998,23.269000000000002,7.14,4.43854
RPL23AP7,632.786575,415.046375,8.974999999999998,8.4608075
RPL23P8,71.3624,50.7674,7.05,5.95335
RPL24,1651.1047,1097.55255,12.370000000000001,11.4113
RPL26,1211.1860000000001,730.3193,11.42,9.372910000000001
RPL26L1,287.27680000000004,187.20505,7.98,7.3028699999999995
RPL27,613.9414,366.9107,13.02,11.0631
RPL27A,264.41595,135.0168,7.855,8.70432
RPL28,958.2782,793.8753,9.38,12.9696
RPL29,508.7733,370.9718,8.02,8.8079
RPL3,5371.0319,4289.9094,11.53,12.9777
RPL30,4775.4035,3720.9565,12.84,12.7693
RPL31,463.4561,231.40900000000002,10.86,12.1227
RPL32,148.6989,127.4621,9.11,8.43554
RPL32P3,125.87,80.9443,8.06,7.340489999999999
RPL34,60.4454,41.1268,7.3,5.7415
RPL34-AS1,11.7506,22.2997,4.92,4.8330400000000004
RPL34P34,4033.8494,2499.1106,12.73,12.7
RPL35,1584.3767,1199.8423,12.69,11.3381
RPL35A,4346.269,3336.3718,12.71,12.4228
RPL36,1398.2768,1100.7324,8.05,9.90017
RPL36A-HNRNPH2,1189.2605,812.9794,10.886666666666665,7.901923333333333
RPL36AL,970.6759,694.0548,12.2,10.3201
RPL36AP40,9.8381,7.5507,3.55,2.97348
RPL37,287.3179,139.1035,9.44,8.07906
RPL37A,707.9387,369.9203,9.36,9.80402
RPL38,2817.3313,2486.886,12.88,12.7781
RPL39,2300.3227500000003,1730.743,12.48,12.03965
RPL39L,93.6291,54.5675,6.35,5.76512
RPL3L,54.591,55.3106,6.74,6.5066
RPL4,31.5137,30.6921,6.02,8.28988
RPL41,3893.3651666666665,3338.7833000000005,12.19,11.931935000000001
RPL5,3861.155533333333,2832.9168666666665,11.563333333333333,12.061433333333333
RPL6,3118.5720499999998,2420.5013,12.555,11.9208
RPL7,3631.1385333333333,2457.2503666666667,12.106666666666667,11.890766666666666
RPL7AP28,28.397,22.35,5.15,4.14609
RPL7AP66,1915.7748,1160.3264,11.47,11.3475
RPL7L1,778.3981,590.9726,6.55,9.35524
RPL8,6392.7057,5257.9434,9.75,13.0734
RPL9,2953.303075,1957.5038249999998,12.525,10.97207
RPLP0,5943.09185,4805.42515,10.5,12.751349999999999
RPLP1,3639.2990000000004,2881.7647,11.75,11.889000000000001
RPLP2,6328.7364,5004.5093,12.66,12.8949
RPN1,1144.9235,1930.0825,8.35,10.5309
RPN2,1438.4765,1861.0527,7.99,10.4128
RPP14,417.6924,394.2192,6.62,8.239310000000001
RPP21,592.6019,744.7022,7.85,8.977089999999999
RPP25,81.5737,128.7156,6.11,6.48286
RPP25L,175.3006,165.9174,6.45,7.88793
RPP30,938.0524,697.3904,7.81,9.391910000000001
RPP38,335.5857,266.9864,6.76,7.6702
RPP40,82.209,55.3152,3.89,6.35303
RPPH1,129.789,142.7695,7.03,8.8308
RPRD1A,395.8853,146.1201,7.02,7.841260000000001
RPRD1B,496.4253,400.7071,6.95,8.386610000000001
RPRD2,858.4511,590.994,8.07,9.85874
RPRM,23.6556,24.9095,5.23,4.61279
RPRML,85.3224,103.0215,6.4,7.304469999999999
RPS10,3379.067,2393.0062,12.09,12.4005
RPS10P7,115.9272,78.148,6.88,6.14827
RPS11,4745.9667,3808.1701,13.41,13.0288
RPS12,619.0984,298.79400000000004,12.19,10.2704
RPS13,4963.787,4138.6952,12.93,11.7028
RPS14,4748.9575,3980.7831,12.18,12.6781
RPS14P3,145.8517,109.9692,9.18,6.797960000000001
RPS15,2767.5925,2346.5187,10.82,9.93477
RPS15A,2988.6388,1791.9206,12.49,10.6927
RPS16,2215.815,1678.4618,12.65,11.8267
RPS17,4716.9826,3343.3837,12.75,12.3962
RPS18,2416.9097,1444.4738,12.97,11.739399999999998
RPS18P9,700.298,468.5846,9.91,9.60941
RPS19,3466.2753,2731.1968,11.33,12.8368
RPS19BP1,372.3575,328.1613,7.28,7.7381899999999995
RPS2,5601.617200000001,4572.703566666667,10.996666666666668,12.355966666666665
RPS20,3835.9795,2652.3939,13.06,8.81692
RPS20P27,243.7497,156.8927,9.49,9.19505
RPS21,249.5642,145.5207,11.4,8.67067
RPS23,533.0558,350.09,8.72,9.70403
RPS24,474.5026,345.3281,11.86,10.193
RPS25,2694.28735,1900.55995,12.42,11.981549999999999
RPS26,1905.1101,1625.1178333333335,11.75,10.102423333333332
RPS27,3279.747475,2376.557575,12.685,12.821425000000001
RPS27A,1036.8932333333335,665.7807333333334,12.103333333333333,10.250143333333332
RPS27L,148.4832,198.3071,7.33,7.1015
RPS28,7001.9384666666665,6365.008000000001,12.389999999999999,13.430366666666666
RPS29,239.6811,121.6897,10.9,10.2624
RPS2P32,331.5196,276.8874,7.52,8.70485
RPS3,5770.5515,4281.7671,13.24,12.9801
RPS3A,2218.769525,1276.387925,12.075000000000001,10.936175
RPS3AP25,1470.0975,829.8434,12.21,11.1222
RPS4X,4009.4846,3286.5577,13.0,12.2043
RPS4XP21,22.3099,18.6267,4.74,4.2350699999999994
RPS4Y1,682.7003,397.4433,4.25,3.8138099999999997
RPS4Y2,22.1947,15.5214,3.64,3.99569
RPS5,2049.1971,1230.5773,11.11,11.7129
RPS6,3938.54,2897.2859999999996,13.14,11.9023
RPS6KA1,723.8692,1220.6688,6.66,10.0797
RPS6KA2,161.1468,110.3358,5.97,6.14525
RPS6KA3,708.9484,1004.0921,10.29,11.0877
RPS6KA4,131.4627,179.9023,6.04,7.41185
RPS6KA5,130.2511,122.7364,6.68,7.8334600000000005
RPS6KA6,16.2655,10.4399,3.71,3.9104099999999997
RPS6KB1,337.5071,245.485,9.54,8.75067
RPS6KB2,440.5163,361.0779,6.72,9.10287
RPS6KC1,161.2154,235.7187,6.64,7.70167
RPS6KL1,41.7128,35.8556,6.21,6.17478
RPS6P6,37.9043,22.5074,4.7,5.1128800000000005
RPS7,948.6734,578.518,9.47,10.4512
RPS7P1,452.8916,253.2449,5.7,8.707230000000001
RPS8,3108.0361,2186.278,11.97,12.4953
RPS9,1482.0355,1160.2198,11.23,9.5617
RPSA,2894.9304,1803.9353500000002,11.879999999999999,11.65395
RPSAP52,5.232,4.9805,3.05,3.53606
RPSAP58,168.55519999999999,94.8968,6.12,5.44085
RPTN,6.7257,5.74,4.18,3.7572099999999997
RPTOR,189.7667,279.6203,5.95,8.71547
RPUSD1,157.8547,143.4485,6.05,7.49746
RPUSD2,144.6844,95.3861,6.44,7.38018
RPUSD3,874.7049,735.4074,6.38,8.7889
RPUSD4,181.44400000000002,130.2296,5.94,6.67895
RQCD1,1506.1026,1237.0621,7.58,10.2907
RRAD,19.1529,19.8868,4.94,5.45859
RRAGA,117.8256,124.9969,7.26,8.53383
RRAGB,140.9238,86.0437,7.59,5.87097
RRAGC,476.8338,599.0608,6.96,8.88368
RRAGD,841.6469999999999,723.0514,5.18,7.344860000000001
RRAS,650.3703,1544.1661,5.4,8.50786
RRAS2,561.8558,335.9195,8.14,9.3231
RRBP1,341.2491,414.4288,6.15,7.6625
RREB1,227.2488,515.8852,6.77,7.6714
RRH,9.2732,5.1007,3.45,3.9395300000000004
RRM1,1531.0555,904.9842,6.84,9.00281
RRM2,1351.6474,605.4481,4.91,6.99507
RRM2B,256.1777,233.2814,5.95,8.02834
RRN3,722.8998666666666,605.1587333333333,8.96,10.02106
RRN3P1,828.7361,783.0946,10.07,8.94988
RRNAD1,343.3391,317.1782,5.68,7.52849
RRP1,251.9063,281.4735,6.84,8.51287
RRP12,205.9856,324.6654,6.68,7.1573899999999995
RRP15,139.2489,126.8033,9.14,7.2155
RRP1B,630.6086,453.6997,7.53,9.342139999999999
RRP36,315.8085,240.4712,6.13,7.846889999999999
RRP7A,540.3067,346.1636,6.61,8.464960000000001
RRP7B,562.82915,396.203,6.045,7.024039999999999
RRP8,205.0263,142.418,6.79,8.05511
RRP9,326.9189,309.3784,6.67,7.139469999999999
RRS1,262.8464,294.2947,6.53,8.57126
RS1,11.9281,13.2942,4.72,4.60029
RSAD1,166.8279,195.8443,7.07,7.8695
RSAD2,163.9442,139.6797,5.63,6.77508
RSBN1,261.5263,206.9294,8.18,8.509910000000001
RSBN1L,197.1099,146.52200000000002,8.76,8.14303
RSC1A1,485.7192,482.9115,6.69,8.80053
RSF1,229.2619,154.9234,9.78,7.98597
RSG1,64.4826,58.2744,6.16,6.9618899999999995
RSL1D1,2532.9794,1991.297,10.18,10.6473
RSL24D1,481.865,278.4604,9.43,8.711739999999999
RSPH1,16.5768,13.3086,4.66,4.79478
RSPH10B2,15.4459,17.4375,3.9,4.02806
RSPH3,121.3207,178.7276,5.75,5.28031
RSPH4A,17.3495,16.4442,4.98,4.74316
RSPH6A,45.4242,49.6435,6.18,6.937810000000001
RSPH9,21.6469,24.7784,4.53,4.55244
RSPO1,42.787,54.7515,5.81,6.3582
RSPO2,20.4836,18.9306,4.71,4.54483
RSPO3,19.4111,19.9871,4.52,4.71366
RSPO4,47.9832,57.0019,6.17,6.29557
RSPRY1,340.2011,345.6076,7.04,8.29242
RSRC1,842.0065,682.9739,9.0,8.5963
RSRC2,579.2531,425.031,11.06,9.22833
RSRP1,313.2486,211.1606,7.58,8.611410000000001
RSU1,1281.6781,1666.0513,8.67,11.2195
RTBDN,21.8619,27.9266,4.78,4.9054400000000005
RTCA,950.6653,950.8186,10.11,9.98219
RTCB,1837.9668,1590.1002,7.81,8.97354
RTDR1,25.9959,24.1336,4.34,4.54856
RTEL1,108.0044,171.5988,5.82,6.818410000000001
RTF1,673.3715,569.7824,8.43,9.47556
RTFDC1,653.7665,661.6124,7.94,8.5685
RTKN,119.13799999999999,54.8898,6.57,4.63301
RTKN2,61.5428,57.7108,4.99,4.6778900000000005
RTL1,12.4243,11.3867,4.93,4.81137
RTN1,30.7354,376.066,4.78,4.86605
RTN2,63.7251,79.4922,6.05,5.792590000000001
RTN3,83.9275,112.5843,6.64,7.027430000000001
RTN4,344.1433,617.087,8.7,8.1388
RTN4IP1,147.9511,83.0825,6.84,6.21284
RTN4R,137.2714,122.4131,6.55,6.731889999999999
RTN4RL1,28.6989,28.7116,5.14,5.33796
RTN4RL2,66.4985,161.4923,6.48,7.03998
RTP1,39.0759,41.6326,5.59,4.3855900000000005
RTP2,32.0916,40.9115,5.56,4.84125
RTP3,15.2859,15.5888,4.6,4.25542
RTP4,185.3431,145.6623,5.89,6.91914
RTP5,53.4885,55.4686,7.38,6.827780000000001
RTTN,295.8862,145.6089,7.73,7.25445
RUFY1,562.3102,490.7676,7.67,8.83237
RUFY2,99.5369,76.7143,7.14,7.4894
RUFY3,262.8041,262.8228,6.36,7.679869999999999
RUFY4,62.3873,79.0513,5.83,6.6261399999999995
RUNDC1,245.2918,166.3649,4.95,7.2588
RUNDC3A,38.5268,39.071,5.6,4.95518
RUNDC3B,12.2452,10.9478,4.0,3.9588300000000003
RUNX1,650.8855,1075.8679,9.12,8.650739999999999
RUNX1T1,12.0466,11.3934,4.26,3.84329
RUNX2,437.2678,479.5104,7.63,8.892439999999999
RUNX3,1562.3581,1198.7451,7.7,10.8662
RUSC1,164.6345,157.0461,6.57,6.86088
RUSC1-AS1,41.32,42.1551,5.81,5.61632
RUSC2,67.3508,318.1849,5.42,4.9457
RUVBL1,612.1276,430.2675,8.3,9.2644
RUVBL2,518.2467,368.1619,6.27,7.948980000000001
RWDD1,460.3113,389.8417,8.84,7.44458
RWDD2A,85.37299999999999,45.8276,4.88,5.62066
RWDD2B,940.3172,482.6581,8.18,8.04299
RWDD3,88.4972,56.093999999999994,8.55,5.95406
RWDD4,326.923,299.10645,7.29,8.026775
RXFP1,5.2724,6.9504,2.97,3.55516
RXFP2,4.2371,4.2371,3.16,3.5910699999999998
RXFP3,73.3646,93.9956,6.53,6.9313
RXFP4,30.86,47.9938,6.13,5.49564
RXRA,43.2458,488.1388,6.39,5.57785
RXRB,351.0444666666667,335.5349,7.376666666666668,8.968063333333333
RXRG,10.9851,9.7711,4.21,3.72075
RYBP,460.6629,595.409,7.96,9.28379
RYK,349.5798,508.4902,8.61,8.99467
RYR1,37.1562,41.6322,5.76,5.15494
RYR2,15.5016,16.612000000000002,3.91,4.20458
RYR3,13.6018,12.1492,4.36,4.1498099999999996
S100A1,20.2267,17.3601,4.41,5.4302
S100A10,2668.3637,4669.9637,9.6,12.1189
S100A11,1815.1432,4581.8986,6.66,10.3909
S100A12,9.7576,155.0733,4.64,4.4408900000000004
S100A13,73.817,115.6608,5.48,6.595269999999999
S100A14,34.4341,36.4466,5.56,4.6054
S100A16,18.8887,132.9336,5.26,4.54076
S100A2,8.751,8.1942,5.01,4.99389
S100A3,14.215,24.9764,4.33,4.49948
S100A4,143.1442,270.4809,10.31,8.80442
S100A5,29.9454,31.0891,5.51,5.32748
S100A6,62.6821,218.2442,8.44,7.71062
S100A7,23.2571,16.88,5.43,5.20745
S100A7A,18.3552,17.8256,4.35,4.22159
S100A7L2,7.406000000000001,7.5057,3.61,3.43911
S100A8,29.8154,1072.4802,3.85,3.77564
S100A9,76.5669,971.2304,5.19,5.29091
S100B,19.3836,72.0916,4.37,9.46889
S100G,6.6142,6.1719,3.22,3.09282
S100P,33.8792,40.7001,5.43,6.01355
S100PBP,457.1782,209.1303,8.25,8.86411
S100Z,15.4442,23.7553,5.04,4.10379
S1PR1,81.0348,177.7287,6.77,11.0157
S1PR2,94.9071,184.1644,7.27,7.13865
S1PR4,213.7894,161.8909,6.87,9.23283
S1PR5,66.3297,75.5109,6.92,6.748489999999999
SAA1,5.0976,3.0455,2.93,3.82535
SAA2,4.6246,7.4587,5.61,4.33292
SAA2-SAA4,14.1066,9.3272,4.23,4.9240900000000005
SAA3P,5.8382,5.4386,3.61,3.6969
SAAL1,793.3266,389.6722,8.27,7.94026
SAC3D1,126.5889,103.6466,7.75,7.35073
SACM1L,562.2002,621.3004,8.56,9.77512
SACS,150.8703,141.1627,7.31,8.172
SAE1,1602.2235,1161.1927,8.72,10.009
SAFB,619.5672,469.1877,9.15,8.91893
SAFB2,325.6248,247.8518,9.96,8.25985
SAG,18.2485,19.2589,4.45,4.20109
SAGE1,4.4195,3.0741,3.45,3.3391699999999997
SALL1,33.1286,28.6033,5.68,5.1726
SALL2,38.4004,32.7804,5.69,5.381819999999999
SALL3,39.7272,38.3304,6.47,6.39911
SALL4,15.4392,15.6185,5.51,3.8590800000000005
SAMD1,130.6567,158.5572,6.69,7.26575
SAMD10,122.7083,168.298,6.86,7.78176
SAMD11,61.7129,65.3243,6.92,5.8352900000000005
SAMD12,37.5466,17.3981,4.91,4.76032
SAMD13,17.3376,12.1508,4.4,3.1160799999999997
SAMD14,40.974,35.4693,6.0,5.68343
SAMD15,38.7213,23.3729,4.06,4.20485
SAMD3,25.4944,61.6591,7.63,8.69475
SAMD4A,101.9043,236.1173,4.86,5.3951400000000005
SAMD4B,277.2841,370.4619,6.77,7.80693
SAMD5,18.2849,19.9461,4.48,4.7967900000000006
SAMD7,4.695,4.9508,3.75,3.60984
SAMD8,341.5398,436.9852,7.89,8.653210000000001
SAMD9,866.998,475.8599,9.39,9.67238
SAMD9L,1544.5316,1539.3496,7.89,10.889000000000001
SAMHD1,1079.2449,2167.406,10.25,11.7729
SAMM50,1429.1001,940.3265,6.71,9.92612
SAMSN1,519.4237,727.5582,6.91,6.83666
SAP130,1711.1848,1554.6037,7.54,9.73022
SAP18,721.2693,741.5779,10.61,8.823310000000001
SAP30,255.7334,262.5583,7.26,7.931080000000001
SAP30BP,417.6115,352.8093,8.18,7.79789
SAP30L,165.3201,183.9235,6.98,7.66431
SAPCD1,232.70535,162.5586,7.285,8.23852
SAPCD2,34.5498,38.4705,6.71,6.2904
SAR1A,828.9536,926.8552,10.63,10.479000000000001
SAR1B,928.6049,1082.7915,9.38,8.87965
SARAF,1016.8654,1346.5383,11.79,11.3694
SARDH,47.6383,85.9324,5.51,5.74985
SARM1,134.4072,111.0533,6.28,6.9188600000000005
SARNP,335.2646,223.8478,9.22,7.952310000000001
SARS,1328.9051,1124.755,8.6,10.4075
SARS2,301.1554,185.7973,5.74,7.739439999999999
SART1,286.0003,281.9903,6.25,8.45321
SART3,395.0934,304.6166,9.18,7.864319999999999
SASH1,22.4538,87.8818,5.2,4.581519999999999
SASH3,1513.7582,860.9521,7.42,10.4654
SASS6,497.0771,212.4269,5.12,7.63024
SAT1,1347.9365,2048.9912,9.0,10.3063
SAT2,242.4323,287.85400000000004,7.62,8.195739999999999
SATB1,615.6043,975.4448,10.27,11.7434
SATB2,33.2286,63.6035,5.07,5.14205
SATB2-AS1,12.8615,18.953,4.93,4.7010000000000005
SATL1,9.54,9.5695,4.36,4.21312
SAV1,366.6663,555.1389,6.82,6.6867399999999995
SAYSD1,69.8845,79.6534,6.61,7.29811
SBDS,475.0926,543.9265,10.3,9.51016
SBF1,389.6122,280.8631,6.07,8.99111
SBF2,45.5279,495.6436,6.17,6.85164
SBK1,69.6689,85.7738,6.33,8.03453
SBK2,70.9936,64.6783,6.44,5.98539
SBNO1,495.11800000000005,461.9543,9.4,8.946480000000001
SBNO2,205.5826,430.2169,6.11,8.92488
SBSN,40.1775,41.0372,6.35,5.57541
SBSPON,24.0822,25.424,5.95,5.29361
SC5D,852.5747,471.7267,7.44,8.271510000000001
SCAF1,149.5141,180.0626,6.58,7.28545
SCAF11,584.0373,497.2418,9.31,8.87791
SCAF4,1191.1849,898.9396,7.6,9.84349
SCAF8,1092.1567,891.0468,9.48,10.3318
SCAI,168.1749,94.8885,6.44,7.3055
SCAMP1,305.4211,400.9922,7.16,8.76632
SCAMP2,2096.3789,2241.8367,7.99,10.3766
SCAMP3,665.8265,853.4516,6.92,8.96761
SCAMP5,29.6807,29.5522,5.49,5.48833
SCAND1,179.5676,165.0432,6.64,6.64743
SCAND2P,94.652,78.1371,6.77,7.2069
SCAP,283.8412,310.8357,6.18,8.62091
SCAPER,183.1481,141.1595,9.15,7.8705
SCARA3,18.3422,23.5341,5.81,5.040769999999999
SCARA5,34.4693,25.5637,5.69,5.37659
SCARB1,800.5019,235.7037,5.37,6.61393
SCARB2,149.3986,890.6788,6.46,6.6585399999999995
SCARF1,144.5083,661.6772,6.08,6.28598
SCARF2,52.6834,61.1516,6.72,5.95106
SCARNA1,14.1258,15.1975,4.07,7.85884
SCARNA10,107.3316,52.9686,6.62,9.62856
SCARNA11,45.2543,47.6226,5.68,5.8512
SCARNA12,635.0654,536.2082,7.06,11.1444
SCARNA13,199.8569,184.88400000000001,4.8,9.30037
SCARNA14,7.4616,4.5366,3.67,4.30741
SCARNA15,8.8652,5.2111,2.7,2.93066
SCARNA16,113.6814,94.5012,7.27,8.23494
SCARNA17,434.89925,383.06600000000003,10.14,10.20702
SCARNA22,67.1862,53.2296,6.24,7.015560000000001
SCARNA23,7.2639,4.0138,3.25,4.79929
SCARNA4,38.5772,31.7352,3.89,6.51861
SCARNA5,82.5223,67.52,9.26,9.29766
SCARNA6,62.3125,52.1634,4.99,8.81751
SCARNA7,256.9414,146.9973,9.77,9.64282
SCARNA8,47.1775,32.6225,5.26,7.831289999999999
SCARNA9,185.04185,91.7285,11.475000000000001,7.961515
SCARNA9L,73.05154999999999,31.5519,8.93,7.069725
SCART1,46.5222,46.418,6.29,6.07015
SCCPDH,311.2496,339.5092,6.09,8.70778
SCD,2055.9242,1143.299,4.99,9.11176
SCD5,93.9376,68.9632,5.22,5.75195
SCEL,5.4583,4.7678,3.38,3.19696
SCFD1,295.7786,254.9393,8.14,8.39316
SCFD2,513.0442,354.3498,7.9,8.77909
SCG2,12.0734,13.2449,3.99,4.1250599999999995
SCG3,6.2619,22.4217,3.27,3.1187
SCG5,22.9971,32.7765,4.28,4.237480000000001
SCGB1A1,30.3113,29.2099,5.52,6.21131
SCGB1D1,8.0782,6.9373,3.36,3.25435
SCGB1D2,9.0551,8.821,3.62,2.9115900000000003
SCGB1D4,13.0806,17.9856,5.17,3.8395099999999998
SCGB2A1,28.2846,36.5285,5.49,3.81834
SCGB2A2,9.4809,11.8886,4.12,4.35424
SCGB2B2,34.2543,32.6393,4.65,5.794919999999999
SCGB3A1,27.2766,34.3027,7.12,5.85576
SCGB3A2,10.6653,14.2457,4.64,4.51858
SCGN,16.9045,16.6175,3.72,3.7816
SCHIP1,43.4013,36.585,4.89,4.2641599999999995
SCIMP,2955.8766,4658.1616,5.17,4.08933
SCIN,9.2856,10.3673,4.22,4.48302
SCLT1,365.4951,223.187,7.47,8.12768
SCLY,323.5089,276.5451,6.1,8.53432
SCMH1,346.9535,178.8413,5.95,7.53025
SCML1,158.2075,171.2804,8.34,6.599819999999999
SCML2,47.8311,24.9698,3.84,4.19108
SCML4,62.1692,35.8703,7.99,7.29385
SCN10A,20.2098,16.1331,4.7,3.96673
SCN11A,20.0996,18.7233,4.69,4.3669199999999995
SCN1A,8.3687,9.371,3.67,4.02806
SCN1B,58.2575,66.8039,6.09,5.5849
SCN2A,12.8233,5.8399,3.46,3.31448
SCN2B,26.9046,35.6576,5.97,4.58629
SCN3A,149.7229,14.7712,3.5,4.0416
SCN3B,22.861,26.9935,5.27,4.94108
SCN4A,85.2429,54.0426,5.78,5.26826
SCN4B,33.2102,32.2553,5.61,5.17561
SCN5A,13.0935,18.9545,5.09,4.26698
SCN7A,4.3491,5.0233,3.34,3.4237
SCN8A,22.4707,19.18455,4.8,4.49125
SCN9A,18.2923,24.6533,4.38,4.32569
SCNN1A,23.0168,28.1191,4.99,4.76219
SCNN1B,35.6561,37.1552,6.03,5.48382
SCNN1D,53.9404,60.7448,6.4,6.04851
SCNN1G,25.971,22.4265,5.74,4.6599900000000005
SCO1,546.4181,453.2237,6.83,8.66417
SCO2,148.0358,231.0581,6.97,7.27112
SCOC,305.5285,209.6319,7.17,7.620710000000001
SCOC-AS1,31.7783,21.2865,4.66,4.2942800000000005
SCP2,453.1012,522.8988,7.17,8.58112
SCP2D1,7.0345,6.3603,4.17,3.4409300000000003
SCPEP1,645.561,1253.2323,6.69,7.15635
SCRG1,10.2845,10.1344,3.86,3.5686199999999997
SCRIB,96.2497,104.3744,5.87,6.9066
SCRN1,745.85,521.0132,5.33,7.33063
SCRN2,78.0025,60.8465,5.68,6.32752
SCRN3,252.0434,212.5982,6.04,7.612769999999999
SCRT1,43.98115,35.9083,5.859999999999999,5.8556099999999995
SCRT2,34.4974,36.0976,5.84,5.89377
SCT,58.7003,82.7397,6.74,6.61223
SCTR,19.6702,24.0078,4.74,5.01649
SCUBE1,55.627900000000004,62.86995,6.744999999999999,6.250484999999999
SCUBE2,16.5532,20.055,4.73,4.18171
SCUBE3,33.7405,39.0318,6.19,5.2336599999999995
SCX,39.582,41.278,6.47,5.46053
SCYL1,796.6779,904.8902,7.25,9.54538
SCYL2,714.2709,885.7743,8.27,9.47795
SCYL3,400.3761,272.7996,6.72,9.49543
SDAD1,655.2137,515.2891,8.13,8.87336
SDC1,73.8518,71.6659,6.09,6.1662300000000005
SDC2,43.2202,1019.4654,5.34,4.58148
SDC3,55.7488,793.4535,5.33,5.3409699999999996
SDC4,133.5041,1544.9574,5.75,5.47497
SDCBP,635.3325,2770.4040000000005,8.2,10.3407
SDCBP2,70.9903,75.1253,6.49,6.40739
SDCCAG3,162.8623,111.5017,7.16,7.74597
SDCCAG8,286.9809,263.9735,7.37,7.94937
SDE2,224.8231,244.051,8.39,8.19812
SDF2,266.1847,316.791,8.0,8.5466
SDF2L1,102.4727,143.172,6.64,6.54199
SDF4,274.8964,599.7189,6.84,8.21632
SDHA,1214.1319,991.2439999999999,8.06,10.2823
SDHAF2,808.7418,662.9196,9.09,10.352
SDHAP1,982.60115,900.9509,9.025,10.312470000000001
SDHAP2,234.58695,246.2557,8.39,8.409755
SDHB,1424.7592,2093.6064,6.84,9.93177
SDHC,1249.8586,1322.1051000000002,6.775,9.083855
SDHD,785.41515,1013.8552500000001,7.970000000000001,9.447315
SDK1,26.8967,30.8539,5.64,5.58063
SDK2,56.5882,27.8873,5.17,7.29635
SDPR,9.9117,13.5578,5.11,4.45158
SDR16C5,4.7304,4.8309,3.46,3.7868199999999996
SDR39U1,242.7105,176.0625,7.31,8.63429
SDR42E1,113.2926,38.2707,6.16,6.5446599999999995
SDR9C7,22.7861,24.9547,5.11,4.3332
SDS,26.9994,31.9745,4.83,4.80353
SDSL,48.07,312.4264,6.05,5.18867
SEBOX,16.031,18.9277,5.42,6.23142
SEC11A,260.9676,257.1127,8.47,8.43554
SEC11C,417.0255,430.671,8.53,7.253769999999999
SEC13,424.897,424.6968,7.05,8.50803
SEC14L1,646.0716,500.6177,6.7,8.09815
SEC14L2,29.9854,49.328,6.08,6.867319999999999
SEC14L3,12.5046,14.1201,4.36,4.26013
SEC14L4,30.1536,31.4303,5.17,5.24205
SEC14L5,48.6111,47.6027,6.05,5.592980000000001
SEC16A,297.6112,383.5211,6.68,8.0867
SEC16B,16.9849,22.3016,5.37,4.30894
SEC1P,35.2261,28.267,6.69,5.80249
SEC22A,281.7309,200.5359,5.84,7.06453
SEC22C,519.2981,506.5082,7.74,8.97817
SEC23A,581.321,832.2688,6.13,9.50816
SEC23B,1256.6384,1661.7287,7.94,10.0032
SEC23IP,525.5598,499.0958,7.55,8.984010000000001
SEC24A,505.8594,659.2358,7.46,9.22204
SEC24B,667.2457,695.2174,9.53,9.38377
SEC24C,502.8678,502.0288,7.55,8.323830000000001
SEC24D,418.0597,764.6123,6.15,8.48294
SEC31A,1202.2416,1098.6991,9.56,10.7
SEC31B,95.2297,93.3862,6.88,10.2664
SEC61A1,1505.1551,1932.475,7.39,10.9591
SEC61A2,271.51,171.1004,7.6,8.194510000000001
SEC61B,1946.3374,1629.9418,7.83,10.6354
SEC61G,133.5407,112.2902,12.1,7.46643
SEC62,440.0073,346.4099,9.25,8.93246
SEC63,1416.0131,1707.6672,10.44,10.4337
SECISBP2,743.5703,556.8895,8.9,9.457130000000001
SECISBP2L,487.287,409.6642,7.86,8.9402
SECTM1,50.7555,1513.398,5.74,5.25685
SEH1L,639.4359,558.5744,7.77,7.76297
SEL1L,513.9695,660.2973,7.75,8.88831
