,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8
IFT43,6.9702286,7.730265,9.3594175,9.197379,5.637693,5.598282,6.2911381,6.169189,6.203078
C14orf180,0,0,0,0,0,0,0,0,0
LINC01588,1.00884,1.60148,6.73403,3.01726,0.796731,1.97306,1.37819,0.670778,0.996663
C14orf1,24.408383,13.1069,13.6696,12.9307,18.79871,20.0176,17.06389,17.891,18.5106
NOP9,10.62632,3.95012,12.74574,19.70474,8.68351,8.61742,8.50226,7.24512,8.1151
LINC01551,0.345792,0.198933,4.76379,1.24952,0.255118,1.06939,0.224161,0.182977,0.335959
C14orf28,2.27128,1.883127,2.351317,1.8267645,1.7237,1.712977,1.261114,1.9860667,1.903425
C14orf2,155.93435,175.92892,122.59191,133.52829,168.7543915,168.181669,157.503741,152.22983,136.30562
KTN1-AS1,1.0420638,1.391267,6.18586,2.3181381,1.247577,1.637024,0.989767,1.193025,1.0535265
C14orf37,0,0.13996376,0.266737,0.162708,0.0938582,0.0716077,0.117937,0.00864105,0.0312761
C14orf39,0,0,0,0,0,0,0,0,0
ELMSAN1,12.3501779,6.5087131,20.092295,21.0607649,10.4559249,9.0381143,7.8631728,10.555189,11.5968133
BBOF1,1.38662,1.52248,0.972416,2.0041,1.69063,0.799053,1.453945,1.7176281,1.36175
LINC00521,0.0272328,0.0373969,0.451021,0.129809,0.0280687,0.149911,0.00784038,0.0620194,0.0561359
SYNE3,6.12538,6.10720834,8.74293,14.47021,7.8723809,4.581018,4.07558296,6.066033,6.01161
IRF2BPL,31.6708,32.3581,36.4095,32.1731,29.5468,29.8929,27.7357,39.7513,31.1869
PPP1R36,0.0631184,0.3756357,0.56362,0.3776013,0.17569,0.284401,0.4124155,0,0.0328679
LINC00238,0,0,0.1521445,0.0614972,0,0,0,0,0.0354634
LINC01550,12.782747,11.51242,17.33458,9.586513,10.87421,7.96122,6.809745,10.597174,11.942918
SLC25A47,0,0,0,0,0,0,0,0,0
LINC00523,0,0,0,0,0,0,0,0,0
LINC00239,1.15892,1.07236,3.01294,0.897515,0.940876,2.09651,1.02587,0.670975,1.79158
EXOC3L4,0,0,0.0630508,0.0161333,0,0,0.005847,0,0.0209329
C14orf79,0.687516,0.443078844,0.887011277,1.117,0.977666,0.154743807,0.881901233,0.55841967,0.434490957
C14orf80,11.41563921,14.908806,21.14518613,13.55282,7.182402,10.797606,9.769773,12.696737,11.48147
FAM181A-AS1,0,0,0,0,0,0,0,0,0
C14orf93,6.550505196,5.004556988,9.365409429,9.536902,6.605713003,6.376025648,6.19205,6.036204,7.316203838
FAM219B,15.825243,11.54712192,29.6395672,24.28132,12.70497,14.051972,12.65854,11.74202051,13.58930737
KNSTRN,5.0661,3.113440177,3.773565,3.9039989,4.73629,2.532453,2.701281,2.42499,2.946922
EMC7,61.711,44.9675,50.34878,57.31078,65.36814,65.58021,66.455,64.40867,69.4979
CFAP161,0.2385988,0.160647,0.953287,0.585097,1.458823,0.2633523,1.044818,0.96609,1.321963
TMEM266,0.682054,1.844495,5.86852,2.096466,0.720259,1.6844716,0.812451,0.53338,0.783135
KATNBL1,7.46192,6.45935541,18.18758,17.49032,7.22757,9.32664,7.819419,6.604154,7.113685
NPAP1,0.209034,0.26205,1.28286,0.696348,0.0765978,0.220077,0.0554613,0.134995,0.258312
FAM227B,2.90142,0.5451032,1.025354,1.352808,2.1351234,1.07232,1.378988,1.5585513,0.780596
HEXA-AS1,0.737214,0.704819,1.10297,1.20373,0.503758,0.561614,0.436416,0.771738,0.678179
ARPIN,8.27462,3.560548,4.04629,7.736844,8.80714,4.53332,4.83301,8.768619,3.98106
C15orf39,68.1426,77.9285,60.5237,84.806478,76.31,69.291755,82.112873,86.4623,76.051509
C15orf40,21.324865,13.918346,34.092044,20.418377,16.32781,17.030595,18.325751,15.733692,13.296119
C15orf41,1.764120521,0.609049,2.808299759,2.263528,2.133449,1.031753239,1.528437696,2.756261,1.086058
TICRR,0.0827531,0.0717864,0.336365,0.0814901,0.111972,0.0619285,0.0468995,0.0428521,0.05128613
C15orf43,0,0,0,0,0,0,0,0,0
VWA9,7.905097527,6.388362001,19.66531466,18.19182519,7.77926,8.8959579,8.368262,6.938833578,9.183745
C15orf48,0.204906,0.0702227,1.564873609,1.139293,0.880179,0.662565,0,0.259308,0.398888
DNM1P46,0.4815901,1.139449,2.986728,1.391828,0.0781552,0.242928,0.2855622,0.685583,0.322174015
C15orf52,0.605678,0.663849,2.9444096,1.798574,0.5813726,0.693282,0.386895,1.30709,0.817483
C15orf53,0.0686715,0.229458,0.159878,0.153409,0,0,0.103784,0.114061,0.00884658
NUTM1,0,0.00444461,0.191672,0.0108988,0,0,0,0,0
C15orf57,24.732655,20.23818,28.28061,21.626572,21.762213,21.652254,17.621525,19.585058,18.52475565
GDPGP1,0.934181,0.541099,2.51187,2.17902,0.773169,0.589877,0.284071,0.859176,0.352562
C15orf59,0,0,0,0,0.242557,0,0.03618,0.125653,0
REC114,0.137117,0,0.336368,0,0,0,0,0,0.0670046
C15orf61,10.7942,10.9265,10.8138,9.57456,9.99317,10.6754,9.01249,10.1659,10.5559
C15orf62,0.351022,0.555775,2.88756,1.3885,0.499391,0.557699,0.491093,0.594362,0.549879
HYPK,29.10284,29.60214,35.8256,25.47371,24.003228,26.12374,25.395764,27.0300963,23.41964
PRR35,0,0,0,0,0,0,0,0,0
C16orf13,68.13927,80.73274,83.464482,68.34658001,66.30316,64.82078,59.66399,78.26553,61.41906
TSR3,99.8574,107.493,73.3938,70.4133,80.7872,83.8105,89.0007,108.541,85.4074
C16orf45,2.21657,0.944016,1.793227,1.9542,2.72626,2.9820802,2.11455,1.34188,3.429311606
C16orf46,0.275925,0.208035,0.599569,0.487748,0.142229,0.426812,0.2813445,0.167607,0.597491
ENKD1,5.209151,4.91675,7.92418,7.56574,6.4136649,4.43049,5.0222439,7.528376,4.21775
C16orf52,6.46903,5.22641,14.8011,9.41543,5.096205,6.68016,5.76771,5.585073,6.123525
PAGR1,20.8441,16.2017,11.8988,12.1784,16.3824,15.2935,13.1066,18.1108,15.0426
C16orf54,41.4463,34.8257,29.4731,33.9298,28.1642,31.0884,31.8606,32.2005,34.9468
SPATA33,1.570957684,2.436319,7.519177,4.380183005,2.026434,1.807183,1.901168,1.312115,1.646913
USB1,38.146674,32.443804,41.89991,47.88264,50.56076452,46.7215,48.779804,45.121772,45.07111
C16orf58,19.775064,14.738568,63.571209,47.098272,18.396303,16.653848,11.891803,16.518912,15.579086
C16orf59,0.3242268,0.368556,0.606102,0.374796,0.285161,0.235958,0.187356,0.280036,0.178868
CDIP1,32.22796165,34.024396,25.894967,27.209225,30.64392429,34.337575,30.549252,31.34223,31.248613
CMC2,36.066,35.95043,38.60582,35.2186,35.5081,41.04343,34.21526,30.91697,33.4084
C16orf62,23.57556,12.0022792,13.97706912,21.083219,21.137,16.146963,16.78997,17.8748,22.652824
FOPNL,19.317,14.0263,18.32789,17.39049,18.57734,17.66902948,12.8574151,16.40057,20.2087
METTL22,6.941736,7.31337,18.54908,14.368261,5.515332,7.469857,7.039861,8.0133393,5.976049
C16orf70,9.54125,6.97729,24.52231,19.4811,8.317652,10.07042,8.07327,8.086726,8.443397
C16orf71,0.0322329,0,0.380218,0.192018,0.0299067,0.136901,0.0779419,0.232506,0.159452
C16orf72,19.119,12.856,18.6423,22.2122,13.9556,17.5273,18.3211,15.117,21.1169
MEIOB,0,0,0.0519086,0,0,0,0,0.113118,0
C16orf74,13.255,14.9385,11.9356,11.9349,9.51329,13.6884,10.5732,21.6118,11.0745
RMI2,2.68584,0.496283,1.200036,2.81662,2.3704268,2.22931,1.05821,1.97357,0.778109
C16orf78,0,0,0,0,0,0,0,0,0
BRICD5,0.808543,2.42342,14.611218,8.757192,0.677432,0.623506,0.653065,0.322378,0.994246
VPS9D1,6.584975,7.366578,38.72125,31.15998,7.003373,7.70145,7.52364,9.670867,8.660828
CFAP20,13.2176,8.17623,12.7925,14.8613,9.67626,9.29027,8.55808,10.2558,11.2073
LINC00304,0.140424,0.0320828,0.581205,0.632049,0.0361916,0,0,0,0.0482402
C16orf86,4.519963,5.733261,8.64482,6.659457864,4.6193,5.787295,4.240049,6.89896,4.046643
C16orf87,14.885,11.3326,15.256,18.5755,15.7554,17.7934,20.0689,13.8402,20.379
KNOP1,12.9343,7.94172,11.3457,5.63797,6.02132,12.8033,8.92049,6.16974,5.74986
C16orf89,0.452157,0.661062,3.32721,0.683092,0.248922,0.45181,0.413044,0.0185178,0.109048
C16orf90,0.0801881,0,0.43561,0.0716547,0,0.0315351,0,0,0
C16orf91,9.6189489,14.159047,11.314746,9.268383,9.175669,10.5199,10.659491,12.6682,10.1085
C16orf92,0,0,0,0,0,0,0,0,0
CCDC189,0.6640485,2.027254,5.280985,5.921870508,1.630753,1.442793,1.068607,0.7925568,1.579516
C17orf100,1.08969,1.07366,1.25087,2.29909,0.737226,1.48203,0.676389,1.08596,0.748691
OGFOD3,20.60011,17.47941,14.849966,17.03063,20.51004,19.85492,17.880836,21.60115,20.5916
NATD1,6.15159,5.52605,9.04641,7.66763,5.82219,6.75899,4.61464,7.38676,4.64793
MEIOC,0.2668211,0.5072398,3.649464,0.9209101,0.21575,0.6264656,0.3412702,0.3688839,0.1832149
C17orf105,0,0,0,0,0.17015,0.138468,0.114028,0,0
TEN1,22.7738,22.7847,30.4494,28.8114,24.0904,21.9104,30.051,29.8346,32.0236
C17orf107,0.775482,0.537325,2.058077,0.5974763,0.26791959,0.529625,0.299355,0.130091,0.0404545
LYRM9,11.85027628,6.684126,8.852252,7.272238,5.673156,9.204891,8.533955,8.7193713,10.127595
HID1,2.666590791,1.1813,1.927017314,1.347197,1.423407321,1.02639,0.6095899,1.261260026,1.0512334
MIEN1,54.5065,49.604,57.685,53.5085,52.7649,57.1038,58.7874,61.0998,48.569
GID4,6.3965,3.52728,4.44962,4.81449,6.48282,6.34236,4.38109,4.45257,5.25351
TEFM,7.50044,4.470612,4.781898,5.037876,4.359143,4.316383,4.0401165,5.898008,4.975883
LINC00324,4.82338,4.46828,4.47103,3.84117,5.08908,5.49958,4.86696,4.51756,5.92891
SPATA32,0.503546,0.48452,0.989395,0.426397,0.0428684,0.5341939,0.538661,0.652517,0.742816
C17orf47,0,0,0.209596,0.0301673,0,0,0,0,0
ADPRM,25.08875,12.62611,12.52996,15.195011,11.79275,15.0516,12.34976,18.46093,12.92256
C17orf49,160.022614,148.313301,135.532,133.45962,143.881606,154.90982,143.852059,139.207257,139.71122
C17orf50,0.122156,0.322948,0.135427,0.187125,0.215886,0.205884,0.0904237,0.0530015,0.0719393
C17orf51,1.307323,0.264089,1.871517,0.933248,0.509584,0.806657,0.970545,1.088076,1.171354
C17orf53,0.37420211,0.207075,0.7826371,0.4290597,0.127805,0.195013,0.0856494,0.2259132,0.16186479
ENTHD2,6.234895,9.062322,71.690289,58.47677,5.580978,9.425469,8.307259,7.6982,7.279306
EFCAB13,1.188933,0.581589002,2.358019,2.938357,0.4606626,0.845555,0.6573665,0.9309392,0.881854
C17orf58,3.168775,1.36068,4.06954,4.69794,2.846209,2.488285,3.318947,2.141913,4.19685
BORCS6,22.4976,24.6786,16.6184,15.3935,20.9024,25.6397,19.5956,23.483,20.4131
MILR1,17.2748,14.0775,19.5857,20.739,12.2154,12.4246,12.202,13.1887,10.0342
TMEM256,89.6936,90.8358,57.1849,49.2033,75.2647,86.0513,71.0294,87.5129,59.6954
C17orf62,87.175843,80.99260553,136.5240722,133.94915,96.91983825,86.77181959,87.6095328,112.0143391,94.6853633
FAM222B,4.720421,3.42344839,6.46697,4.4996123,3.733234,4.740290034,3.250174002,3.66862728,3.53854
C17orf64,0.13169,0,0.0291995,0,0.029092,0.0591875,0,0.178557,0.0969427
ASB16-AS1,8.73257,4.71899,15.4869,15.3368,5.77931,6.64134,4.26968,6.25151,5.59678
HEATR9,0.104602,0,2.298605,1.936036,0.014705,0.492893,0.0410611,0,0.0956807
C17orf67,2.1112,1.14807,4.603279,2.74404,1.13321,1.36547,1.23558,1.56328,1.86111
CTC1,10.6599,8.61828,48.90706,35.1438,8.733124,9.042537,7.14559,9.23084,9.80375
CRHR1-IT1,9.049916,10.982252,26.05443,16.01683,8.692773,10.459905,5.301057,8.944197,7.738381
FAAP100,20.566225,16.23438,28.61791,30.254182,20.116841,19.34461,17.038891,20.85498,18.479
SMG8,7.57309,4.3882,5.93905,10.5954,8.73998,5.16951,7.37662,8.43136,11.2876
PRR29,3.27813912,3.97755,4.9031,5.119133408,3.14216298,3.296557799,2.558805596,3.399961,3.747605
C17orf74,0,0,0,0,0,0,0,0,0
C17orf75,2.82548,2.46581,6.28918,6.95461,3.23462,4.58246,2.97918,1.9957,2.25731
LRRC75A,2.95895,0.947013,2.38697,2.440922,2.169316,1.831933,1.572110001,2.139847114,2.336211
C17orf78,0,0,0,0,0,0,0.0326493,0,0
COPRS,16.7532,13.6984669,8.30259,10.8771,16.0874,14.2547,15.3182,20.3999,11.6365
C17orf80,6.945865,2.932849504,3.2753869,4.409827751,5.3662965,3.642111,4.012737522,3.27546783,4.757399
ELP5,37.19288,31.07733,32.07738,28.1088968,30.383246,22.17620907,17.19175,31.0395,18.79400573
NCBP3,13.134726,7.20026,13.94495,19.511438,12.384529,10.069689,10.002304,9.382102,11.548325
SNHG20,4.733,6.34342,17.5348,12.0536,2.98773,3.51829,3.60723,4.32874,4.2296
SCIMP,45.37178,33.01789,42.3788,50.9735,37.24435,38.92174,39.37582,39.28938,52.66816
FAM215A,0.593468,1.89701,2.82434,1.38696,0.833038,1.4369,0.68,0.791389,0.567486
C17orf89,58.2103,53.9899,46.9166,46.875,38.6595,54.245,55.5378,76.4892,50.9426
OXLD1,43.1858,37.0963,59.6779,37.7443,27.355,28.7105,21.7564,38.471,25.2141
MIR22HG,9.55752,7.76113,36.2516,60.9821,9.58179,15.93982,12.94161,9.52207,13.34588
PRAC2,0,0,0,0,0,0,0,0,0
METTL23,36.46093,31.77065,31.69949,27.656577,33.22003,27.65729,24.88894,29.45768,34.45589
C17orf96,0.797063,0.625681,0.810816,0.442745,0.849472,0.69045,0.762761,0.321005,0.47733
C17orf97,2.82932,1.72876,1.32835,2.287453,0.389254,2.55795,0.147822,0.321097,0.25942
C17orf98,0.0662456,0,0.20564,0.19732,0.0512206,0,0.0858148,0.67905,0.102409
C17orf99,0.633045,1.50213,5.786548,1.66348,0.576187,0.929075,0.918509,0.0879044,0.48081
TPGS2,21.763848,12.99257,14.464504,18.83452,22.68057,18.71944,21.07876,24.882709,23.54485
FAM210A,4.717558,4.300881,7.98030534,4.620322,3.344674027,4.42698,3.123562,2.739055,4.228431
LDLRAD4,4.9470073,3.00386361,5.200635,4.603722103,3.4770339,3.292446,3.1791068,3.1511989,3.50268769
LINC00305,0,0,0,0,0,0,0,0,0
C18orf21,15.54113,12.71005,33.4226,29.6859,15.83948,15.4791,14.14538,14.63994,15.91545
RBFA,13.411123,11.85066,22.97056562,16.5656034,12.263164,13.14403,11.769271,13.030231,12.6474905
C18orf25,6.60451,5.40118,10.68138,14.13592,5.76663,5.78509,6.53488,6.08976,8.22667
DYNAP,0.0865448,0.337215,1.93747,0.956782,0.188733,0.240121,0.134597,0.132263,0.249865
C18orf32,63.05351,60.18471,39.50147,54.73661,69.29841,63.50285,59.70067,72.10183,67.97829
CCDC178,0,0,0.0274905,0,0,0,0,0,0
TMEM241,2.075117,1.825551,7.319048002,2.7729984,2.024385,3.091295,1.924047,1.400693,2.26205
C18orf54,0.554084,0.162761,0.956208,1.256746,0.20638,0.566885,0.50626,0.2064377,0.389705
TIMM21,5.35997,2.52425,8.92751,8.94055,2.81634,3.36355,2.92665,3.15082,3.31439
SMIM21,0,0,0.0216243,0,0,0,0,0,0
C18orf8,16.568225,13.713632,46.789028,44.36864,18.242901,20.30859,16.11562,14.0907667,20.489083
MYDGF,100.319,93.1255,63.711,74.274,107.171,93.955,91.5937,106.371,87.4867
C19orf12,11.8632,7.3761664,14.7105,12.07046,10.02949,11.63764,9.67372,10.56078,13.22866
C19orf18,0.118889,0.427814,1.9683,0.259692,0,0,0.0171122,0,0
TPGS1,53.7699,70.9799,29.7166,28.754,38.4148,41.8233,36.4178,57.1484,34.5391
MISP,0,0,0,0,0.00944584,0,0,0,0
R3HDM4,161.16606,156.6407,139.4514472,138.58111,190.052864,150.854788,162.3028961,170.53182,150.5296481
C19orf24,86.75598,105.4007,71.08204,57.75021,70.94636,75.75425,72.66935,93.33176,80.52359
C19orf25,23.930882,21.63995,20.903462,19.21576,19.549217,22.97351,19.050691,21.58429,17.792126
CBARP,0,0,0,0,0,0,0,0,0
MFSD12,47.18623,51.90317,81.68142,80.13655,38.70208,50.79811,49.70341,63.23624005,46.65696
CACTIN,13.062484,11.63419,23.690993,25.040535,8.432025,10.094637,8.850019,12.765502,9.968344
URI1,61.9694,46.61822,49.68709,59.27199,56.6263,56.8548,53.40215,49.757113,73.56087
MIR7-3HG,0,0,0.0740227,0,0.268877,0.108875,0,0,0
C19orf33,1.853643,2.75252,1.72359,1.338491,4.97193,0.745958,3.93076,2.57083,4.30782
CSNK1G2-AS1,0.056824,0.0292109,1.06372,0.253885,0.10984,0.0342416,0.07361,0.0539328,0
C19orf35,5.16297,7.64192,18.8633,8.31731,4.44865,4.5097,4.14704,4.57275,3.8313
IZUMO4,1.4228764,0.855409,6.9105,7.013319,1.770716,1.132337,0.842985,1.1196925,1.3774743
C19orf38,132.359,132.307,93.4306,137.087,180.421,156.072,173.399,211.505,132.372
SWSAP1,4.82789,8.76116,17.6417,10.0897,5.94769,5.12909,5.26252,4.86478,3.96356
FAAP24,2.25945,4.48117,8.61743,4.92646,2.76075,3.56323,2.93286,2.29451,2.64782
IZUMO2,0,0,0,0,0,0,0,0,0
SMIM7,35.54693,23.70952,35.571883,37.36052,36.427984,31.076419,31.381938,29.487435,27.925749
C19orf43,507.472,603.651,496.559,435.632,496.947,514.067,478.328,561.824,471.832
C19orf44,0.9520318,0.998909,5.091826202,2.623394,0.611014,1.006976,0.522569,0.567376,1.011805661
C19orf45,0,0.0323896,0.260783,0.11422,0.211106,0,0.0181378,0.0570159,0
SYNE4,0.1186225,0.0824705,1.157202,0.6071943,0,0.0934198,0.064109,0,0
C19orf47,14.53535,11.00960006,11.77306,11.0243,10.83257,11.84101,11.281964,13.38555,11.588
C19orf48,15.902239,14.814953,13.01023,10.5719647,11.9789,11.3655,10.952472,10.627359,10.6292878
KXD1,57.544333,39.67186,62.6845,68.02397,55.020738,52.358183,58.785423,57.73114,51.922431
DNAAF3,0,0,0.0121029,0.0913126,0.0609187,0,0,0,0.280837
C19orf52,12.2796,13.3429,11.8651,14.7514,11.252,11.7057,11.6574,12.8914,11.556
C19orf53,129.878,118.41,94.9846,93.834,132.927,108.508,103.547,123.235,111.581
C19orf54,6.337339,4.89894,10.919833,9.2498,6.6216,5.6685591,5.53549,7.506547,5.938749
PROSER3,4.166055758,3.2268274,20.172,9.22766,3.968240009,5.96254,2.949780207,3.42378,4.425938
WDR83OS,123.793,116.082,129.849,127.279,125.029,128.444,122.721,141.765,112.444
C19orf57,0.242554,0,0.4980674,0.4058794,0.2914421,0.566777,0.1318578,0.164146,0.2091164
MCEMP1,17.4307,24.8684,15.0044,16.3939,39.5069,17.7628,39.8523,29.5364,18.4405
C19orf60,91.08751,101.2124,136.4455,90.29625,69.77602,89.02372,84.94096,85.25254,77.76821
SMG9,10.0735,7.1599931,13.220028,13.622314,8.244909,10.196,8.53909,8.39332,8.25044
BABAM1,70.1802634,53.69992276,91.028883,84.48314,66.08326,57.858107,58.53964,76.29358,62.68981
EMC10,119.9374,110.78501,77.927644,92.69034,119.80011,104.61484,100.88082,124.94945,103.6973
C19orf66,36.34568,34.58818,88.42088,77.0938,34.93836,36.55563,34.37786,36.807881,42.289378
ERICH4,0,0,0.0296559,0.159354,0,0,0,0,0.0196916
TMEM259,53.10151,54.24950029,371.45894,296.73217,48.783539,54.20762,49.13462,52.84398,49.79988
C19orf70,44.589818,50.45163,42.92364,36.54795,48.793046,46.90621,45.027576,49.450164,40.658469
C19orf71,1.37366,0.701464,17.9193,14.2851,0.477552,0.530551,0.423756,1.45379,0.865794
C19orf73,0.923741,2.96957,1.56453,0.999132,1.56033,1.16665,1.63135,1.23597,0.845487
SIGLECL1,0,0,0,0,0,0,0.0267633,0,0
ADM5,0.854569,1.83397,4.30107,3.21267,0.898103,0.848335,0.680687,0.585874,0.820862
SMIM24,0.597909,2.09005,0.928014,1.02107,1.14034,0.768111,0.912228,0.749083,0.451882
C1D,18.49936,20.134662,19.71841,21.80989,17.49927,23.29395,19.67647,17.57344,21.60515
C1GALT1C1,11.2981,3.95199,4.459961,7.534767,9.16254,7.75043,7.82216,9.557506,8.42643
C1GALT1,16.60448,10.029282,16.23238,22.868486,16.8112623,15.34160323,15.5758379,17.57117,15.6678723
C1QA,23.0980106,4.99856,15.43757,23.33365,19.69584,20.43945,19.81082,21.72595,14.57311
C1QBP,124.878,92.9396,65.6268,84.1306,103.12,102.27,98.1516,102.577,118.974
C1QB,7.7846,2.67374,6.89663,10.3419,9.16166,9.49576,4.55128,6.00889,10.1527
C1QC,2.90924,0.188908,1.28333,2.62701,1.46803,1.72217,2.40664,2.79029,1.21508
C1QL1,0,0.109234,0,0,0.0547659,0,0.0407798,0,0.0121663
C1QL2,0,0,0,0,0,0,0,0,0
C1QL3,0.37117,0.0792015,0.902184,1.14312,0.476505,0.258886,0.247968,0.122303,0.627922
C1QL4,0,0,0,0,0.0131292,0,0,0,0
C1QTNF1,0.070938586,0,0.0477274,0.0586194,0.0190207,0,0.128095233,0,0
C1QTNF2,0.147062,0.568805,1.83454,0.628996,0,0.230584,0.221601,0.280003,0.10581
C1QTNF3,0.534213289,0.82921,3.344616,3.05654,0.430914,1.027727,0.4982274,0.489739,0.75119
C1QTNF4,0.376213,0.528615,1.51819,0.49306,0.950224,0.532623,0.270749,1.37115,0.542813
C1QTNF6,1.089331188,1.883124,12.219392,6.50166,1.280203,1.504278,0.636857,0.965539,1.038749
C1QTNF7,0,0,0.0314838,0,0,0,0,0,0
C1QTNF8,0,0,0,0,0.00788404,0,0,0,0
C1QTNF9B,0,0,0.0675824,0.086615132,0,0,0,0,0
C1QTNF9,0,0.0296221,0.319908,0.15521,0,0.0114944,0.00833731,0,0.0427719
C1RL,12.1770295,10.7539,18.207103,14.14585,10.735652,11.527451,12.129576,10.723798,9.628166
C1R,1.25296,0.453254,3.02513,1.3583613,1.427214,1.21665,1.26908,1.216678,0.80507
C1S,0.187786,0.24244,1.4990865,0.5817929,0.0348824,0.153871,0.133076,0.0604932,0.0594313
C1orf100,0.277515,0.266754,0.61533,0.270489,0,0,0,0,0.122574
C1orf101,0.1830873,0,1.236886,0.778017,0.11000674,0.257059,0.0927962,0.13026654,0.153641
LRIF1,11.045125,7.69349,9.88429,8.494543,10.324621,12.48853,8.06045,6.408229,9.91367
C1orf105,0.147266,0,0,0,0,0,0,0,0
C1orf106,0.103673386,0.231979608,0.998877125,0.290406023,0.071995187,0.053443696,0.091489883,0.099131996,0.026150445
DIEXF,1.86173098,0.75822539,2.338568316,2.37525944,1.76207767,1.52203237,1.673450408,1.95610042,1.264148
C1orf109,4.531184,2.100977,4.767915,5.37196888,2.1869172,2.9995,3.3173152,2.553352,2.698382
CCDC190,0,0,0,0,0,0,0,0,0
C1orf111,0,0,0.0472771,0,0,0,0,0,0.0941763
C1orf112,2.418962,1.450696,3.6386123,3.91508,2.08971,2.1876318,2.4024859,1.775963,3.314111
SH3D21,0.616366,0.506097,0.9784035,0.716786,0.475142,0.3134881,0.2060638,0.615599,0.389797
CCDC181,0.0733435,0,0.2653122,0.1683275,0.0727169,0,0.03253681,0.233896,0.01941388
C1orf115,3.22635,3.75654,1.09968,1.31157,3.28688,1.25729,1.25408,1.69616,1.32761
C1orf116,0.0129976,0.243877,0.248440085,0,0.236167,0.13801,0.303069,0.256183,0.167441
C1orf122,30.581348,25.572541,25.7187,21.83198,24.152468,25.6075114,29.600193,34.792051,29.962405
C1orf123,35.256727,35.029093,43.0364,38.454637,37.6242,37.391754,32.655629,41.91173,36.80157
SPRTN,2.9363949,0.95163,4.385622,4.202992235,2.78065365,2.5028751,2.680574,1.85249,3.092359
AXDND1,0,0.0840624,0.2432344,0.0162361,0,0,0,0,0
TMEM51-AS1,0.0696511,0.0785543,0.235589,0.13293,0.0841615,0.00273698,0.0323244,0.00564754,0.0587534
C1orf127,0.634206001,0.289405141,1.47655,1.062032,0.483657,0.123000032,0.337632,0.546208086,0.080583934
PITHD1,50.87427,44.81950096,48.6984,44.74142,47.18295,50.66329,50.40848,49.08118,53.96398
MROH9,0,0,0,0,0,0,0,0,0
NCMAP,0.571811,1.37499,5.35438,1.94492,0.534931,1.06581,0.69372,0.442512,0.772489
C1orf131,11.57037,9.927597,13.50536,10.323818,8.5248109,10.482404,7.5280132,10.607333,9.8586851
AUNIP,0.472807,0.662535,2.5947,0.835878,0.517257,0.403374,0.412443,0.613507,0.729408
C1orf141,0.0522621,0.2070981,1.186886,0.3673586,0.0391628,0.319097,0.1858574,0.1333872,0.29677991
SZRD1,76.7672,54.1682,59.1323,67.8875,68.580249,69.2958979,67.1973,72.2595716,73.8268
C1orf146,0,0,0.54905,0.64021,0,0,0,0,0
SHCBP1L,0,0.00743126,0.0224372,0.0430588,0,0,0,0,0
GCSAML,0.368534,0.347365,1.1135572,1.41772,0.323573,0.309944,0.334103,0.208131,0.347984
MINOS1,28.944582,29.9003,27.221687,20.264002,28.50593,32.06607,28.65351,36.37078,29.46757
PFN1P2,0.282984,0.884814,1.51158,4.6563,0.10323,1.8822,0.996842,0.145925,1.06831
METTL18,6.99077,4.17516,7.02618,5.82077,4.40392,4.27617,4.61935,5.18073,5.26991
C1orf158,0,0,0,0,0,0,0,0,0
C1orf159,3.975345045,3.848627,21.303167,14.30226671,3.232413,4.482971,2.96961,3.7130638,3.665583241
MAB21L3,1.17406,2.791,10.5133,4.58217,1.35512,3.77105,1.87607,0.710444,1.11568
C1orf162,209.015,218.892,223.916,262.675,308.133,266.761,350.336,261.408,256.823
COA7,2.99687,1.99037,2.58036,3.67485,2.70617,1.91839,2.16305,1.44503,2.59259
C1orf168,0,0,0.08259,0,0,0,0,0,0
PERM1,0.146939,0.377677,0.684192,0.805319,0.409004,0.312043,0.228414,0.217562,0.242296
