Gene Name,tumor-mcf7,cafs-hs,normal_breast,lymphocytes
AC010327.2,4,0,2,4
MIR7975,0,0,0,0
TNNT1,1262,969,1303,1042
TNNI3,6,3,4,3
AC010327.1,0,0,0,0
DNAAF3,165,20,166,117
AC010327.3,0,15,4,1
SYT5,8,9,12,11
PTPRH,17,78,37,31
AC010327.4,3,1,6,4
TMEM86B,28,21,34,20
AC010327.5,10,7,23,13
PPP6R1,4211,1491,4763,3504
MIR6804,0,0,0,0
MIR6802,0,0,0,0
MIR6803,0,0,0,0
HSPBP1,1423,815,1525,1164
BRSK1,25,14,41,39
AC020922.2,0,0,0,0
TMEM150B,0,0,0,0
AC020922.4,0,0,0,0
KMT5C,1057,254,970,795
COX6B2,3,28,6,3
AC020922.1,0,0,0,0
FAM71E2,0,0,1,0
IL11,51,89,61,48
TMEM190,17,0,5,9
AC020922.3,0,0,2,6
TMEM238,238,11,259,190
RPL28,11051,9289,12754,10158
MIR6805,0,0,0,0
UBE2S,1861,1243,2211,1779
SHISA7,6,40,9,11
ISOC2,2343,660,2451,1775
AC008735.6,1,0,0,0
AC008735.5,0,0,0,0
AC008735.3,1,0,0,0
ZNF628,374,145,424,323
NAT14,630,72,736,527
SSC5D,3,11,52,21
SBK2,0,1,3,1
SBK3,2,0,3,2
ZNF579,602,300,707,511
FIZ1,584,171,688,512
ZNF524,213,102,205,166
ZNF865,708,315,863,690
AC008735.4,33,3,30,29
ZNF784,175,76,191,133
ZNF580,625,258,746,556
ZNF581,418,348,499,355
CCDC106,373,10,432,285
U2AF2,9306,2922,9720,7179
AC008735.2,64,19,44,33
AC008735.1,9,5,10,11
EPN1,4471,2255,5179,3783
AC010525.1,1,0,3,3
AC010525.2,0,0,0,0
AC008749.1,0,0,0,0
NLRP9,2,0,0,1
RN7SKP109,0,0,0,0
RFPL4A,0,0,0,0
RFPL4AL1,0,0,0,0
RFPL4AP1,0,0,0,0
NLRP11,1,1,6,2
NLRP4,0,0,1,0
NLRP13,0,0,0,0
NLRP8,0,0,0,0
NLRP5,0,0,0,0
LINC01864,1,0,0,0
ZNF787,1040,443,1135,873
AC024580.2,0,0,0,0
ZNF444,1354,332,1509,1095
AC024580.1,8,9,11,14
GALP,0,0,1,0
ZSCAN5B,0,1,0,0
ZSCAN5C,3,1,4,1
AC011506.1,0,0,0,0
ZSCAN5A,132,64,112,88
ZSCAN5DP,0,2,0,0
EDDM13,4,11,6,4
AC006116.5,1,1,0,2
AC006116.8,4,0,4,0
VN2R17P,1,0,0,0
AC006116.1,3,0,1,0
AC006116.3,0,0,0,0
AC006116.2,0,0,2,1
AC006116.6,0,0,0,0
AC006116.9,0,0,0,0
ZNF542P,0,93,27,16
ZNF582,0,3,5,3
AC006116.10,0,0,0,0
AC006116.7,0,0,0,0
SLC25A36P1,0,0,0,0
AC006116.4,0,0,0,0
ZNF582-AS1,0,0,3,1
ZNF583,13,21,34,24
ZNF667,0,0,3,4
ZNF667-AS1,0,0,5,4
AC004696.2,0,0,0,0
AC004696.1,0,0,0,0
ZNF471,0,0,3,3
AC005498.1,0,0,0,0
AC005498.2,0,0,0,0
ZFP28,0,1,7,3
AC005498.3,0,1,1,1
ZNF470,0,38,19,7
SIGLEC31P,0,0,0,0
ZNF71,0,162,34,32
AC007228.1,0,0,0,0
SMIM17,0,3,1,0
ZNF835,0,0,0,0
AC006115.1,0,0,0,0
AC007228.2,59,1,38,35
OR5AH1P,0,0,0,0
AC006115.3,0,0,0,0
ZIM2-AS1,0,0,0,0
ZIM2,0,0,0,0
AC006115.2,0,0,0,0
PEG3,1,0,0,1
MIMT1,0,0,0,0
AC004792.1,0,0,0,0
AC044792.1,0,0,0,0
RPL7AP69,0,0,0,0
AC025588.4,0,0,0,0
USP29,0,0,0,0
ZIM3,0,0,0,0
AC025588.2,0,0,0,0
AC025588.3,0,0,0,0
DUXA,0,0,0,0
AC025588.1,0,1,0,1
ZNF264,67,393,119,89
AURKC,0,8,2,1
ZNF805,36,41,62,32
AC005261.4,16,21,12,11
AC005261.1,2,6,7,4
ZNF460,54,21,47,37
AC005261.6,6,3,4,4
AC005261.2,102,90,144,139
AC005261.5,1,0,0,0
ZNF543,47,86,68,50
AC005261.3,3,0,2,2
ZNF304,176,240,202,157
ZNF547,11,35,23,14
AC003002.1,39,42,41,36
AC003002.2,0,0,0,0
ZNF548,135,129,170,139
AC003002.4,3,0,0,1
AC003002.3,0,0,0,0
ZNF17,113,62,103,71
ZNF749,126,84,109,98
AC004076.1,0,0,0,0
AC004076.2,2,8,5,4
VN1R1,3,1,5,7
VN1R107P,0,1,0,0
ZNF772,337,146,383,277
AC003005.2,1,1,2,0
ZNF419,81,91,127,91
AC003005.1,0,0,0,0
ZNF773,44,101,65,65
ZNF549,129,112,155,141
ZNF550,123,202,238,144
ZNF416,61,74,90,72
ZIK1,0,6,4,0
ZNF530,131,85,129,99
ZNF134,443,330,585,382
AC003682.1,0,0,2,1
ZNF211,200,113,244,172
TPRG1LP1,0,0,0,0
ZSCAN4,0,0,0,0
ZNF551,291,161,370,246
AC003006.1,0,0,0,0
ZNF154,2,10,9,8
ZNF671,4,29,36,26
ZNF776,402,244,460,377
ZNF586,160,93,181,130
ZNF552,200,68,181,154
AC010522.1,0,0,0,0
ZNF587B,202,144,222,156
FKBP1AP1,0,0,0,0
ZNF814,84,51,125,71
ZNF587,416,285,498,345
AC010326.3,24,33,20,15
AC010326.4,19,12,15,17
AC010326.2,0,0,0,0
ZNF417,150,56,183,129
ZNF418,147,0,146,117
ZNF256,76,0,83,58
AC010326.1,0,0,0,0
C19orf18,0,0,0,0
ZNF606,217,18,242,146
AC008969.1,96,3,106,59
VN2R19P,1,0,0,0
ZSCAN1,1,0,1,0
LETM1P2,0,1,0,0
HNRNPDLP4,0,0,0,0
ZNF135,4,0,10,10
RN7SL526P,0,0,0,0
ZSCAN18,60,0,75,57
ZNF329,244,122,264,223
AC008751.1,0,0,0,0
AC008751.2,0,0,0,0
ZNF274,574,297,675,493
RPS15AP36,1,0,2,1
AC020915.5,1,0,1,0
ZNF544,502,342,559,468
AC020915.6,0,0,0,0
AC020915.4,50,23,71,44
AC020915.3,6,4,5,4
ZNF8,133,85,198,126
AC020915.2,12,5,17,13
AC020915.1,179,85,218,148
AC010642.2,60,30,71,43
AC010642.1,3,0,1,0
ZSCAN22,165,96,183,143
MIR6806,0,0,0,0
A1BG,6,3,8,4
AC012313.3,32,5,38,23
A1BG-AS1,76,29,89,66
AC012313.10,13,8,12,16
ZNF497,143,20,160,111
AC012313.2,40,9,40,28
AC012313.6,13,1,11,4
RNA5SP473,0,0,0,0
ZNF837,144,15,224,160
RPS5,10719,10107,12258,9825
MIR4754,1,0,2,0
RNF225,3,0,5,2
LINC02560,4,0,5,4
ZNF584,295,275,355,252
AC012313.1,314,147,336,266
AC012313.4,11,17,18,16
AC012313.5,13,17,18,19
ZNF132,41,44,54,42
AC012313.8,11,6,17,14
ZNF324B,155,99,194,158
ZNF324,309,128,333,241
ZNF446,239,67,245,151
AC012313.7,0,0,0,0
SLC27A5,130,44,145,99
RNU6-1337P,0,0,0,1
RN7SL693P,1,0,0,0
AC012313.9,9,0,3,7
ZBTB45,769,275,872,612
RN7SL525P,0,0,0,0
TRIM28,18729,6699,20235,15406
MIR6807,2,0,0,0
CHMP2A,1539,720,1800,1260
UBE2M,2434,1013,2799,2080
MZF1-AS1,98,7,113,77
MZF1,700,194,742,593
CENPBD1P1,795,478,919,620
AC016629.1,0,0,0,0
AC016629.2,0,0,0,0
AC016629.3,0,0,1,0
RNU6-1334P,0,0,0,0
SRY,0,0,0,0
RNASEH2CP1,0,0,0,0
TOMM22P2,0,0,0,0
RPS4Y1,0,0,0,0
HSFY3P,0,0,0,0
NAP1L1P2,0,0,0,0
AC006157.1,0,0,0,0
ZFY,1,1,0,0
ZFY-AS1,0,0,0,0
EEF1A1P41,0,0,0,0
LINC00278,0,0,0,0
AGPAT5P1,0,0,0,0
PRRC2CP1,0,0,0,0
TGIF2LY,0,0,0,0
USP12PY,1,0,0,0
RNF19BPY,0,0,0,0
AC012078.1,0,0,0,0
UBE2V1P3,0,0,0,0
AC010737.1,1,0,0,0
RNU6-303P,0,0,0,0
SERBP1P2,0,0,0,0
AC010722.1,0,0,0,0
PCDH11Y,0,0,0,0
RNU2-57P,0,0,0,0
VDAC1P6,0,0,1,0
EIF4A1P2,15,13,18,16
KRT18P10,6,0,7,5
SNX3P1Y,0,0,0,0
RPL26P37,0,0,0,0
DLGAP5P1,0,0,0,0
TTTY23B,0,0,0,0
TSPY2,0,0,0,0
FAM197Y9,0,0,0,0
TSPY11P,0,0,0,0
AC006335.3,0,0,0,0
TSPY19P,0,0,0,0
AC006335.1,0,0,0,0
AC006335.2,0,0,0,0
RBMY2GP,0,0,0,0
LINC00280,0,0,0,0
TTTY1B,0,0,0,0
TTTY2B,0,0,0,0
TTTY21B,0,0,0,0
TTTY7,0,0,0,0
TTTY8B,0,0,0,0
AC010154.1,0,0,0,0
TSPY17P,0,0,0,0
SRIP3,0,1,0,0
AC013412.1,0,0,0,0
GOT2P5,0,0,0,0
AMELY,0,0,0,0
ATP5JP1,0,0,0,0
TBL1Y,0,0,0,0
AC011297.1,0,0,0,0
GPR143P,0,0,0,0
PRKY,1,1,0,1
RN7SKP282,0,0,0,0
RNU6-941P,0,0,0,0
RNU6-521P,0,0,0,0
AC007274.3,0,0,0,0
RBMY2HP,0,0,0,0
AC007274.1,0,0,0,0
TSPY12P,0,0,0,0
AC007274.2,0,0,0,0
TTTY16,0,0,0,0
RFTN1P1,0,0,0,0
TTTY12,0,0,0,0
AC007275.1,0,0,0,0
ZNF92P1Y,0,0,0,0
AC010678.1,0,0,0,0
ZNF736P8Y,0,0,0,0
BPY2DP,0,0,0,0
ZNF736P7Y,0,0,0,0
ZNF736P9Y,0,0,0,0
RBMY2JP,0,0,0,0
RBMY2KP,0,0,0,0
TSPY24P,0,0,0,0
ZNF736P6Y,0,0,0,0
MTND6P1,0,0,0,0
MTCYBP1,0,0,0,0
MTND1P1,0,0,0,0
MTND2P3,0,0,0,0
TRIM60P3Y,0,0,0,0
ZNF736P10Y,0,0,0,0
AC016991.1,0,0,0,0
LINC00279,0,0,0,0
TTTY18,0,0,0,0
TTTY19,0,0,0,0
TTTY11,0,0,0,0
AC007967.2,0,0,0,0
AC007967.1,0,0,0,0
AC007967.4,0,0,0,0
AC007967.3,0,0,0,0
OFD1P3Y,0,0,0,0
CDY3P,0,0,0,0
USP9YP22,0,0,0,0
USP9YP4,0,0,0,0
ELOCP4,0,0,0,0
RBMY1A3P,0,0,0,0
AC006158.1,0,0,0,0
TTTY20,0,0,0,0
TSPY4,0,0,0,0
FAM197Y8,0,0,0,0
TSPY8,0,0,0,0
FAM197Y7,0,0,0,0
TSPY7P,0,0,0,0
FAM197Y6,0,0,0,0
TSPY3,0,0,0,0
FAM197Y5,0,0,0,0
TSPY1,0,0,0,0
FAM197Y4,0,0,0,0
TSPY9P,0,0,0,0
FAM197Y3,0,0,0,0
TSPY6P,0,0,0,0
FAM197Y2,0,0,0,0
TSPY10,0,0,0,0
FAM197Y1,0,0,0,0
TSPY15P,0,0,0,0
RBMY3AP,0,0,0,0
TSPY25P,0,0,0,0
TSPY16P,0,0,0,0
AC017019.1,0,0,0,0
TTTY8,0,0,0,0
TTTY7B,0,0,0,0
TTTY21,0,0,0,0
TTTY2,0,0,0,0
TTTY1,0,0,0,0
TTTY22,0,0,0,0
AC010891.1,0,0,0,0
RBMY2NP,0,0,0,0
AC006986.1,0,0,0,0
TSPY18P,0,0,0,0
TSPY13P,0,0,0,0
TTTY23,0,0,0,0
RBMY2OP,0,0,0,0
RBMY2QP,0,0,0,0
TSPY20P,0,0,0,0
TSPY5P,0,0,0,0
AC006987.4,0,0,0,0
AC006987.2,0,0,0,0
RNA5SP518,0,0,0,0
AC006987.3,0,0,0,0
RNA5SP519,0,0,0,0
AC006987.1,0,0,0,0
DUX4L31,0,0,0,0
PCMTD1P1,0,0,0,0
CDC27P2,0,0,0,0
AC010970.1,0,0,0,0
RNA5-8SP6,0,0,0,0
AC140113.4,0,0,0,0
C2orf27AP1,0,0,0,0
AC140113.3,0,0,0,0
AC140113.2,0,0,0,0
AC140113.1,0,0,0,0
AC134878.1,0,0,0,0
AC134878.2,6,0,5,3
ANKRD20A6P,0,0,0,0
SNX18P1Y,0,0,0,0
DUX4L16,0,0,0,0
DUX4L17,0,0,0,0
DUX4L18,0,0,2,0
DUX4L19,0,0,0,0
AC134882.1,0,0,0,0
SLC9B1P1,0,0,0,0
ACTR3BP1,0,0,0,0
AC134879.3,0,0,0,0
MTND1P12,0,0,0,0
AC134879.1,0,0,0,0
AC134879.2,0,0,0,0
RCC2P1,0,0,0,0
ASS1P6,0,0,0,0
MXRA5Y,0,0,0,0
RPS24P1,0,0,0,0
ARSFP1,0,0,0,0
RN7SL702P,0,0,0,0
FAM8A4P,0,0,0,0
ARSEP1,1,0,0,0
ARSDP1,0,0,0,0
GYG2P1,0,0,0,0
XGY1,0,0,0,0
SHROOM2P1,0,0,0,0
MED14P1,0,0,0,0
TTTY15,0,0,0,0
USP9Y,0,0,0,0
CDY4P,0,0,0,0
DDX3Y,0,0,0,0
CASKP1,0,0,0,0
SFPQP1,0,0,0,0
TAB3P1,0,0,0,0
DPPA2P1,0,0,0,0
UTY,1,0,0,0
PSMA6P1,7,5,10,4
TMSB4Y,0,0,0,0
ANOS2P,0,0,0,0
VCY,0,0,0,0
VCY1B,0,0,0,0
PNPLA4P1,0,0,0,0
AC010723.1,0,0,0,0
NLGN4Y,0,0,1,0
AGKP1,0,0,0,0
NLGN4Y-AS1,0,0,0,0
MED13P1,0,0,0,0
CYCSP46,0,0,0,0
AC006989.1,0,0,0,0
PUDPP1,0,0,0,0
STSP1,0,0,0,0
RNU6-109P,0,0,0,0
RNU6-184P,0,0,0,0
SURF6P1,0,0,0,0
ELOCP35,0,0,0,0
FAM41AY1,0,0,0,0
AC015978.1,0,0,0,0
TUBB1P2,0,0,0,0
FAM224B,0,0,0,0
RNA5SP520,0,0,0,0
RNA5SP521,0,0,0,0
CLUHP1,0,0,0,0
TAF9P1,0,0,0,0
AC007742.2,0,0,0,0
CDY5P,0,0,0,0
AC007742.1,0,0,0,0
PRYP1,0,0,0,0
ACTG1P2,0,0,0,0
XKRY,0,0,0,0
USP9YP23,0,0,0,0
USP9YP27,0,0,0,0
RNU1-128P,0,0,0,0
TRAPPC2P3,0,0,0,0
OFD1P1Y,0,0,0,0
ELOCP6,0,0,0,0
CDY2B,0,0,0,0
CDY6P,0,0,0,0
USP9YP7,0,0,0,0
USP9YP6,0,0,0,0
CDY7P,0,0,0,0
USP9YP34,0,0,0,0
USP9YP32,0,0,0,0
CDY8P,0,0,0,0
CDY2A,0,0,0,0
ELOCP12,0,0,0,0
OFD1P2Y,0,0,0,0
TRAPPC2P8,0,0,0,0
USP9YP15,0,0,0,0
RNU1-95P,0,0,0,0
USP9YP16,0,0,0,0
XKRY2,0,0,0,0
ACTG1P11,0,1,0,0
PRYP2,0,0,0,0
ELOCP26,0,0,0,0
CDY9P,0,0,0,0
TAF9P2,0,0,0,0
CLUHP2,0,0,0,0
FAM224A,0,0,0,0
RNA5SP522,0,0,0,0
RNA5SP523,0,0,0,0
TUBB1P1,0,0,0,0
AC007241.1,0,0,0,0
FAM41AY2,0,0,0,0
ELOCP13,0,0,0,0
OFD1P4Y,0,0,0,0
USP9YP14,0,0,0,0
RNU1-48P,0,0,0,0
USP9YP5,0,0,0,0
AC022486.1,0,0,0,0
XKRYP1,0,0,0,0
PRYP5,0,0,0,0
ELOCP7,0,0,0,0
USP9YP1,0,0,0,0
HSFY1,0,0,0,0
GPM6BP1,0,0,0,0
TTTY9B,0,0,0,0
OFD1P5Y,0,0,0,0
RAB9AP4,0,0,0,0
TRAPPC2P7,0,0,0,0
OFD1P6Y,0,0,0,0
HSFY2,0,0,0,0
GPM6BP2,0,0,0,0
USP9YP2,0,0,0,0
ELOCP14,0,0,0,0
PRYP6,0,0,0,0
XKRYP2,0,0,0,0
USP9YP10,0,0,0,0
USP9YP28,0,0,0,0
RNU1-41P,0,0,0,0
OFD1P7Y,0,0,0,0
MTCYBP2,0,0,0,0
TTTY14,0,0,0,0
ZNF839P1,0,0,0,0
CD24P4,2,1,4,1
RNU6-255P,0,0,0,0
AC010133.1,0,0,0,0
GAPDHP19,0,0,0,0
BCORP1,0,0,0,0
TXLNGY,0,0,0,0
AC009977.1,0,0,0,0
AC010889.1,0,0,0,0
KDM5D,0,0,0,0
AC009233.1,0,0,0,0
RCC2P2,0,0,0,0
ZNF886P,0,0,0,0
ZNF885P,0,0,0,0
TTTY10,0,0,0,0
KDM5DP1,0,0,0,0
EIF1AY,0,0,0,0
TBL1YP1,0,0,0,0
RPS4Y2,0,0,0,0
HSFY4P,0,0,0,0
AC009494.1,0,0,0,0
GAPDHP17,0,0,0,0
TMEM167AP1,0,0,0,0
AC007876.1,0,0,0,0
TOMM22P1,0,0,0,0
NEFLP1,0,0,0,0
AC010086.1,0,0,0,0
PRORY,0,0,0,0
RBMY2EP,0,0,0,0
AC010086.2,0,0,0,0
RBMY2TP,0,0,0,0
FAM197Y10,0,0,0,0
TSPY14P,0,0,0,0
RBMY1HP,0,0,0,0
AC010141.3,0,0,0,0
RBMY1B,0,0,0,0
RBMY1A1,0,0,0,0
AC010141.2,0,0,0,0
AC010141.1,0,0,0,0
TTTY13,0,0,0,0
ELOCP5,0,0,0,0
CDY10P,0,0,0,0
USP9YP3,0,0,0,0
USP9YP8,0,0,0,0
CDY11P,0,0,0,0
AC078938.1,0,0,0,0
AC007322.2,0,0,0,0
RBMY1D,0,0,0,0
AC007322.4,0,0,0,0
RBMY1E,0,0,0,0
AC007322.1,0,0,0,0
RBMY2AP,0,0,0,0
AC007322.3,0,0,0,0
OFD1P8Y,0,0,0,0
HSFY5P,0,0,0,0
USP9YP17,0,0,0,0
CDY12P,0,0,0,0
ELOCP15,0,0,0,0
PRY2,0,0,0,0
AC007359.1,0,0,0,0
TTTY6B,0,0,0,0
RBMY1F,0,0,0,0
TSPY23P,0,0,0,0
RBMY2UP,0,0,0,0
RBMY1KP,0,0,0,0
TTTY5,0,0,0,0
TSPY22P,0,0,0,0
RBMY2FP,0,0,0,0
TTTY25P,0,0,0,0
TSPY21P,0,0,0,0
RBMY1J,0,0,0,0
AC008175.1,0,0,0,0
TTTY6,0,0,0,0
PRY,0,0,0,0
ELOCP8,0,0,0,0
CDY13P,0,0,0,0
USP9YP24,0,0,0,0
HSFY7P,0,0,0,0
OFD1P9Y,0,0,0,0
AC008175.2,0,0,0,0
RBMY2BP,0,0,0,0
AC016694.1,0,0,0,0
RBMY2WP,0,0,0,0
TTTY17A,0,0,0,0
AC016911.1,0,0,0,0
ZNF736P11Y,0,0,0,0
TTTY4,0,0,0,0
BPY2,0,0,0,0
AC006366.1,0,0,0,0
TRIM60P8Y,0,0,0,0
ZNF736P3Y,0,0,0,0
TRIM60P9Y,0,0,0,0
DAZ1,0,0,0,0
DAZ2,0,0,0,0
PPP1R12BP2,0,0,0,0
REREP1Y,0,0,0,0
AC009947.1,0,0,0,0
RBMY2CP,0,0,0,0
AC009947.2,0,0,0,0
OFD1P10Y,0,0,0,0
HSFY6P,0,0,0,0
USP9YP18,0,0,0,0
CDY14P,0,0,0,0
ELOCP16,0,0,0,0
PRYP3,0,0,0,0
XKRYP3,0,0,0,0
USP9YP25,0,0,0,0
USP9YP29,0,0,0,0
RNU1-97P,0,0,0,0
RAB9AP1,0,0,0,0
TRAPPC2P9,0,0,0,0
OFD1P11Y,0,0,0,0
ELOCP9,0,0,0,0
CDY15P,0,0,0,0
XKRYP4,0,0,0,0
USP9YP13,0,0,0,0
USP9YP11,0,0,0,0
TTTY3B,0,0,0,0
USP9YP12,0,0,0,0
RNU1-86P,0,0,0,0
RAB9AP5,0,0,0,0
TRAPPC2P10,0,0,0,0
OFD1P12Y,0,0,0,0
ELOCP10,0,0,0,0
CDY1B,0,0,0,0
CDY17P,0,0,0,0
USP9YP35,0,0,0,0
USP9YP31,0,0,0,0
CDY18P,0,0,0,0
AC023274.2,0,0,0,0
GOLGA6L11P,0,0,0,0
DNM1P24,0,0,0,0
AC023274.1,0,0,0,0
CSPG4P2Y,0,0,0,0
CSPG4P3Y,0,0,0,0
AC012005.2,0,0,0,0
GOLGA2P2Y,0,0,0,1
RN7SL818P,0,0,0,0
UBE2Q2P4Y,0,0,0,0
LINC00265-2P,0,0,0,0
CICP2,0,0,0,0
LINC00266-2P,0,0,0,0
AC012005.1,0,0,0,0
RBMY2XP,0,0,0,0
TTTY17B,0,0,0,0
TRIM60P5Y,0,0,0,0
ZNF736P12Y,0,0,0,0
TTTY4B,0,0,0,0
BPY2B,0,0,0,0
AC010153.1,0,0,0,0
TRIM60P10Y,0,0,0,0
ZNF736P2Y,0,0,0,0
TRIM60P11Y,0,0,0,0
DAZ3,0,0,0,0
DAZ4,0,0,0,0
AC006338.2,0,0,0,0
ZNF736P1Y,0,0,0,0
AC006338.1,0,0,0,0
ZNF736P5Y,0,0,0,0
BPY2C,0,0,0,0
TTTY4C,0,0,0,0
ZNF736P4Y,0,0,0,0
AC006386.1,0,0,0,0
TTTY17C,0,0,0,0
RBMY2YP,0,0,0,0
AC006386.2,0,0,0,0
LINC00266-4P,0,0,0,0
CICP1,0,0,0,0
LINC00265-3P,0,0,0,0
UBE2Q2P5Y,0,0,0,0
GOLGA2P3Y,0,0,0,0
RN7SL725P,0,0,0,0
AC006328.2,0,0,0,0
CSPG4P4Y,0,0,0,0
CSPG4P1Y,0,0,0,0
DNM1P48,0,0,0,0
AC006328.1,0,0,0,0
GOLGA6L16P,0,0,0,0
AC007562.1,0,0,0,0
CDY19P,0,0,0,0
USP9YP36,0,0,0,0
USP9YP33,0,0,0,0
CDY20P,0,0,0,0
CDY1,0,0,0,0
ELOCP34,0,0,0,0
OFD1P13Y,0,0,0,0
TRAPPC2P5,0,0,0,0
RAB9AP2,0,0,0,0
USP9YP30,0,0,0,0
RNU1-107P,0,0,0,0
TTTY3,0,0,0,0
USP9YP9,0,0,0,0
USP9YP19,0,0,0,0
XKRYP5,0,0,0,0
CDY22P,0,0,0,0
ELOCP17,0,0,0,0
OFD1P18Y,0,0,0,0
TRAPPC2P4,0,0,0,0
RAB9AP3,0,0,0,0
USP9YP20,0,0,0,0
RNU1-40P,0,0,0,0
USP9YP21,0,0,0,0
XKRYP6,0,0,0,0
PRYP4,0,0,0,0
ELOCP11,0,0,0,0
CDY23P,0,0,0,0
USP9YP26,0,0,0,0
HSFY8P,0,0,0,0
OFD1P15Y,0,0,0,0
RBMY2DP,0,0,0,0
REREP2Y,0,0,0,0
AC024067.1,0,0,0,0
PPP1R12BP1,0,0,0,0
RNU6-1314P,0,0,0,0
CYCSP48,0,0,0,0
ANKRD36P1,0,0,0,0
AC013734.1,0,0,0,0
TPTE2P4,0,0,0,0
CYCSP49,0,0,0,0
SLC25A15P1,0,0,0,0
PARP4P1,2,0,3,4
FAM58CP,0,0,0,0
CTBP2P1,0,0,0,0
CU459211.1,0,1,3,6
CU104787.1,0,0,0,0
ACTR3BP6,0,0,0,0
AC116618.1,11,5,8,9
AP000542.3,0,0,0,0
AP000542.1,0,0,0,0
AP000542.2,0,0,0,0
ZNF72P,0,0,0,0
BNIP3P2,0,0,0,0
YME1L1P1,0,0,0,0
OR11H1,0,0,0,0
AP000534.2,0,0,0,0
ARHGAP42P3,0,0,0,0
AP000534.1,0,0,0,0
AP000533.2,0,0,0,0
AP000533.1,0,0,0,0
AP000533.3,0,0,0,0
AP000532.2,0,0,0,0
NEK2P2,0,0,0,0
AP000532.1,0,0,0,0
NF1P6,0,0,0,0
MED15P7,0,0,0,0
POTEH,0,0,0,0
POTEH-AS1,0,0,0,0
RNU6-816P,0,0,0,0
AP000529.1,0,0,0,0
GRAMD4P2,0,0,0,0
DUXAP8,179,66,165,151
AP000526.1,7,1,3,3
BMS1P22,13,1,6,3
AP000525.1,9,1,7,7
NBEAP3,0,0,0,0
AP000523.1,4,0,3,4
AP000522.1,0,0,0,0
AC145543.1,0,0,0,0
ABCD1P4,0,0,0,0
AC137499.1,0,0,0,0
PABPC1P9,0,0,0,0
SLC9B1P4,0,0,0,0
CHEK2P4,0,0,0,0
AP000547.2,0,0,0,0
AP000547.1,0,0,0,0
KCNMB3P1,1,0,0,0
CCT8L2,0,0,0,1
FABP5P11,0,0,0,0
TPTEP1,11,0,34,17
AP000547.3,0,0,1,2
AP000365.1,0,0,0,0
SLC25A15P5,1,0,2,0
PARP4P3,0,0,0,0
ANKRD62P1-PARP4P3,6,0,7,5
ANKRD62P1,9,0,5,5
AC005301.1,0,0,0,0
VWFP1,19,0,8,8
LINC01665,14,0,17,7
XKR3,0,0,0,1
HSFY1P1,0,0,0,0
GPM6BP3,0,0,0,0
AC007064.4,0,0,0,0
AC007064.3,0,0,0,0
ZNF402P,0,0,0,1
AC007064.2,0,0,0,0
MTND1P17,0,0,0,0
AC007064.1,0,0,0,0
AC006548.1,0,0,0,0
IGKV1OR22-5,0,0,0,0
IGKV2OR22-4,0,0,0,0
IGKV2OR22-3,0,0,0,0
IGKV3OR22-2,0,0,0,0
IGKV1OR22-1,0,0,0,0
AC006548.3,3,1,9,6
GAB4,0,0,0,0
AC006548.2,0,0,0,0
VN1R9P,0,0,0,0
CECR7,3,128,54,48
AC006946.2,2,22,11,5
AC006946.3,0,2,0,1
IL17RA,999,610,1151,892
AC006946.1,1,1,3,1
TMEM121B,21,8,10,9
LINC01664,1,0,0,1
HDHD5,1346,601,1528,1125
HDHD5-AS1,6,2,5,6
ADA2,5,0,100,55
AC005300.1,0,0,0,0
FAM32BP,0,0,0,0
CECR3,0,0,1,0
CECR9,0,0,0,0
RN7SL843P,0,0,0,0
CECR2,56,0,70,53
FO681548.1,0,0,0,0
CLCP1,0,0,0,0
DNAJA1P6,0,0,0,0
SLC25A18,16,6,28,22
AC007666.1,0,0,0,0
ATP6V1E1,2728,1064,2877,2071
BCL2L13,1380,1144,1566,1199
BID,1678,199,1755,1202
MIR3198-1,1,0,0,0
LINC00528,0,0,4,2
MICAL3,556,1052,787,644
AC016026.1,2,6,1,2
MIR648,0,0,0,0
AC016027.3,0,0,0,0
AC016027.2,0,0,0,1
RHEBP3,0,0,0,0
LINC01634,0,0,1,0
AC016027.1,41,7,40,30
PEX26,1472,682,1773,1285
AC016027.5,0,0,1,0
AC016027.4,0,0,0,0
ARL2BPP10,0,0,0,0
TUBA8,0,0,2,1
AC008079.2,10,3,8,6
USP18,156,10,165,109
AC008079.1,0,0,0,0
GGTLC5P,0,0,0,1
LINC01660,0,0,0,0
AC011718.1,0,0,0,0
PPP1R26P3,0,0,0,0
FAM230A,0,0,0,0
AC023490.1,0,0,0,0
AC023490.3,0,0,0,0
GGTLC3,1,0,0,0
AC023490.2,0,0,0,0
TMEM191B,24,1,27,19
PI4KAP1,106,107,114,83
RN7SKP131,0,0,0,0
RIMBP3,26,0,41,14
SUSD2P2,0,0,0,0
CA15P2,0,0,0,0
PPP1R26P2,0,0,0,0
PPP1R26P4,0,0,0,0
LINC01662,0,0,0,0
GGT3P,0,0,1,0
AC008132.2,0,0,0,0
E2F6P1,0,0,0,0
AC008132.1,0,0,1,1
BCRP7,0,0,0,0
LINC01663,0,0,0,0
AC008103.1,0,0,0,0
DGCR6,2,0,1,0
AC007326.4,0,0,0,0
PRODH,1,1,1,0
AC007326.5,0,0,0,0
AC007326.2,0,0,0,0
DGCR5,26,3,26,9
AC007326.3,0,0,1,0
AC007326.1,0,0,0,0
AC000095.2,0,0,0,0
DGCR9,15,1,12,9
AC000095.1,0,0,0,0
