GeneSymbol,mix1,mix2,mix3,mix4,mix5,mix6,mix7
ILDR1,0.869232845,0.48893138,0.244695089,0.704750306,0.43848695,0.680325871,0.322051471
CYB5R2,1.679542314,0.800442612,0.172981255,1.236969055,0.590087305,1.258191729,0.398512419
AC007386.2,0.756216897,0.576856637,0.525237055,0.758915018,0.666792893,0.638703386,0.499845668
Mar-02,0.334154818,0.501232226,0.835387044,0,0.167077409,0.835387044,1.169541862
CD207,60.88105827,26.10333749,0.022274336,43.50556248,17.42449933,43.48328815,8.705567363
RP11-389C8.2,57.52819348,24.65494006,0,41.09156677,16.43662671,41.09156677,8.218313354
CD1E,411.3783479,176.3050063,0,293.8416771,117.5366708,293.8416771,58.76833542
CD1B,53.35582865,22.86678371,0,38.11130618,15.24452247,38.11130618,7.622261235
ENHO,66.68828657,28.60497565,0.056656613,47.61830281,19.05865244,47.67495942,9.602979819
ZNF366,117.463026,50.93843364,1.171008056,84.83793702,35.05862095,83.78583374,17.27313188
MRC1,75.05077992,32.47646815,0.611772522,54.09504064,22.22386375,53.54808068,10.98025017
RP11-863P13.3,78.29604383,34.42575332,1.824468631,56.58301331,23.82308017,56.34502913,12.63338706
EHF,19.75624811,8.466963474,0,14.11160579,5.644642316,14.11160579,2.822321158
CLEC10A,1749.000236,751.0270877,2.83025135,1251.711813,503.5149765,1248.881562,250.9084128
LRP1B,11.98934021,5.358807834,0.42878728,8.93134639,4.001325835,8.50255911,1.872026734
KCNK13,11.02279119,4.724053365,0,7.873422275,3.14936891,7.873422275,1.574684455
FZD2,12.56805886,5.620523094,0.45541252,9.36753849,4.202427916,8.91212597,1.964590202
HTR7,33.96100418,14.55471608,0,24.25786013,9.70314405,24.25786013,4.851572025
CYP2S1,355.8757626,153.2915047,1.570326209,255.0859594,103.2848045,254.3153968,51.81111528
CACNA2D3,323.0453122,141.9077669,6.727342245,236.5129449,101.3325202,229.7856027,48.64805743
IDO1,286.0174777,123.9837827,3.278015378,203.3616225,82.00025208,206.6396379,45.26154603
FPR3,92.4760944,39.80126223,0.383607596,66.00137881,26.51691253,66.28588768,13.67786716
RP6-91H8.3,124.2322753,54.72627062,3.153635531,89.60041838,37.70577676,89.66684815,20.48284997
SDS,55.67001685,24.67244925,1.651054373,40.70957947,17.60595074,39.88086365,8.9655299
MPP3,40.01308381,17.26472217,0.236951801,28.70916577,11.66832116,28.60295633,5.867668934
CLIC2,318.9442211,139.9105937,6.279109215,233.0788224,99.42623776,227.0107142,47.99818692
DCANP1,7.361995402,3.277972793,0.238839819,5.463287989,2.424155015,5.22444817,1.140425562
VSIG4,208.5118742,89.52871414,0.388458816,148.8260648,59.60811766,149.2145236,30.30905529
RAB7B,24.49935708,10.87745571,0.734477438,18.12909286,7.986114581,17.39461542,3.772714059
CDS1,7.154353997,3.066151713,0,5.110252855,2.044101142,5.110252855,1.022050571
RTN1,247.7581081,106.1820463,0,176.9700772,70.78803088,176.9700772,35.39401544
CLEC9A,48.00783954,20.57478838,0,34.29131396,13.71652558,34.29131396,6.858262792
IDO2,24.34961284,10.76556738,0.712300518,17.51903102,7.381047903,17.65389305,4.154563838
PTGFRN,16.30703955,6.988731237,0,11.6478854,4.659154158,11.6478854,2.329577079
NDRG2,1684.624364,731.2911441,18.3832205,1217.127447,503.8812983,1202.126479,249.1314852
LGALS2,550.729424,236.252387,0.438454775,393.7539784,157.9400461,393.3155236,78.83848663
PID1,335.1270612,143.7273601,0.207924172,239.4819502,95.94978425,239.401326,48.01435486
GRIP1,236.4929077,104.6603254,6.71289265,172.7291106,74.44072491,169.4257479,37.93411864
EPHB3,8.888447435,3.898848803,0.178499699,6.471415344,2.745733041,6.346247635,1.361982202
CES1,518.6335398,223.9947999,3.363075322,373.2511808,152.6047591,370.0350769,75.41103406
DTNA,95.32610849,42.78888703,4.029752716,69.70943499,30.62922533,68.89043573,16.67428961
MSLN,20.15022659,8.635811394,0,14.39301899,5.757207596,14.39301899,2.878603798
CD1C,3077.153088,1318.809862,0.058269332,2198.016436,879.2648439,2197.958167,439.6149411
RP11-426C22.4,66.32766767,28.53665372,0.257857669,47.30323186,18.97286428,47.56108953,9.821647109
LEKR1,207.9092037,90.35285653,2.455010914,150.4286699,62.49893939,148.2925076,30.76804537
LAYN,33.98945385,14.59824419,0.066635836,24.29617157,9.757716135,24.29800656,4.913643975
FLT3,469.6216202,245.7660397,86.97938021,406.8961477,247.5667044,325.3446046,102.0318078
TACSTD2,25.42276967,10.89547271,0,18.15912119,7.263648476,18.15912119,3.631824238
KCNK6,193.2057535,92.24805037,20.04446037,143.678475,69.46122987,143.7705659,44.82651782
KCTD12,179.4129903,81.73658522,9.426319332,136.1982689,63.88212837,126.8306958,29.16016542
PKIB,144.4836588,63.03807974,2.306525426,104.2502834,43.35609256,103.5701236,22.28718113
SEZ6L,78.91091978,33.81896562,0,56.3649427,22.54597708,56.3649427,11.27298854
CTTNBP2NL,79.95443182,39.97435789,11.16479782,66.23049255,37.34224502,55.85256927,15.9511828
SLAMF8,169.8754525,72.81060709,0.015964073,121.3350478,48.53721191,121.3510118,24.28935925
UPK3A,77.37784172,35.51784072,4.580933305,59.19640121,28.25949379,54.6154679,12.7554669
HBEGF,162.3995374,69.69223314,0.192537508,116.0768634,46.56179612,116.0380429,23.34611034
FAM20C,17.43387099,7.731577623,0.50539733,12.88596271,5.659782412,12.38056538,2.678272007
FAM109A,101.1816535,44.45070957,2.313974305,72.88401455,30.507179,72.97104306,16.48019946
MTMR11,613.8386266,263.7054617,1.2949262,439.1101321,176.6198025,438.6131473,88.55977648
KLF4,484.1813792,210.7065691,6.228291963,351.1442733,146.6593278,344.982665,71.51452324
VEGFA,7.617094232,3.353694199,0.208192231,5.3812981,2.194157686,5.589490331,1.367728743
RP11-426C22.5,156.9331269,69.26361554,4.284195075,113.1440688,47.7055902,113.4504546,26.24000133
KCNMB1,75.75727177,34.53312963,4.073981548,57.21148024,26.683585,53.82497031,12.66957532
CD1D,795.7424405,341.0949043,0.123755117,568.4773237,227.5033378,568.3819354,113.7372359
RP3-522P13.3,53.49847206,24.22542132,2.552142527,40.20040209,18.49206328,37.99885977,8.760869046
ID1,111.7601951,48.96457616,2.312608186,80.18439094,33.24777577,80.71825474,18.20728302
CTB-113D17.1,21.11455837,9.140714542,0.179959762,15.22364346,6.260712526,15.06544525,3.093777575
CCSER1,132.7230522,57.84800576,1.922490189,96.15654152,40.17966566,94.74765417,19.92396805
ACPP,226.2486442,98.15844879,2.333332052,163.5361038,67.69872488,161.3253935,33.2474602
DFNA5,62.32497263,26.90839503,0.391383428,44.80543666,18.28004738,44.49783001,9.089630082
SDSL,56.04007253,27.44669574,6.690408675,45.61312852,24.83056857,39.18544861,10.6183447
SHTN1,301.22949,152.7120436,45.92111701,254.486429,147.6887736,208.6325993,60.12188162
C1orf127,11.10075216,5.277127257,1.053527705,8.536769737,4.261481713,8.000126748,2.228190317
MAP3K20,210.5787724,91.52893739,2.600515937,151.8888744,62.82858202,150.6070676,31.68910358
MARVELD1,54.59618422,23.77665281,0.735560277,39.62775468,16.58666215,38.8921944,8.072662991
DSE,120.8051058,57.12083923,10.64970202,93.6874486,46.91352136,86.06564683,22.68417027
NUDT16P1,118.2373156,51.05814521,0.832765292,84.5920999,34.26575822,84.76895219,17.69074359
CD33,1462.796506,635.87926,20.22451713,1043.0605,424.0581035,1056.312516,232.7429237
SNX30,107.3219208,48.5172686,5.080915785,79.80181572,36.15340318,76.84149716,18.24890464
FAM129B,32.59642502,14.1448781,0.395915991,23.24075355,9.424982794,23.51292411,5.128185835
SNAI1,52.96671401,24.79717138,4.204946197,40.56570444,19.82089636,37.88658728,9.869627551
APBA1,12.30834955,5.6025785,0.648397644,9.268913037,4.300988621,8.757950987,2.065923492
PPFIA4,75.7342744,33.99022117,2.998099421,56.54298044,25.52938105,53.75965738,12.03708179
SCT,7.598995268,22.7969858,37.99497634,37.99497634,53.19296688,0,15.19799054
LINC01478,6.100507308,18.30152192,30.50253654,30.50253654,42.70355116,0,12.20101462
RP11-73G16.2,27.63401878,82.90205634,138.1700939,138.1700939,193.4381315,0,55.26803756
RP11-71G12.1,41.23855606,122.9267153,204.6684461,204.8194138,286.5494556,0.267857783,81.96770603
KCNK10,4.54942812,11.69158684,18.94643696,19.46206222,26.71212916,0.563456964,7.710398855
EPHA2,7.774696472,21.52156328,35.36857044,35.86927214,49.71627929,0.500701704,14.24756851
KRT8P5,1.991919656,5.975758968,9.95959828,9.95959828,13.94343759,0,3.983839312
CUX2,4.383098677,12.81752114,21.27037555,21.36253524,29.81538964,0.092159692,8.526582156
LINC01724,6.667045374,20.00113612,33.33522687,33.33522687,46.66931762,0,13.33409075
AC011893.3,11.47760401,34.43281203,57.38802005,57.38802005,80.34322807,0,22.95520802
SCARA5,17.97246079,44.4798823,71.51265343,74.12687278,101.158391,2.626748113,29.1354225
KCNA5,7.953415452,23.86024636,39.76707726,39.76707726,55.67390816,0,15.9068309
LINC00475,6.472184694,19.41655408,32.36092347,32.36092347,45.30529286,0,12.94436939
KRT5,17.3356799,52.0070397,86.6783995,86.6783995,121.3497593,0,34.6713598
SLC35F3,3.316861807,8.550954209,13.8628039,14.25159035,19.56344004,0.388786448,5.62287885
EWSAT1,0.796803637,2.390410911,3.984018185,3.984018185,5.577625458,0,1.593607274
RP11-203M5.6,212.0728478,616.8511582,1022.705435,1028.085264,1433.93954,5.37982918,410.1581396
PTPRS,17.09887405,45.87584081,74.99696129,76.20173944,105.2712609,1.72076863,30.54933444
SLC12A3,13.93713215,38.2832247,62.83479259,63.74857971,88.28878864,1.027376698,25.38482821
LINC01225,14.01698632,42.05095896,70.0849316,70.0849316,98.11890424,0,28.03397264
BEND3P2,0.443501004,1.330503013,2.217505022,2.217505022,3.10450703,0,0.887002009
SRPX,2.79971626,8.39914878,13.9985813,13.9985813,19.59801382,0,5.59943252
TTC39A,14.79678657,41.5611488,68.54376846,68.90210707,95.81143188,1.091287134,27.92894422
PTCRA,13.13304526,38.59141769,64.10001758,64.2869041,89.78907892,0.251137288,25.7159348
SLC9C2,2.292286086,4.515950232,6.870775935,7.52658372,9.881409423,0.655807785,2.879471931
RP4-647C14.2,9.630888279,21.23299127,33.27079483,35.32733995,47.35294773,2.178502803,13.79280157
ZFAT,119.7390784,294.3083786,472.9373373,487.7922987,665.8769243,20.29829256,195.4119259
NRP1,63.22157775,150.8176119,240.6049952,251.1636328,340.9112053,10.95674517,98.59259012
NAT8L,0.980484616,2.941453849,4.902423082,4.902423082,6.863392315,0,1.960969233
KLHL33,7.177478528,13.6103224,20.54154411,22.33430806,29.19561725,2.491889169,8.994645563
CLEC4C,60.66490199,162.3140159,265.3736287,268.6205967,371.2996569,7.052494302,109.0821609
PHEX,5.676101818,16.66714007,27.67956556,27.77063188,38.78147038,0.106936144,11.09956138
SHD,13.7618107,41.2854321,68.8090535,68.8090535,96.3326749,0,27.5236214
CYP46A1,7.463029169,15.73003125,24.46821041,25.60934173,34.22604548,2.355885366,10.74436285
PROC,7.977863491,23.19643653,38.45596258,38.66072756,53.9202536,0.204764983,15.42333803
CTD-2547E10.6,8.155360426,15.00713359,22.38440385,25.01188931,32.38915957,2.62748547,9.479258632
P3H2,57.37419941,80.2923392,108.3873318,133.3695347,161.3743211,25.88426419,48.89261011
C5orf64,7.49230034,16.70143135,26.28653915,27.5050148,37.02398176,1.879883903,11.15515574
DNASE1L3,152.7279364,173.4916477,210.0863326,289.0642908,325.6412847,79.15486874,99.93627104
SMPD3,71.00456749,155.5871189,243.721255,257.1445515,344.8452249,17.75792322,102.7739373
CTSV,14.66824411,14.58215007,16.15066728,24.18344338,25.72793257,8.273056247,8.210990223
RP4-799P18.4,4.758944492,14.27683348,23.79472246,23.79472246,33.31261144,0,9.517888984
PLVAP,15.32628274,35.72694709,56.71293299,59.45028288,80.41734299,2.926607762,23.3461979
SERPINF1,476.499432,897.4635854,1348.18192,1494.59246,1945.074758,148.7709048,569.9710946
AC023590.1,45.14036266,106.1955531,168.9964753,176.2600424,238.9144555,8.728659139,69.93035875
SCAMP5,40.68477983,120.7128211,200.8487414,200.9879329,281.0838328,0.539395839,80.6074575
TPM2,44.16948086,120.142224,196.8342086,200.0436639,276.6969733,3.596207476,79.60762582
GPR39,2.770029664,2.42399389,2.4049634,4.039989817,4.020959326,1.635026417,1.288990643
CRYM-AS1,9.875560524,17.40098978,25.66292702,28.65783229,36.85100606,3.682539947,11.27673267
COBL,1.028331444,3.084994332,5.14165722,5.14165722,7.198320108,0,2.056662888
LAMP5,61.44824393,131.9100617,205.2849167,219.8501028,293.2249578,14.56518615,85.02700389
TNFRSF21,76.97261052,166.3877014,259.416828,277.1386644,370.1329567,18.07017884,107.5201039
LRRC36,14.47984444,24.75562273,36.16562159,40.682018,51.97654621,5.671102848,16.06235178
RP11-426L16.10,6.351418672,15.01785821,23.90854208,25.02976369,33.92044756,1.121221612,9.787661154
RASD1,11.46793177,25.30245133,39.66882928,42.01338317,56.34828731,2.659291979,16.52528535
SMIM5,10.35592649,23.53614697,37.16760672,39.03002012,52.62210158,2.256196386,15.47579516
KIRREL3,30.7147127,48.08668257,68.23252789,78.1870367,97.94139518,13.86937729,31.63283401
CRYM,13.61538604,40.25471967,66.926911,67.09119946,93.76339078,0.164288458,26.80362209
PDZRN3,1.504487019,4.513461057,7.522435095,7.522435095,10.53140913,0,3.008974038
SLC7A11,1.967532218,4.212709885,6.581270429,6.844181473,9.177341683,0.616914382,2.897492383
MAP1A,10.11246376,29.32090961,48.59178073,48.83245834,68.09618459,0.312126311,19.52771703
RP3-416J7.4,1.466859819,4.400579457,7.334299095,7.334299095,10.26801873,0,2.933719638
COL26A1,2.323922614,6.971767842,11.61961307,11.61961307,16.2674583,0,4.647845228
RP11-610P16.1,31.53657766,54.45321805,79.69466453,90.19203189,115.3208121,11.62403042,34.65333712
RP5-906A24.1,1.839528485,5.518585455,9.197642425,9.197642425,12.8766994,0,3.67905697
CYYR1,13.43108174,34.84118556,56.59607811,57.81726344,79.52188016,1.723943649,23.1843233
ZNF556,6.711425269,10.09667492,14.13007629,16.28474821,20.20954091,3.240758576,6.734616894
LINC01375,2.314457174,5.260986212,8.3009811,8.768310353,11.80830524,0.467329253,3.413858291
PLXNA4,8.018613251,22.90425359,37.87335115,38.05687476,53.00259607,0.417286068,15.32630265
LINC00996,38.47052433,109.8349469,181.572302,182.6795252,254.3411364,1.864662498,73.30482904
RP11-71L14.3,2.264015456,5.831785187,9.462930304,9.659476719,13.27858878,0.316876933,3.896679715
PPM1J,71.92391569,126.6853372,186.3960038,211.1422287,270.8528952,24.74622496,79.50764649
MROH9,0.520797581,1.562392744,2.603987907,2.603987907,3.64558307,0,1.041595163
PALD1,16.56328667,19.264459,23.66315953,32.06406282,36.45408958,8.487640985,11.19748709
FAM221B,17.64629686,21.9125694,28.03416818,35.73109858,41.69472728,9.276631234,13.70087386
GUCY2D,8.81498667,8.407423622,9.004614063,13.9963639,14.59035257,5.023767448,4.619406161
KCNK1,0.88912062,2.667361859,4.445603099,4.445603099,6.223844339,0,1.77824124
BEND6,17.07074448,15.7530483,16.53345236,25.48620739,26.11283683,10.49050124,9.32657968
LILRA4,577.9039309,1622.829666,2673.919563,2704.691841,3755.776885,30.82081417,1075.751402
IGHV3OR16-12,0,0,0,0,0,0,0
SDC1,0,0,0,0,0,0,0
IGHV3OR16-7,0,0,0,0,0,0,0
DPEP1,0,0,0,0,0,0,0
IGHV3-75,0,0,0,0,0,0,0
IGKV2OR22-4,0,0,0,0,0,0,0
IGHV3-54,0,0,0,0,0,0,0
IGHV3-79,0,0,0,0,0,0,0
IGHV1OR15-2,0,0,0,0,0,0,0
IGKV1OR10-1,0,0,0,0,0,0,0
IGHV3OR16-15,0,0,0,0,0,0,0
BHLHA15,0.130094461,0.390283382,0.650472303,0.650472303,0.910661224,0,0.260188921
RP11-295P22.2,0,0,0,0,0,0,0
IGHV3OR15-7,0,0,0,0,0,0,0
IGHV3-60,0,0,0,0,0,0,0
IGHV7-34-1,0,0,0,0,0,0,0
IGHV3-6,0,0,0,0,0,0,0
IGHV3-25,0,0,0,0,0,0,0
IGHV3-42,0,0,0,0,0,0,0
RP11-812E19.9,0,0,0,0,0,0,0
IGHV1OR16-4,0,0,0,0,0,0,0
GLDC,2.380741632,1.509643081,1.012319342,2.15095021,1.580602151,1.868874053,1.070799821
IGHV3-62,0,0,0,0,0,0,0
HRASLS2,0.177647977,0.532943932,0.888239887,0.888239887,1.243535841,0,0.355295955
OXCT2,2.332938126,0.999830625,0,1.666384376,0.66655375,1.666384376,0.333276875
RP11-1166P10.8,0,0,0,0,0,0,0
IGHV3-47,0,0,0,0,0,0,0
GPRC5D,0.034413273,0.05161991,0.086033184,0,0.017206637,0.086033184,0.120446457
IGF1,0,0,0,0,0,0,0
IGLV2-33,0,0,0,0,0,0,0
UNC13C,0.7297733,0.432860358,0.251503248,0.613585458,0.410658653,0.577779156,0.302435909
IGHV3-63,0.044745144,0.067117715,0.111862859,0,0.022372572,0.111862859,0.156608003
IGHV4-80,0,0,0,0,0,0,0
IGHV3OR16-8,0,0,0,0,0,0,0
CAV1,0.059831833,0.08974775,0.149579583,0,0.029915917,0.149579583,0.209411416
IGHV3-52,0,0,0,0,0,0,0
IGHV3-71,0,0,0,0,0,0,0
IGHV3-19,0,0,0,0,0,0,0
IGLV10-54,0,0,0,0,0,0,0
IGHV3-38,0,0,0,0,0,0,0
IGHV1OR15-9,0,0,0,0,0,0,0
IGKV3D-11,0,0,0,0,0,0,0
IGHV3-41,0,0,0,0,0,0,0
IGKV2-40,0,0,0,0,0,0,0
IGKV1D-17,0,0,0,0,0,0,0
MIXL1,1.326967307,0.801592961,0.486430177,1.134488545,0.779025816,1.051057814,0.565983412
IGHV3OR16-9,0,0,0,0,0,0,0
IGHG4,0.773171241,0.473885647,0.290441326,0.709971132,0.510559155,0.579206366,0.295888428
IGKV1-6,0,0,0,0,0,0,0
IGHV7-81,0,0,0,0,0,0,0
TXNDC5,28.16098057,39.38255557,53.25151574,64.78674368,78.48553406,13.23692582,24.62867062
IGKV2D-30,0,0,0,0,0,0,0
IGHV4-55,0.055142537,0.16542761,0.275712684,0.275712684,0.385997758,0,0.110285074
IGLV1-50,0,0,0,0,0,0,0
TNFRSF17,3.715122944,7.465573652,11.47176592,12.13477179,16.07939386,1.278707799,5.0907287
IGKV1D-13,0,0,0,0,0,0,0
IGHV4-28,0,0,0,0,0,0,0
IGHV3-72,0.112370528,0.222811297,0.371352161,0.180851682,0.29129245,0.19050048,0.339041344
IGKV3D-20,0,0,0,0,0,0,0
IGKV3-7,0,0,0,0,0,0,0
RP11-361C13.1,0,0,0,0,0,0,0
IGHV1OR15-4,0,0,0,0,0,0,0
IGKV1-17,0,0,0,0,0,0,0
IGHV1-12,0,0,0,0,0,0,0
IGHV2-70D,0,0,0,0,0,0,0
IGHGP,0.043579771,0.118648314,0.197747191,0.177595525,0.252664068,0.020151666,0.099250542
MIR650,0,0,0,0,0,0,0
IGKV3OR2-268,0,0,0,0,0,0,0
IGKV6-21,0,0,0,0,0,0,0
IGHV3-64,0,0,0,0,0,0,0
IGKV1D-16,0,0,0,0,0,0,0
IGHA2,1.962240694,1.965636309,2.358859318,2.24412474,2.430960594,1.949136971,2.158919741
IGLV3-27,0,0,0,0,0,0,0
IGLV2-8,0.809383205,0.550673383,0.454200615,0.570192055,0.404199904,0.811185273,0.621994833
IGKV2-24,0,0,0,0,0,0,0
IGHV3-22,0,0,0,0,0,0,0
IGLV8-61,0.032264095,0.096792285,0.161320475,0.161320475,0.225848665,0,0.06452819
RP11-290F5.1,5.736529025,3.987075575,3.309679331,4.620286563,3.537922438,5.360286025,4.015800454
IGLV1-36,0,0,0,0,0,0,0
AP001171.1,0,0,0,0,0,0,0
AC010745.4,0,0,0,0,0,0,0
CD34,1.182654902,0.633776193,0.262318115,0.963166042,0.57308244,0.887103154,0.356849967
HTR1F,0.011317666,0.016976499,0.028294166,0,0.005658833,0.028294166,0.039611832
MMP2,0,0,0,0,0,0,0
PROM1,0.007281419,0.010922129,0.018203548,0,0.00364071,0.018203548,0.025484967
EGFEM1P,0.699497798,0.393445116,0.198349403,0.558349469,0.343775278,0.554784847,0.268210643
REN,0,0,0,0,0,0,0
AC092646.2,0,0,0,0,0,0,0
DYTN,0,0,0,0,0,0,0
TM4SF1,0,0,0,0,0,0,0
DPYSL3,0,0,0,0,0,0,0
DNTT,0,0,0,0,0,0,0
NPTX2,0.058490626,0.175471877,0.292453129,0.292453129,0.409434381,0,0.116981252
SLC8A3,0.006315328,0.009472992,0.01578832,0,0.003157664,0.01578832,0.022103648
C3orf80,0,0,0,0,0,0,0
NKAIN2,0.215660187,0.094605276,0.005085457,0.152590003,0.062053093,0.15767546,0.03763764
FREM1,0,0,0,0,0,0,0
ZNF385D,1.067692102,0.495661151,0.077185433,0.807242244,0.384994591,0.767776161,0.199517145
MPL,0,0,0,0,0,0,0
CYTL1,0.051339889,0.077009834,0.128349723,0,0.025669945,0.128349723,0.179689612
TMEM246,0.001399325,0.002098988,0.003498313,0,0.000699663,0.003498313,0.004897638
MPDZ,0,0,0,0,0,0,0
EMID1,0.01627141,0.024407115,0.040678525,0,0.008135705,0.040678525,0.056949935
MDGA2,0.153554057,0.087883637,0.043803191,0.141192404,0.096055892,0.107949864,0.043335509
KIAA0087,0.620173295,0.343809656,0.165135335,0.49245027,0.297662783,0.488446584,0.22819611
CALN1,0.357978519,0.216277454,0.126756683,0.333266693,0.238306776,0.26090147,0.124639551
PLOD2,2.448869572,1.412649761,0.74671116,2.110715333,1.396036544,1.851406046,0.863926422
IGLL1,0.432474147,0.316829875,0.255662969,0.528049792,0.466882885,0.272386824,0.156742552
AJ006998.2,4.923793732,2.845678304,1.519165851,4.208413621,2.775024457,3.758014876,1.786776158
SULT1C4,2.067278814,1.493628989,1.226346546,2.220579832,1.899537026,1.531836917,1.011947454
SMIM24,0.029784778,0.044677166,0.074461944,0,0.014892389,0.074461944,0.104246722
RNU6ATAC6P,0.728776539,1.093164809,1.821941348,0,0.36438827,1.821941348,2.550717887
PTRF,0.946727219,0.554855871,0.321616678,0.734742113,0.463499386,0.793160778,0.439292964
RP11-354E11.2,6.764723678,4.258388512,2.79097926,6.209019537,4.563951355,5.194629576,2.865953339
HOXA3,0.029197045,0.048124955,0.080208259,0.014431291,0.033359201,0.065776968,0.097860272
HOXA7,1.017996071,0.534878284,0.191711049,0.891463807,0.548296571,0.699752758,0.216634971
TIMP3,0,0,0,0,0,0,0
RP11-477J21.6,0.027120096,0.040680144,0.067800241,0,0.013560048,0.067800241,0.094920337
CRISPLD1,0.437897928,1.236029174,2.060048624,1.930607605,2.728738851,0.129441019,0.953460468
AC007319.1,0.095276702,0.285830105,0.476383509,0.476383509,0.666936913,0,0.190553404
NYNRIN,1.252666577,0.823726044,0.588092516,1.191125945,0.919142258,0.96653502,0.573944647
PCYT1B,0.976747627,0.657314541,0.535403415,0.668035259,0.460626337,0.987609798,0.753674507
EPX,0.941341634,0.465663303,0.130949492,0.716438924,0.369791796,0.704822596,0.241077582
TCTEX1D1,0.657228758,0.281669468,0,0.469449113,0.187779645,0.469449113,0.093889823
LRP4,0.000978577,0.001467866,0.002446444,0,0.000489289,0.002446444,0.003425021
AADAT,0.542831527,0.243813967,0.021723108,0.406356612,0.184265752,0.384633504,0.085615944
CCDC175,0.227648855,0.097563795,0,0.162606325,0.06504253,0.162606325,0.032521265
KCNIP3,0.174852744,0.17273618,0.228198342,0.059695291,0.069517785,0.287893633,0.331416737
RP11-328D5.4,0.14116215,0.069322251,0.019580963,0.101000154,0.04835148,0.110493053,0.041560541
MYCT1,0.424092699,0.284648663,0.240087514,0.234326924,0.141748272,0.474414438,0.382987904
MAMDC2,0.019361684,0.058085053,0.096808421,0.096808421,0.135531789,0,0.038723368
ERG,5.485309936,2.718469977,0.857786678,3.672996618,1.640755983,4.530783296,1.935500673
HOXA6,0.327321137,0.35326152,0.434829646,0.464570041,0.521298335,0.278138714,0.328918928
ST6GAL2,0.774300805,0.467839443,0.291111721,0.619684892,0.410947666,0.648668198,0.374216339
RP13-786C16.1,0.01475636,0.02213454,0.0368909,0,0.00737818,0.0368909,0.051647259
AC098617.1,0.554845059,0.316246131,0.159606027,0.484753627,0.319648871,0.409794117,0.17965984
CPXM1,2.158698447,1.20610952,0.550779842,1.983288989,1.322580601,1.486296238,0.539086021
HMGA2,2.127160874,1.245114512,0.677508087,1.900673931,1.298164122,1.572199688,0.72505671
CBX2,0.965290013,0.472066344,0.114777148,0.779104973,0.420281323,0.679672361,0.187983146
SRPX2,0.297136281,0.183379541,0.114352525,0.273263987,0.197763255,0.223648624,0.1163656
EGFL7,2.209035324,2.588235076,3.191816544,4.313725126,4.917306594,1.121908583,1.501108334
KIAA1211,0.014638624,0.021957937,0.036596561,0,0.007319312,0.036596561,0.051235185
MYOZ3,0.52902769,0.348512111,0.244826572,0.532730269,0.419420079,0.384150197,0.213259268
CRHBP,4.965530905,2.128084673,0,3.546807789,1.418723116,3.546807789,0.709361558
PDE3A,0.147178747,0.069013244,0.012628128,0.108514094,0.050827381,0.108901927,0.032038021
ROBO4,9.326043755,3.996875895,0,6.661459825,2.66458393,6.661459825,1.332291965
PRSS2,0,0,0,0,0,0,0
SERPINE1,2.011054759,1.028359833,0.340437515,1.613565555,0.905569737,1.47386304,0.511241614
CASC15,3.00950215,1.960237682,1.40626285,2.651414581,1.974310103,2.476448178,1.550313354
KLF1,0.004979341,0.007469012,0.012448353,0,0.002489671,0.012448353,0.017427694
LINC01122,3.280186622,6.573845745,10.06654056,10.85110011,14.32273304,0.995178475,4.30989949
BAALC,0.568625134,0.243696486,0,0.40616081,0.162464324,0.40616081,0.081232162
SYTL4,2.126682054,1.64978514,1.47325719,2.524181794,2.302561822,1.501844817,1.070039924
ZBTB8A,3.537715262,2.336276391,1.672980767,3.423890977,2.666614751,2.690716228,1.583257959
TFPI,14.83779583,15.6440866,18.36875315,24.18632322,26.53355888,9.591878955,10.77560061
HOXA10-AS,1.585423452,1.043208227,0.771677854,1.352258649,1.00344393,1.353424255,0.888493376
SCHIP1,11.54323716,10.00689787,9.995368716,15.73690686,15.53712645,7.624050661,6.275962627
RXFP1,0.038622184,0.057933277,0.096555461,0,0.019311092,0.096555461,0.135177645
