GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
OCIAD2,0.619089866,0.619089866,0.619089866,0.619089866,0.619089866,1.408775974
ODC1,0.745782898,0.745782898,0.745782898,0.745782898,0.745782898,2.413844089
OFD1,0.715174238,0.715174238,0.715174238,0.715174238,0.715174238,3.710840871
OGFRL1,0.787205066,0.787205066,0.787205066,0.787205066,0.787205066,0.787205066
OGT,0.751475424,0.751475424,0.751475424,0.751475424,0.751475424,2.843409451
OPN3,0.828956444,0.828956444,0.828956444,0.828956444,0.828956444,5.576091551
ORAI2,0.758619447,0.758619447,0.758619447,0.758619447,0.758619447,0.758619447
OS9,0.691847754,0.691847754,0.691847754,0.691847754,0.691847754,2.157382703
OSBPL8,0.655278024,0.655278024,0.655278024,0.655278024,0.655278024,0.655278024
OST4,1.203878208,1.168008468,0.914107726,1.089524829,1.131807167,1.853567471
OSTC,0.606191944,0.606191944,0.606191944,1.495581535,0.606191944,2.584278199
OSTF1,0.581652713,0.581652713,0.581652713,1.365744985,2.365112926,1.290189
P4HB,0.578312787,0.578312787,0.578312787,0.578312787,2.150012863,2.895927267
PA2G4,0.577770766,1.236598382,0.577770766,0.577770766,0.577770766,1.357530798
PABPC1,1.42534862,1.467698498,0.98756773,1.235237455,0.567503394,0.88466644
PABPC4,0.682771033,0.682771033,0.682771033,0.682771033,0.682771033,0.682771033
PACSIN1,0.939745162,0.939745162,0.939745162,0.939745162,0.939745162,159.9704002
PAK1,0.807678283,0.807678283,0.807678283,0.807678283,0.807678283,0.807678283
PAPOLA,0.565928972,0.565928972,0.565928972,1.152873668,0.565928972,1.232153323
PARK7,0.485643866,1.235384404,0.485643866,1.211676272,1.68090327,3.231552972
PARP1,0.664234923,0.664234923,0.664234923,0.664234923,0.664234923,0.664234923
PARP10,0.782498356,0.782498356,0.782498356,0.782498356,0.782498356,3.091956289
PARVG,0.716428993,0.716428993,0.716428993,0.716428993,0.716428993,2.25239451
PBXIP1,0.662904131,0.662904131,0.662904131,0.662904131,0.662904131,0.662904131
PCBP1,1.152344562,1.127229447,0.423678039,1.623308544,1.392425307,0.930054778
PCGF5,0.731743289,0.731743289,0.731743289,0.731743289,0.731743289,0.731743289
PCSK7,0.574061365,0.574061365,0.574061365,0.574061365,1.509468897,0.574061365
PDCD10,0.681266816,0.681266816,0.681266816,0.681266816,0.681266816,0.681266816
PDCD4,0.628442341,0.628442341,0.628442341,0.628442341,0.628442341,1.545900571
PDIA3,0.518573395,0.518573395,0.518573395,1.205611235,2.051564615,2.041292228
PDIA4,0.737379317,0.737379317,0.737379317,0.737379317,0.737379317,4.309498292
PDIA6,0.637268648,0.637268648,0.637268648,0.637268648,0.637268648,2.099208546
PDLIM1,0.801135643,0.801135643,0.801135643,0.801135643,0.801135643,0.801135643
PEBP1,1.434624195,1.433757463,0.52721964,0.52721964,0.52721964,1.572009048
PECAM1,0.738750681,0.738750681,0.738750681,0.738750681,0.738750681,2.160237854
PET100,0.555727609,0.555727609,0.555727609,1.557158231,0.555727609,1.413085343
PF4,0.929974992,0.929974992,0.929974992,0.929974992,0.929974992,0.929974992
PFDN2,0.66681542,0.66681542,0.66681542,0.66681542,0.66681542,1.907096128
PFDN5,1.126569346,1.068454238,1.14883944,1.616634349,0.657716004,0.672317964
PFN1,0.833573666,0.856187127,0.741930873,1.380363684,2.351222851,1.266644886
PGAM1,0.583426639,0.583426639,0.583426639,1.654687271,0.583426639,1.274995676
PGK1,0.477972795,1.211344472,0.477972795,1.442825012,1.362950567,1.44606844
PGLS,0.599903289,0.599903289,0.599903289,1.950955944,0.599903289,1.444612189
PGRMC1,0.843031006,0.843031006,0.843031006,0.843031006,0.843031006,0.843031006
PHACTR1,0.790705845,0.790705845,0.790705845,0.790705845,0.790705845,0.790705845
PHB,0.681204547,0.681204547,0.681204547,0.681204547,0.681204547,3.719507273
PHPT1,0.694710649,0.694710649,0.694710649,0.694710649,0.694710649,1.998416697
PHYKPL,0.705720276,0.705720276,0.705720276,0.705720276,0.705720276,1.99114953
PIK3AP1,0.792867915,0.792867915,0.792867915,0.792867915,0.792867915,0.792867915
PIK3IP1,1.821972818,1.817825804,0.609577793,0.609577793,0.609577793,0.609577793
PILRA,0.795220796,0.795220796,0.795220796,2.633716105,0.795220796,0.795220796
PIM1,0.680747463,0.680747463,0.680747463,0.680747463,0.680747463,0.680747463
PIN1,0.672223661,0.672223661,0.672223661,0.672223661,0.672223661,1.79270523
PIP4K2A,0.684881414,0.684881414,0.684881414,0.684881414,0.684881414,0.684881414
PKM,1.191479724,0.483915977,0.483915977,1.43301795,0.483915977,1.108101744
PKN1,0.702189401,0.702189401,0.702189401,0.702189401,0.702189401,0.702189401
PLA2G16,0.831416376,0.831416376,0.831416376,0.831416376,0.831416376,5.165701596
PLAC8,1.100324854,1.061887301,1.427096713,0.971727444,2.680329975,4.885037875
PLAUR,0.778228874,0.778228874,0.778228874,0.778228874,0.778228874,0.778228874
PLBD1,0.797104303,0.797104303,0.797104303,0.797104303,0.797104303,0.797104303
PLD3,0.751744625,0.751744625,0.751744625,0.751744625,0.751744625,0.751744625
PLD4,0.840221981,0.840221981,0.840221981,0.840221981,0.840221981,111.4947352
PLEK,0.666342544,0.666342544,0.666342544,1.803832872,2.844395099,3.883564136
PLEKHJ1,0.698140735,0.698140735,0.698140735,0.698140735,0.698140735,1.962375666
PLEKHO1,0.755018416,0.755018416,0.755018416,0.755018416,0.755018416,0.755018416
PLP2,0.57518756,0.57518756,0.57518756,1.405225795,0.57518756,4.50516144
PLPP5,0.776259109,0.776259109,4.802085641,0.776259109,0.776259109,0.776259109
PMAIP1,0.706915676,0.706915676,0.706915676,0.706915676,0.706915676,0.706915676
PMF1,0.728582613,0.728582613,0.728582613,0.728582613,0.728582613,2.308211666
PNISR,1.229709258,1.178553567,1.503580889,0.431418074,1.374545203,1.315937432
PNN,0.621996764,0.621996764,0.621996764,0.621996764,0.621996764,1.589194698
PNRC1,1.261310491,1.171849594,1.229747572,1.310528417,1.13815197,0.828854637
POLE4,0.651774943,0.651774943,0.651774943,1.738823163,0.651774943,0.651774943
POLR2G,0.64968456,0.64968456,0.64968456,0.64968456,2.031604142,1.690165918
POLR2I,0.679941155,0.679941155,0.679941155,0.679941155,0.679941155,1.850529862
POLR2J3,1.428236924,1.357354576,1.138236276,0.537311477,0.537311477,1.234741913
POLR2K,0.665842091,0.665842091,0.665842091,0.665842091,0.665842091,1.801034525
POLR2L,0.449109868,1.060537289,0.449109868,1.909089798,1.632708583,1.638358821
POMP,0.558598034,0.558598034,0.558598034,1.717052315,1.14679898,2.108240805
POU2F2,0.661581123,0.661581123,0.661581123,1.62056561,0.661581123,0.661581123
PPA1,0.618276044,1.303962743,0.618276044,0.618276044,0.618276044,0.618276044
PPBP,0.91935361,0.91935361,0.91935361,0.91935361,0.91935361,0.91935361
PPDPF,1.112847476,1.097705497,1.179146735,0.942487712,0.914597085,0.83910984
PPIA,1.020174192,1.110371824,1.294712706,1.143782032,1.5236747,2.095651392
PPIB,0.490160931,0.490160931,0.490160931,1.239104975,1.752224831,3.54819811
PPM1A,0.794291321,0.794291321,0.794291321,0.794291321,0.794291321,0.794291321
PPM1G,0.689093898,0.689093898,0.689093898,0.689093898,0.689093898,2.078118552
PPM1K,0.704999069,0.704999069,0.704999069,0.704999069,0.704999069,2.42071097
PPP1CA,0.472207188,0.472207188,1.285570654,1.218086624,1.868006015,1.299343405
PPP1R14B,0.835594102,0.835594102,0.835594102,0.835594102,0.835594102,91.51838964
PPP1R15A,1.164735483,1.182896927,1.278969299,1.251604051,1.313281786,1.551289268
PPP1R18,0.596732131,0.596732131,0.596732131,0.596732131,2.319473278,0.596732131
PPP1R2,0.565811013,1.470385758,0.565811013,0.565811013,0.565811013,1.416368102
PPP2R5C,0.570696654,0.570696654,0.570696654,0.570696654,1.827461419,1.186127971
PPP4C,0.618235364,0.618235364,0.618235364,0.618235364,0.618235364,1.610650652
PPT1,0.658065646,0.658065646,0.658065646,2.044345095,0.658065646,0.658065646
PQLC3,0.74115894,0.74115894,0.74115894,0.74115894,0.74115894,0.74115894
PRCP,0.773839463,0.773839463,0.773839463,0.773839463,0.773839463,0.773839463
PRDX1,0.599610322,0.599610322,0.599610322,1.594868946,0.599610322,1.478113711
PRDX2,0.578104222,1.448775247,0.578104222,0.578104222,0.578104222,0.578104222
PRDX5,0.549338596,0.549338596,0.549338596,1.457244267,1.914824862,1.840903624
PRDX6,0.60819653,0.60819653,0.60819653,0.60819653,0.60819653,2.180909946
PRELID1,0.509654056,0.509654056,0.509654056,2.167665401,1.642756143,1.096559802
PRF1,0.751002999,0.751002999,0.751002999,0.751002999,10.02120048,0.751002999
PRKAR1A,0.651167926,0.651167926,0.651167926,0.651167926,0.651167926,0.651167926
PRKCB,0.635602057,0.635602057,0.635602057,0.635602057,0.635602057,2.334714742
PRKCH,0.687123805,0.687123805,0.687123805,0.687123805,1.827801292,0.687123805
PRMT2,0.641717026,0.641717026,0.641717026,0.641717026,0.641717026,0.641717026
PRPF38B,0.582161998,0.582161998,0.582161998,0.582161998,0.582161998,1.303005602
PRR13,1.064939667,1.094617131,1.361810222,1.386881844,1.54627578,1.113885921
PRRC2C,0.554167471,0.554167471,0.554167471,0.554167471,1.450614196,0.554167471
PSAP,0.49656883,0.49656883,0.49656883,2.940649531,1.189975009,2.14675386
PSENEN,0.694796553,0.694796553,0.694796553,0.694796553,0.694796553,2.347247471
PSMA2,0.550336085,0.550336085,0.550336085,1.438951636,0.550336085,1.833555612
PSMA3,0.696455601,0.696455601,0.696455601,0.696455601,0.696455601,1.98701976
PSMA4,0.572042241,0.572042241,0.572042241,1.584885458,1.205832101,1.450519295
PSMA7,1.052241914,1.057976655,0.438247973,1.431593429,1.433941284,1.530671451
PSMB1,0.509680949,1.180072689,0.509680949,1.328374626,1.777923501,1.29221826
PSMB10,0.572868021,0.572868021,0.572868021,1.422424678,2.093076003,1.592084121
PSMB3,0.5344061,0.5344061,0.5344061,1.584484201,1.616422743,1.705035502
PSMB6,0.631333139,0.631333139,0.631333139,0.631333139,0.631333139,1.714091771
PSMB8,0.531503474,0.531503474,0.531503474,1.253150664,1.894978124,1.303335663
PSMB9,0.501264154,0.501264154,0.501264154,1.215755026,1.801964271,1.092350826
PSMC5,0.615474992,0.615474992,0.615474992,0.615474992,0.615474992,1.415605426
PSMD4,0.620690844,0.620690844,0.620690844,0.620690844,0.620690844,0.620690844
PSMD8,0.61427404,0.61427404,0.61427404,0.61427404,0.61427404,1.590405998
PSMD9,0.731792379,0.731792379,0.731792379,0.731792379,0.731792379,1.283256645
PSME1,0.974830208,0.994918003,1.073328313,1.121410965,1.775995578,1.306636267
PSME2,0.505493554,1.209828335,0.505493554,1.383574744,1.733190487,1.505297963
PTCRA,0.928644099,0.928644099,0.928644099,0.928644099,0.928644099,106.5272507
PTGDR,0.841478973,0.841478973,0.841478973,0.841478973,8.126982149,0.841478973
PTGES3,1.357422433,1.287766307,0.481950112,1.060395112,0.960516596,1.200875725
PTMS,0.864878477,0.864878477,0.864878477,0.864878477,0.864878477,9.029894519
PTP4A2,0.554039777,0.554039777,0.554039777,1.58402921,1.076252755,1.202711268
PTPN18,0.730506836,0.730506836,0.730506836,0.730506836,0.730506836,0.730506836
PTPN6,0.572228148,0.572228148,0.572228148,1.330018295,1.766278469,1.201466968
PTPRC,1.090159778,0.965918481,0.873931306,1.150574851,1.502742544,0.604926059
PTPRE,0.730426142,0.730426142,0.730426142,2.425484256,0.730426142,3.884271241
PTPRS,0.937168565,0.937168565,0.937168565,0.937168565,0.937168565,58.30810462
PTRHD1,0.706915404,0.706915404,0.706915404,0.706915404,0.706915404,1.147916902
PYCARD,0.607057364,0.607057364,0.607057364,2.597098417,0.607057364,2.011265774
PYHIN1,0.764664601,0.764664601,0.764664601,0.764664601,4.603453198,0.764664601
RAB10,0.707932639,0.707932639,0.707932639,0.707932639,0.707932639,0.707932639
RAB11A,0.663962971,0.663962971,0.663962971,0.663962971,0.663962971,1.704459657
RAB11B,0.709302505,0.709302505,0.709302505,0.709302505,0.709302505,1.894432557
RAB11FIP1,0.738964857,0.738964857,0.738964857,0.738964857,0.738964857,2.369329757
RAB31,0.801801607,0.801801607,0.801801607,0.801801607,0.801801607,0.801801607
RAB32,0.796845701,0.796845701,0.796845701,0.796845701,0.796845701,0.796845701
RAB5C,0.62205466,0.62205466,0.62205466,0.62205466,0.62205466,1.651680492
RAB7A,0.564309166,0.564309166,0.564309166,1.321485822,1.704722155,1.332540218
RAB8A,0.702841894,0.702841894,0.702841894,0.702841894,0.702841894,1.135988501
RABAC1,0.58133141,0.58133141,0.58133141,0.58133141,0.58133141,1.625170779
RABGAP1L,0.770330792,0.770330792,0.770330792,0.770330792,0.770330792,3.147395595
RAC1,0.529358798,0.529358798,0.529358798,2.374633707,0.529358798,1.65943418
RAC2,1.085144116,1.17658231,1.194825713,0.823758458,2.203567449,1.486104048
RALB,0.784040357,0.784040357,0.784040357,0.784040357,0.784040357,0.784040357
RALGPS2,0.791580388,0.791580388,0.791580388,0.791580388,0.791580388,0.791580388
RALY,0.634463704,0.634463704,0.634463704,0.634463704,0.634463704,0.634463704
RAN,1.121387269,1.249254812,0.493766139,1.113387642,1.439827735,1.476912422
RAP1A,0.570734417,0.570734417,0.570734417,1.61600042,0.570734417,0.570734417
RAP1B,0.57329065,0.57329065,0.57329065,0.57329065,2.406719429,0.57329065
RARRES3,1.235922649,1.397264859,0.538756481,0.538756481,2.139397443,0.538756481
RASGRP2,0.597344115,0.597344115,0.597344115,0.597344115,0.597344115,1.318038545
RASSF5,0.615011514,0.615011514,0.615011514,0.615011514,0.615011514,0.615011514
RBBP4,0.680290801,0.680290801,0.680290801,0.680290801,0.680290801,1.803176371
RBM3,1.071354341,1.038741088,1.160307034,1.311696806,1.407121063,1.553256252
RBM39,1.211803662,1.145651538,1.340325383,1.069475557,1.536927948,0.993928873
RBM8A,0.584898577,0.584898577,0.584898577,0.584898577,1.733181746,1.45280224
RBP7,0.786286198,0.786286198,0.786286198,2.476423745,0.786286198,0.786286198
RBPJ,0.73259571,0.73259571,0.73259571,0.73259571,0.73259571,0.73259571
RBX1,0.539591916,0.539591916,0.539591916,1.595061317,0.539591916,2.290295727
RCSD1,0.595075544,0.595075544,1.84336853,0.595075544,0.595075544,0.595075544
REEP5,0.65083077,0.65083077,0.65083077,0.65083077,0.65083077,1.609068852
REPIN1,0.763949614,0.763949614,0.763949614,0.763949614,0.763949614,3.00063709
RER1,0.683132555,0.683132555,0.683132555,0.683132555,0.683132555,1.919627394
RGCC,0.674025462,0.674025462,0.674025462,0.674025462,0.674025462,0.674025462
RGS1,0.754464913,0.754464913,0.754464913,0.754464913,0.754464913,6.328348393
RGS10,1.641222408,1.65573501,0.541246639,1.209463762,0.541246639,0.541246639
RGS18,0.806145911,0.806145911,0.806145911,0.806145911,0.806145911,0.806145911
RGS19,0.64208286,0.64208286,0.64208286,0.64208286,0.64208286,1.541470876
RGS2,0.622668824,0.622668824,0.622668824,2.51473909,0.622668824,1.172230898
RHOA,0.893322336,0.974261556,1.255006093,1.882401053,1.388488427,1.719435935
RHOB,0.720214553,0.720214553,0.720214553,2.277286612,0.720214553,0.720214553
RHOC,0.73020418,0.73020418,0.73020418,0.73020418,4.833608734,0.73020418
RHOF,0.641207075,0.641207075,0.641207075,0.641207075,0.641207075,0.641207075
RHOG,0.584947305,0.584947305,0.584947305,1.800505136,1.259645854,0.584947305
RHOH,1.528465039,1.54661678,0.596488655,0.596488655,0.596488655,0.596488655
RILPL2,0.728920091,0.728920091,0.728920091,0.728920091,0.728920091,0.728920091
RIN3,0.754985321,0.754985321,0.754985321,0.754985321,0.754985321,0.754985321
RNASE6,0.747116099,0.747116099,0.747116099,2.498713507,0.747116099,8.14376631
RNASET2,0.542700064,0.542700064,1.482848272,1.621250516,0.542700064,3.551840962
RNF11,0.774693707,0.774693707,0.774693707,0.774693707,0.774693707,0.774693707
RNF13,0.730286504,0.730286504,0.730286504,0.730286504,0.730286504,0.730286504
RNF130,0.718860137,0.718860137,0.718860137,3.137531746,0.718860137,2.387077859
RNF149,0.716758726,0.716758726,0.716758726,0.716758726,0.716758726,0.716758726
RNF181,0.655235189,0.655235189,0.655235189,1.584079037,0.655235189,1.612382957
RNF213,0.615575755,0.615575755,0.615575755,0.615575755,1.955808677,1.413224998
RNF5,0.739740874,0.739740874,0.739740874,0.739740874,0.739740874,2.761107734
RNF7,0.648240783,0.648240783,0.648240783,0.648240783,0.648240783,1.768364651
RNH1,0.575851066,0.575851066,0.575851066,1.597194266,0.575851066,1.386393627
RNPS1,0.586862798,0.586862798,0.586862798,0.586862798,0.586862798,0.852633389
ROMO1,0.639362413,0.639362413,0.639362413,0.639362413,0.639362413,1.729667435
RORA,0.709520195,0.709520195,0.709520195,0.709520195,0.709520195,0.709520195
RRBP1,0.817373351,0.817373351,0.817373351,0.817373351,0.817373351,4.816160869
RSL1D1,1.442047268,1.416213606,0.501414897,1.253643206,0.501414897,1.040415862
RSRP1,0.581735352,0.581735352,0.581735352,0.581735352,0.581735352,0.834498128
RTFDC1,0.666348155,0.666348155,0.666348155,0.666348155,0.666348155,1.839126583
RTKN2,0.908065869,0.908065869,0.908065869,0.908065869,0.908065869,0.908065869
RTN3,0.709243345,0.709243345,0.709243345,0.709243345,0.709243345,0.709243345
RTN4,0.574647355,0.574647355,0.574647355,1.719854085,0.574647355,1.42735675
RUBCN,0.810402835,0.810402835,0.810402835,0.810402835,0.810402835,3.931560614
RUFY1,0.823637318,0.823637318,0.823637318,0.823637318,0.823637318,0.823637318
RUNX2,0.860815124,0.860815124,0.860815124,0.860815124,0.860815124,8.218752814
S100A10,0.945638536,0.929715394,0.406832464,1.978147714,1.113790996,0.787428139
S100A11,0.531713192,0.531713192,0.531713192,2.769126067,1.069573339,1.274317916
S100A12,0.720412028,0.720412028,0.720412028,2.772005467,0.720412028,0.720412028
S100A4,0.626839698,0.697528693,0.577374566,2.288143589,1.341289842,0.875526368
S100A6,0.821911739,0.841483234,0.58045514,2.670876546,0.836424476,1.176344302
S100A8,0.551272962,0.828169168,0.551272962,3.199025686,0.551272962,0.81174201
S100A9,0.832110761,0.809129835,0.875038326,3.272638041,0.842728427,0.780447747
S1PR4,0.593639854,0.593639854,0.593639854,0.593639854,0.593639854,0.593639854
SAMD3,0.758107729,0.758107729,0.758107729,0.758107729,4.061270195,0.758107729
SAMHD1,0.605932729,0.605932729,0.605932729,1.895989364,0.605932729,2.315881404
SAP18,1.282270286,1.236396592,0.459924121,1.225725613,1.484204571,1.474804878
SARAF,1.63697076,1.662773493,0.853492183,0.815606054,0.916340689,1.010809175
SAT1,0.436551323,0.815096822,0.963540677,2.569043838,0.999181909,1.095792684
SAT2,0.695532881,0.695532881,0.695532881,0.695532881,0.695532881,0.695532881
SCAF11,0.586046533,0.586046533,0.586046533,0.586046533,0.586046533,1.456245654
SCAND1,0.568962545,0.568962545,0.568962545,1.442320988,0.568962545,1.410070378
SCIMP,0.807778532,0.807778532,0.807778532,0.807778532,0.807778532,0.807778532
SCP2,0.586266055,0.586266055,0.586266055,0.586266055,2.122750339,1.358290869
SCT,0.946542745,0.946542745,0.946542745,0.946542745,0.946542745,1024
SDCBP,0.600247434,0.600247434,0.600247434,2.063774752,0.600247434,0.600247434
SDF2L1,0.703617144,0.703617144,0.703617144,0.703617144,0.703617144,2.055384598
SDF4,0.694886334,0.694886334,0.694886334,0.694886334,0.694886334,1.874647018
SDHC,0.652031302,0.652031302,0.652031302,0.652031302,0.652031302,1.808837581
SDPR,0.932332305,0.932332305,0.932332305,0.932332305,0.932332305,0.932332305
SEC11A,0.561709883,0.561709883,0.561709883,1.926108609,1.118610661,1.318098184
SEC11C,0.695212319,0.695212319,0.695212319,0.695212319,0.695212319,3.292718989
SEC61B,0.493640083,0.493640083,0.493640083,1.479399346,1.599957708,6.359517462
SEC61G,0.456099212,1.148112849,0.456099212,1.533445329,1.546470998,4.045376807
SEC62,1.338774064,1.250337138,1.788701066,0.508632908,0.508632908,1.185227573
SEL1L3,0.810948784,0.810948784,0.810948784,0.810948784,0.810948784,1.599897142
SELK,0.587567206,0.587567206,0.587567206,0.587567206,0.587567206,1.440628412
SELL,1.375198379,1.165674969,1.388601221,1.002805159,0.413657195,1.619872577
SELPLG,0.706974093,0.706974093,0.706974093,0.706974093,0.706974093,2.178692758
SELT,0.583298651,0.583298651,0.583298651,1.403332517,1.908608183,1.443838138
Sept1,0.598142755,0.598142755,0.598142755,0.598142755,0.598142755,1.462716352
