"","Cell","Batch","Group","ExpLibSize","sizeFactor"
"Cell2317","Cell2317","Batch1","Group1",124327.414514306,0.637025031649309
"Cell2318","Cell2318","Batch1","Group2",58141.5509903813,0.298785521344882
"Cell2319","Cell2319","Batch1","Group3",162919.324938546,0.840745472164807
"Cell2320","Cell2320","Batch1","Group3",124349.664779626,0.632241171188765
"Cell2321","Cell2321","Batch1","Group3",436258.232279822,2.24633112238449
"Cell2322","Cell2322","Batch1","Group3",437550.553698756,2.24468506287118
"Cell2323","Cell2323","Batch1","Group3",134932.736636508,0.691648487811163
"Cell2324","Cell2324","Batch1","Group1",176011.827109182,0.907385162773793
"Cell2325","Cell2325","Batch1","Group2",269403.522331613,1.40847654223993
"Cell2326","Cell2326","Batch1","Group3",54074.2195643672,0.282453524611301
"Cell2327","Cell2327","Batch1","Group1",53004.5898795685,0.269017563833944
"Cell2328","Cell2328","Batch1","Group1",132544.279878062,0.683716538531421
"Cell2329","Cell2329","Batch1","Group1",512044.810249649,2.62046501795094
"Cell2330","Cell2330","Batch1","Group3",171511.765667775,0.876665577106725
"Cell2331","Cell2331","Batch1","Group1",97121.5218139355,0.497933002774977
"Cell2332","Cell2332","Batch1","Group1",101971.087324236,0.528426255258965
"Cell2333","Cell2333","Batch1","Group1",258681.019482591,1.33280410005167
"Cell2334","Cell2334","Batch1","Group2",203146.046045765,1.05628667756023
"Cell2335","Cell2335","Batch1","Group2",60660.7776975031,0.309742104980323
"Cell2336","Cell2336","Batch1","Group1",150061.386945803,0.765037022424703
"Cell2337","Cell2337","Batch1","Group3",173688.332973252,0.896870957632553
"Cell2338","Cell2338","Batch1","Group2",110461.843464269,0.569114788853491
"Cell2339","Cell2339","Batch1","Group3",160271.787784474,0.819130653180711
"Cell2340","Cell2340","Batch1","Group2",119915.973466142,0.616346409013406
"Cell2341","Cell2341","Batch1","Group2",170663.915266202,0.880847597057717
"Cell2342","Cell2342","Batch1","Group2",147867.548995797,0.759821071341915
"Cell2343","Cell2343","Batch1","Group3",111364.612084243,0.569721773299022
"Cell2344","Cell2344","Batch1","Group3",110211.103755151,0.565076799109912
"Cell2345","Cell2345","Batch1","Group1",113462.228691636,0.582272977087978
"Cell2346","Cell2346","Batch1","Group3",190630.076268014,0.985074027865843
"Cell2347","Cell2347","Batch1","Group3",218106.905715239,1.12127516471993
"Cell2348","Cell2348","Batch1","Group2",148747.468258576,0.770417579458821
"Cell2349","Cell2349","Batch1","Group2",121149.182704762,0.624093176597901
"Cell2350","Cell2350","Batch1","Group1",282067.039424216,1.4458575249999
"Cell2351","Cell2351","Batch1","Group3",337263.186510183,1.74915427819844
"Cell2352","Cell2352","Batch1","Group1",235115.514596587,1.20082099070043
"Cell2353","Cell2353","Batch1","Group1",233298.283231553,1.19591881971237
"Cell2354","Cell2354","Batch1","Group3",298329.462653928,1.54223945343993
"Cell2355","Cell2355","Batch1","Group1",86200.5658056693,0.441370282749009
"Cell2356","Cell2356","Batch1","Group2",371538.357294395,1.90148165434694
"Cell2357","Cell2357","Batch1","Group2",169339.946989409,0.870642028075222
"Cell2358","Cell2358","Batch1","Group1",231449.805908806,1.18943746037873
"Cell2359","Cell2359","Batch1","Group2",208185.584008783,1.0648770506453
"Cell2360","Cell2360","Batch1","Group2",177054.449919737,0.915672043636091
"Cell2361","Cell2361","Batch1","Group3",209082.154623693,1.07954241212165
"Cell2362","Cell2362","Batch1","Group2",242445.726778204,1.24273892499396
"Cell2363","Cell2363","Batch1","Group2",186997.008161615,0.965892290599853
"Cell2364","Cell2364","Batch1","Group1",304699.228209928,1.55794388998406
"Cell2365","Cell2365","Batch1","Group3",217980.34253714,1.1094801195199
"Cell2366","Cell2366","Batch1","Group2",92968.7382331386,0.473689632505571
"Cell2367","Cell2367","Batch1","Group2",124994.433418267,0.637277084512284
"Cell2368","Cell2368","Batch1","Group2",124114.10043984,0.638311015644079
"Cell2369","Cell2369","Batch1","Group2",138751.403141981,0.713937162408518
"Cell2370","Cell2370","Batch1","Group2",153696.815619998,0.7842907747944
"Cell2371","Cell2371","Batch1","Group3",238367.701886744,1.21197818783906
"Cell2372","Cell2372","Batch1","Group1",228656.752634828,1.17261164579115
"Cell2373","Cell2373","Batch1","Group2",604847.683187143,3.12785257505547
"Cell2374","Cell2374","Batch1","Group2",114675.007029784,0.590760471453461
"Cell2375","Cell2375","Batch1","Group1",72597.6196311994,0.374468251405091
"Cell2376","Cell2376","Batch1","Group2",135862.950984058,0.710223240631622
"Cell2377","Cell2377","Batch1","Group3",119215.313085585,0.616480151348862
"Cell2378","Cell2378","Batch1","Group3",266814.560436175,1.37804501698769
"Cell2379","Cell2379","Batch1","Group1",87524.6325557903,0.448803270238781
"Cell2380","Cell2380","Batch1","Group2",164764.286072013,0.85823485449368
"Cell2381","Cell2381","Batch1","Group3",61518.3038458592,0.318625682416194
"Cell2382","Cell2382","Batch1","Group1",159659.16527576,0.822201582960222
"Cell2383","Cell2383","Batch1","Group3",292929.315405786,1.50337701711798
"Cell2384","Cell2384","Batch1","Group2",87755.7986652477,0.451766177362731
"Cell2385","Cell2385","Batch1","Group3",241441.30941344,1.24511542341629
"Cell2386","Cell2386","Batch1","Group3",157811.303215386,0.816018571913368
"Cell2387","Cell2387","Batch1","Group3",138235.360366922,0.707800446785476
"Cell2388","Cell2388","Batch1","Group2",95724.6577443057,0.491050416434967
"Cell2389","Cell2389","Batch1","Group2",94348.258645757,0.481899354328183
"Cell2390","Cell2390","Batch1","Group2",163893.258068158,0.837823716528689
"Cell2391","Cell2391","Batch1","Group1",115970.282050166,0.595091665547846
"Cell2392","Cell2392","Batch1","Group1",112042.438199981,0.568188880377256
"Cell2393","Cell2393","Batch1","Group3",244052.621895726,1.26282599499227
"Cell2394","Cell2394","Batch1","Group2",134649.567224629,0.685542635803995
"Cell2395","Cell2395","Batch1","Group1",114808.996863749,0.58825023069567
"Cell2396","Cell2396","Batch1","Group3",44866.4209765295,0.230751824085565
"Cell2397","Cell2397","Batch1","Group3",218923.568867656,1.13110522637595
"Cell2398","Cell2398","Batch1","Group3",62285.1935629585,0.3192635304776
"Cell2399","Cell2399","Batch1","Group3",386971.674240739,1.99573913722761
"Cell2400","Cell2400","Batch1","Group3",97666.1811215808,0.496857920155349
"Cell2401","Cell2401","Batch1","Group1",311059.709089532,1.58718202208916
"Cell2402","Cell2402","Batch1","Group1",129895.406357402,0.669102616414854
"Cell2403","Cell2403","Batch1","Group2",130953.728392749,0.669030601311147
"Cell2404","Cell2404","Batch1","Group3",48916.1764862837,0.255195807858155
"Cell2405","Cell2405","Batch1","Group2",491201.661582789,2.54006529859791
"Cell2406","Cell2406","Batch1","Group3",189267.661795081,0.969662795672518
"Cell2407","Cell2407","Batch1","Group2",201393.146940173,1.03214104207443
"Cell2408","Cell2408","Batch1","Group1",117165.845965921,0.602606956013283
"Cell2409","Cell2409","Batch1","Group3",145492.887829786,0.747948867102198
"Cell2410","Cell2410","Batch1","Group2",87277.5655617068,0.453736304842719
"Cell2411","Cell2411","Batch1","Group1",164372.676074994,0.834778506429074
"Cell2412","Cell2412","Batch1","Group2",127158.848814353,0.651854999076998
"Cell2413","Cell2413","Batch1","Group2",208167.344190707,1.07953726818567
"Cell2414","Cell2414","Batch1","Group1",124703.930688918,0.650018613932466
"Cell2415","Cell2415","Batch1","Group2",198289.461841725,1.01185335857294
"Cell2416","Cell2416","Batch1","Group3",305150.751668419,1.56925540520206
"Cell2417","Cell2417","Batch1","Group2",143160.241494355,0.734374020053405
"Cell2418","Cell2418","Batch1","Group2",120933.119047646,0.61805933969444
"Cell2419","Cell2419","Batch1","Group2",182479.986406286,0.932389835568102
"Cell2420","Cell2420","Batch1","Group3",399852.783034122,2.04753857253695
"Cell2421","Cell2421","Batch1","Group1",138547.017330751,0.716267365407042
"Cell2422","Cell2422","Batch1","Group3",307940.823439589,1.57868938378769
"Cell2423","Cell2423","Batch1","Group2",115809.686628758,0.592550561174181
"Cell2424","Cell2424","Batch1","Group2",153386.015398397,0.790406914673527
"Cell2425","Cell2425","Batch1","Group1",171362.333277596,0.880245756548165
"Cell2426","Cell2426","Batch1","Group2",283266.139886028,1.45938607662488
"Cell2427","Cell2427","Batch1","Group3",134406.007382613,0.690465382535975
"Cell2428","Cell2428","Batch1","Group3",215562.575616198,1.11387818478201
"Cell2429","Cell2429","Batch1","Group2",159958.371255218,0.819567887738933
"Cell2430","Cell2430","Batch1","Group1",400746.450308847,2.06687977181829
"Cell2431","Cell2431","Batch1","Group1",135717.22814309,0.702311867095797
"Cell2432","Cell2432","Batch1","Group3",297161.500231062,1.51237376114539
"Cell2433","Cell2433","Batch1","Group2",321690.587235282,1.64555540757976
"Cell2434","Cell2434","Batch1","Group2",491118.960932329,2.5065782753741
"Cell2435","Cell2435","Batch1","Group2",70490.9495669157,0.36926773213024
"Cell2436","Cell2436","Batch1","Group3",161013.535224521,0.842288652958531
"Cell2437","Cell2437","Batch1","Group3",169571.472019238,0.874314798364285
"Cell2438","Cell2438","Batch1","Group2",77842.6235418514,0.395254896696554
"Cell2439","Cell2439","Batch1","Group3",115209.925774613,0.590528994334402
"Cell2440","Cell2440","Batch1","Group2",86979.8629075925,0.445140787821675
"Cell2441","Cell2441","Batch1","Group3",186109.834993775,0.958989128515927
"Cell2442","Cell2442","Batch1","Group3",283624.435587816,1.45867621345977
"Cell2443","Cell2443","Batch1","Group3",136486.251018955,0.711879588016886
"Cell2444","Cell2444","Batch1","Group3",211551.283655793,1.08592603667169
"Cell2445","Cell2445","Batch1","Group3",375555.369445961,1.93834309957303
"Cell2446","Cell2446","Batch1","Group3",272220.685195541,1.40608975594563
"Cell2447","Cell2447","Batch1","Group1",164876.3399085,0.849212390786373
"Cell2448","Cell2448","Batch1","Group1",131489.156783655,0.679508798900534
"Cell2449","Cell2449","Batch1","Group3",131461.190770342,0.675162172998211
"Cell2450","Cell2450","Batch1","Group1",159780.649176141,0.826568784606462
"Cell2451","Cell2451","Batch1","Group3",143663.877205522,0.738437729476878
"Cell2452","Cell2452","Batch1","Group1",93126.1105504012,0.481127763931321
"Cell2453","Cell2453","Batch1","Group3",95516.3099963263,0.487856032191958
"Cell2454","Cell2454","Batch1","Group3",150204.239036659,0.768287989963481
"Cell2455","Cell2455","Batch1","Group2",86666.4475081018,0.444256030833274
"Cell2456","Cell2456","Batch1","Group2",126983.644132798,0.660892894592242
"Cell2457","Cell2457","Batch1","Group3",115132.071211577,0.584551740726711
"Cell2458","Cell2458","Batch1","Group1",258840.595541327,1.33754166508841
"Cell2459","Cell2459","Batch1","Group2",85504.3260789342,0.439837389827244
"Cell2460","Cell2460","Batch1","Group1",157412.802212754,0.81198058216979
"Cell2461","Cell2461","Batch1","Group2",189163.390562497,0.96674618397238
"Cell2462","Cell2462","Batch1","Group1",205925.73380463,1.05188861229812
"Cell2463","Cell2463","Batch1","Group3",224582.741232678,1.14971084281229
"Cell2464","Cell2464","Batch1","Group2",239556.040024672,1.22501806554602
"Cell2465","Cell2465","Batch1","Group2",385340.961846153,1.96262762133027
"Cell2466","Cell2466","Batch1","Group1",386555.794388526,1.98387207692387
"Cell2467","Cell2467","Batch1","Group1",204830.549386374,1.053637550531
"Cell2468","Cell2468","Batch1","Group3",109384.016546671,0.561496619668473
"Cell2469","Cell2469","Batch1","Group3",270960.908283443,1.3975662540283
"Cell2470","Cell2470","Batch1","Group1",251877.783873226,1.29660107863091
"Cell2471","Cell2471","Batch1","Group1",204668.571604869,1.04844731912811
"Cell2472","Cell2472","Batch1","Group1",227852.996918969,1.17815166484062
"Cell2473","Cell2473","Batch1","Group2",122621.088760167,0.63198911832579
"Cell2474","Cell2474","Batch1","Group2",64765.5325542232,0.330796234942698
"Cell2475","Cell2475","Batch1","Group2",145636.31574889,0.751688508558989
"Cell2476","Cell2476","Batch1","Group2",155170.387851344,0.797911917267005
"Cell2477","Cell2477","Batch1","Group2",129333.057821418,0.663048203767477
"Cell2478","Cell2478","Batch1","Group3",328520.478242611,1.69102780163483
"Cell2479","Cell2479","Batch1","Group1",166105.143326532,0.859289361369392
"Cell2480","Cell2480","Batch1","Group2",154923.213250163,0.78859624920889
"Cell2481","Cell2481","Batch1","Group3",146892.201704534,0.771847593661005
"Cell2482","Cell2482","Batch1","Group2",152261.576797242,0.784692001800769
"Cell2483","Cell2483","Batch1","Group2",197303.360912055,1.00851494412251
"Cell2484","Cell2484","Batch1","Group3",106923.15016296,0.554151079090346
"Cell2485","Cell2485","Batch1","Group1",281743.022460277,1.45299730813887
"Cell2486","Cell2486","Batch1","Group3",161894.488916496,0.839793844008677
"Cell2487","Cell2487","Batch1","Group3",95088.3590064936,0.486703790532645
"Cell2488","Cell2488","Batch1","Group1",250837.274950692,1.28428135196101
"Cell2489","Cell2489","Batch1","Group2",145975.280924089,0.747954011038177
"Cell2490","Cell2490","Batch1","Group1",115074.844874779,0.594268635791193
"Cell2491","Cell2491","Batch1","Group1",197382.709835547,1.01009413246809
"Cell2492","Cell2492","Batch1","Group1",66059.2083563625,0.343393734155466
"Cell2493","Cell2493","Batch1","Group3",420788.547194723,2.1525468816139
"Cell2494","Cell2494","Batch1","Group3",322666.237360464,1.654840212022
"Cell2495","Cell2495","Batch1","Group3",60106.1294972511,0.309649514132699
"Cell2496","Cell2496","Batch1","Group3",251872.739693559,1.29750641136322
"Cell2497","Cell2497","Batch1","Group2",231580.97048509,1.18114543558045
"Cell2498","Cell2498","Batch1","Group1",178962.232854881,0.914977612278915
"Cell2499","Cell2499","Batch1","Group3",88170.9797930574,0.455881326145995
"Cell2500","Cell2500","Batch1","Group3",246102.636491179,1.27007380078679
"Cell2501","Cell2501","Batch1","Group3",181505.762672462,0.934231364648613
"Cell2502","Cell2502","Batch1","Group1",261931.361200021,1.34187285918279
"Cell2503","Cell2503","Batch1","Group3",140889.100010388,0.721046081931607
"Cell2504","Cell2504","Batch1","Group3",237495.822326078,1.22314052891366
"Cell2505","Cell2505","Batch1","Group2",72527.9984029458,0.37195286671132
"Cell2506","Cell2506","Batch1","Group1",202121.403060761,1.04381263281096
"Cell2507","Cell2507","Batch1","Group3",156809.080523475,0.805854154418705
"Cell2508","Cell2508","Batch1","Group2",261821.310493845,1.34209919236587
"Cell2509","Cell2509","Batch1","Group2",299508.734482841,1.5411643708203
"Cell2510","Cell2510","Batch1","Group3",347306.789668691,1.7933252564508
"Cell2511","Cell2511","Batch1","Group3",210906.803412748,1.08800418680724
"Cell2512","Cell2512","Batch1","Group2",421413.09307603,2.16097779268361
"Cell2513","Cell2513","Batch1","Group1",112034.517035944,0.571717620458905
"Cell2514","Cell2514","Batch1","Group3",149878.850458561,0.774141789107675
"Cell2515","Cell2515","Batch1","Group3",143307.393824371,0.740356417597075
"Cell2516","Cell2516","Batch1","Group3",204218.370360633,1.05416737593685
"Cell2517","Cell2517","Batch1","Group2",238268.357085067,1.226746428035
"Cell2518","Cell2518","Batch1","Group3",118145.324295221,0.604391901798024
"Cell2519","Cell2519","Batch1","Group2",135819.061521036,0.693659766778984
"Cell2520","Cell2520","Batch1","Group1",91016.7023742865,0.469281279371499
"Cell2521","Cell2521","Batch1","Group3",312055.377146179,1.62568952682855
"Cell2522","Cell2522","Batch1","Group3",613820.388300333,3.15200335447725
"Cell2523","Cell2523","Batch1","Group3",173298.963523643,0.901690825644951
"Cell2524","Cell2524","Batch1","Group1",147129.555421323,0.756734709754467
"Cell2525","Cell2525","Batch1","Group3",142813.999582733,0.737398654409104
"Cell2526","Cell2526","Batch1","Group3",132017.497854243,0.681864721578953
"Cell2527","Cell2527","Batch1","Group3",188026.047262309,0.967841842335924
"Cell2528","Cell2528","Batch1","Group3",483810.813504825,2.47741730230869
"Cell2529","Cell2529","Batch1","Group2",219811.255149464,1.14440230088188
"Cell2530","Cell2530","Batch1","Group3",85100.4876886592,0.437430027789034
"Cell2531","Cell2531","Batch1","Group3",247970.705364106,1.28939442432422
"Cell2532","Cell2532","Batch1","Group2",163006.022819063,0.840508851109769
"Cell2533","Cell2533","Batch1","Group2",209735.004775174,1.07988191189627
"Cell2534","Cell2534","Batch1","Group1",482730.388669241,2.48420729780108
"Cell2535","Cell2535","Batch1","Group3",288746.201615811,1.49702425618381
"Cell2536","Cell2536","Batch1","Group1",88565.4518786272,0.464806055069699
"Cell2537","Cell2537","Batch1","Group1",152524.128574201,0.783601487373204
"Cell2538","Cell2538","Batch1","Group2",44881.5431239837,0.229064613084427
"Cell2539","Cell2539","Batch1","Group3",516437.997453259,2.65413722287
"Cell2540","Cell2540","Batch1","Group3",124484.770178059,0.636032252005347
"Cell2541","Cell2541","Batch1","Group3",305328.522644732,1.56942515508937
"Cell2542","Cell2542","Batch1","Group3",224249.507108427,1.15409347626646
"Cell2543","Cell2543","Batch1","Group2",229666.547277384,1.19076459586133
"Cell2544","Cell2544","Batch1","Group1",187785.070281183,0.968397387421665
"Cell2545","Cell2545","Batch1","Group1",121480.726678577,0.624237206805316
"Cell2546","Cell2546","Batch1","Group3",216687.527256652,1.1117434513507
"Cell2547","Cell2547","Batch1","Group3",78704.0577657187,0.406257775755807
"Cell2548","Cell2548","Batch1","Group2",118363.282251088,0.609921632975535
"Cell2549","Cell2549","Batch1","Group2",93706.9564995673,0.477928235752333
"Cell2550","Cell2550","Batch1","Group2",209047.410369459,1.0656383531702
"Cell2551","Cell2551","Batch1","Group1",131115.562653538,0.670265145946126
"Cell2552","Cell2552","Batch1","Group2",460444.292496205,2.37651385414305
"Cell2553","Cell2553","Batch1","Group1",146808.845785428,0.745618664103674
"Cell2554","Cell2554","Batch1","Group1",134040.383536304,0.689066231949665
"Cell2555","Cell2555","Batch1","Group2",58173.8452690138,0.301187739447112
"Cell2556","Cell2556","Batch1","Group3",51340.3210490143,0.259547577696457
"Cell2557","Cell2557","Batch1","Group2",25763.3277980548,0.131376124905712
"Cell2558","Cell2558","Batch1","Group3",286116.012184669,1.46011137159793
"Cell2559","Cell2559","Batch1","Group2",118170.991984517,0.606326021726158
"Cell2560","Cell2560","Batch1","Group1",132402.648833472,0.681700115627622
"Cell2561","Cell2561","Batch1","Group3",310021.176616515,1.60623516095567
"Cell2562","Cell2562","Batch1","Group1",182178.913009131,0.935604795555028
"Cell2563","Cell2563","Batch1","Group1",191728.709159228,0.977347836025265
"Cell2564","Cell2564","Batch1","Group2",122661.315169823,0.633059057009438
"Cell2565","Cell2565","Batch1","Group2",561592.918339099,2.8878056586557
"Cell2566","Cell2566","Batch1","Group2",319255.956157844,1.63648664844864
"Cell2567","Cell2567","Batch1","Group1",425070.534068303,2.18484565562654
"Cell2568","Cell2568","Batch1","Group3",97772.2344396955,0.503262120449304
"Cell2569","Cell2569","Batch1","Group1",300567.534872651,1.5349196325417
"Cell2570","Cell2570","Batch1","Group3",178755.90020275,0.91187581888353
"Cell2571","Cell2571","Batch1","Group2",478007.765709901,2.46735061959763
"Cell2572","Cell2572","Batch1","Group3",175560.659455841,0.902555006889436
"Cell2573","Cell2573","Batch1","Group3",462752.008286875,2.37374127265033
"Cell2574","Cell2574","Batch1","Group2",95514.8423743295,0.492624460844566
"Cell2575","Cell2575","Batch1","Group1",89769.9603910425,0.471055937284282
"Cell2576","Cell2576","Batch1","Group3",117057.541534365,0.600564813429588
"Cell2577","Cell2577","Batch1","Group2",107586.86973687,0.552458724153228
"Cell2578","Cell2578","Batch1","Group2",113339.351105916,0.583291476411836
"Cell2579","Cell2579","Batch1","Group3",109172.800070918,0.56218076315369
"Cell2580","Cell2580","Batch1","Group2",183727.249562051,0.948027400944507
"Cell2581","Cell2581","Batch1","Group1",179189.26898683,0.921016593118356
"Cell2582","Cell2582","Batch1","Group1",300344.173440335,1.55784615520046
"Cell2583","Cell2583","Batch1","Group2",276747.18454233,1.42115120049238
"Cell2584","Cell2584","Batch1","Group1",185320.273922491,0.95030102064726
"Cell2585","Cell2585","Batch1","Group3",58530.2960121844,0.30282351108846
"Cell2586","Cell2586","Batch1","Group2",61231.9540566498,0.314747154687968
"Cell2587","Cell2587","Batch1","Group3",388844.869127143,2.0100032716976
"Cell2588","Cell2588","Batch1","Group2",77076.0231243178,0.394946260537809
"Cell2589","Cell2589","Batch1","Group1",178852.168648154,0.919180207973824
"Cell2590","Cell2590","Batch1","Group3",389418.750336401,1.99629982624933
"Cell2591","Cell2591","Batch1","Group1",305400.350773568,1.57870995953161
"Cell2592","Cell2592","Batch1","Group3",128937.821594792,0.659936122500133
"Cell2593","Cell2593","Batch1","Group2",500111.140510711,2.56628394028329
"Cell2594","Cell2594","Batch1","Group2",183816.153069511,0.953135329371733
"Cell2595","Cell2595","Batch1","Group1",123799.120932325,0.63232347416443
"Cell2596","Cell2596","Batch1","Group1",66312.4853018287,0.343254847884031
"Cell2597","Cell2597","Batch1","Group2",476876.911410147,2.44519568733574
"Cell2598","Cell2598","Batch1","Group2",80719.7212826794,0.421658720077174
"Cell2599","Cell2599","Batch1","Group2",131359.231128382,0.671185910486382
"Cell2600","Cell2600","Batch1","Group2",333652.829033508,1.72082147882566
"Cell2601","Cell2601","Batch1","Group3",217240.162397206,1.12027209720401
"Cell2602","Cell2602","Batch1","Group2",90622.2079107138,0.467609500178298
"Cell2603","Cell2603","Batch1","Group2",283947.535433212,1.45508574614637
"Cell2604","Cell2604","Batch1","Group3",164623.530327728,0.860287284949333
"Cell2605","Cell2605","Batch1","Group2",73603.1165015582,0.381412564976849
"Cell2606","Cell2606","Batch1","Group2",358958.862387043,1.85237249755466
"Cell2607","Cell2607","Batch1","Group1",177131.662198844,0.904262793634491
"Cell2608","Cell2608","Batch1","Group3",206504.837580591,1.06350876367486
"Cell2609","Cell2609","Batch1","Group1",131411.135290793,0.684045750434083
"Cell2610","Cell2610","Batch1","Group2",176278.161218655,0.896690919873285
"Cell2611","Cell2611","Batch1","Group3",65170.6832224048,0.332401142968172
"Cell2612","Cell2612","Batch1","Group3",238652.798942043,1.21288352057137
"Cell2613","Cell2613","Batch1","Group1",186378.819927969,0.952924427996591
"Cell2614","Cell2614","Batch1","Group3",292057.909340553,1.51036762611355
"Cell2615","Cell2615","Batch1","Group2",49266.1253945881,0.252953051771276
"Cell2616","Cell2616","Batch1","Group3",841559.941425398,4.32198130504711
"Cell2617","Cell2617","Batch1","Group3",354070.597550802,1.81670444547572
"Cell2618","Cell2618","Batch1","Group3",132094.37294962,0.679447071668785
"Cell2619","Cell2619","Batch1","Group1",256173.143348677,1.30979013048127
"Cell2620","Cell2620","Batch1","Group3",80243.7994650705,0.414508649066252
"Cell2621","Cell2621","Batch1","Group3",260189.388243247,1.3339769174549
"Cell2622","Cell2622","Batch1","Group3",157501.262179875,0.809634947363329
"Cell2623","Cell2623","Batch1","Group2",169989.157519621,0.877972136845411
"Cell2624","Cell2624","Batch1","Group3",234655.961291281,1.2134184899132
"Cell2625","Cell2625","Batch1","Group2",192435.55946252,1.00021777538826
"Cell2626","Cell2626","Batch1","Group3",269606.142699045,1.38876497956809
"Cell2627","Cell2627","Batch1","Group2",392573.998721905,1.99492639534292
"Cell2628","Cell2628","Batch1","Group1",420800.123088564,2.1602164901587
"Cell2629","Cell2629","Batch1","Group1",263345.926016767,1.35436747967598
"Cell2630","Cell2630","Batch1","Group3",328698.247864229,1.68037471022215
"Cell2631","Cell2631","Batch1","Group1",250038.64748036,1.29053123417559
"Cell2632","Cell2632","Batch1","Group3",170166.810396988,0.884576950642551
"Cell2633","Cell2633","Batch1","Group3",105442.888053231,0.543230503006758
"Cell2634","Cell2634","Batch1","Group3",207526.654552513,1.06668771610993
"Cell2635","Cell2635","Batch1","Group2",120782.935467004,0.612462737349201
"Cell2636","Cell2636","Batch1","Group3",114408.3453783,0.59126457717941
"Cell2637","Cell2637","Batch1","Group1",52910.8616378668,0.275668673054894
"Cell2638","Cell2638","Batch1","Group3",172974.521049696,0.89319304340751
"Cell2639","Cell2639","Batch1","Group3",235954.417199402,1.22302221838614
"Cell2640","Cell2640","Batch1","Group2",146715.961350887,0.76359672035056
"Cell2641","Cell2641","Batch1","Group1",107682.570468721,0.556892796967196
"Cell2642","Cell2642","Batch1","Group1",276950.917437532,1.42932491476314
"Cell2643","Cell2643","Batch1","Group1",177227.217320954,0.906253496858395
"Cell2644","Cell2644","Batch1","Group1",329434.123050334,1.68960293136862
"Cell2645","Cell2645","Batch1","Group2",119662.85435004,0.611603700040694
"Cell2646","Cell2646","Batch1","Group2",154330.682760138,0.79491814652718
"Cell2647","Cell2647","Batch1","Group3",142248.587878975,0.729343250665864
"Cell2648","Cell2648","Batch1","Group2",255215.713502251,1.30647229177476
"Cell2649","Cell2649","Batch1","Group1",81764.9381433844,0.419457115478127
"Cell2650","Cell2650","Batch1","Group2",51779.9258362348,0.269856025398534
"Cell2651","Cell2651","Batch1","Group3",89114.4129360605,0.457403931195803
"Cell2652","Cell2652","Batch1","Group3",106167.156238237,0.545833334612173
"Cell2653","Cell2653","Batch1","Group3",265210.796040383,1.3760748895077
"Cell2654","Cell2654","Batch1","Group3",220866.221278897,1.13748370699001
"Cell2655","Cell2655","Batch1","Group3",358266.214770437,1.84923469660742
"Cell2656","Cell2656","Batch1","Group3",273380.640992988,1.41775105881021
"Cell2657","Cell2657","Batch1","Group3",106245.460850867,0.54518005474283
"Cell2658","Cell2658","Batch1","Group1",347543.966610632,1.79776447320075
"Cell2659","Cell2659","Batch1","Group1",170183.124796131,0.87859455309888
"Cell2660","Cell2660","Batch1","Group3",265985.747016571,1.36970155282962
"Cell2661","Cell2661","Batch1","Group3",135542.248852047,0.691756510466724
"Cell2662","Cell2662","Batch1","Group2",91404.6678174223,0.473514738682282
"Cell2663","Cell2663","Batch1","Group2",191812.223106317,0.996128346284887
"Cell2664","Cell2664","Batch1","Group2",121800.532066137,0.62952517299181
"Cell2665","Cell2665","Batch1","Group3",92852.8599988822,0.475886093168639
"Cell2666","Cell2666","Batch1","Group2",88203.1499365086,0.454333001416292
"Cell2667","Cell2667","Batch1","Group2",122692.977563796,0.632086853109392
"Cell2668","Cell2668","Batch1","Group3",206092.178856564,1.06894076006877
"Cell2669","Cell2669","Batch1","Group3",112323.141684721,0.579783312074103
"Cell2670","Cell2670","Batch1","Group2",150389.493007174,0.772480297786432
"Cell2671","Cell2671","Batch1","Group3",82003.7669546548,0.422085666763437
"Cell2672","Cell2672","Batch1","Group1",412185.208246612,2.12994442692182
"Cell2673","Cell2673","Batch1","Group3",110625.844982652,0.572185718633002
"Cell2674","Cell2674","Batch1","Group3",86652.5530155208,0.438860041991218
"Cell2675","Cell2675","Batch1","Group3",241720.320385638,1.23436459722001
"Cell2676","Cell2676","Batch1","Group3",277480.98494251,1.43138763309075
"Cell2677","Cell2677","Batch1","Group2",183518.37331512,0.951484125922449
"Cell2678","Cell2678","Batch1","Group3",89990.8784946248,0.465449047067085
"Cell2679","Cell2679","Batch1","Group1",143483.523557938,0.741945893814611
"Cell2680","Cell2680","Batch1","Group3",96423.562218543,0.495361034785437
"Cell2681","Cell2681","Batch1","Group2",152017.884185461,0.790875012847623
"Cell2682","Cell2682","Batch1","Group3",221800.569542408,1.13440248933855
"Cell2683","Cell2683","Batch1","Group3",82750.2286746349,0.425367497918091
"Cell2684","Cell2684","Batch1","Group2",243790.939796376,1.25851023270582
"Cell2685","Cell2685","Batch1","Group2",253706.976231703,1.30678607186949
"Cell2686","Cell2686","Batch1","Group1",239765.18323697,1.22907663103352
"Cell2687","Cell2687","Batch1","Group3",201543.423068141,1.0345586919846
"Cell2688","Cell2688","Batch1","Group2",84934.603394342,0.433078257950732
"Cell2689","Cell2689","Batch1","Group3",84260.949394469,0.438361080201247
"Cell2690","Cell2690","Batch1","Group3",190479.7933568,0.981586439272027
"Cell2691","Cell2691","Batch1","Group3",134805.685203384,0.693747213690628
"Cell2692","Cell2692","Batch1","Group3",144233.274906532,0.748622722715457
